,hpso01 (Ingest) [Nf_max=32768] [Na=256],hpso01 (RCAL) [Nf_max=32768] [Na=256],hpso01 (FastImg) [Nf_max=32768] [Na=256],hpso01 (ICAL) [Nf_max=32768] [Na=256],hpso01 (DPrepA) [Nf_max=32768] [Na=256],hpso01 (DPrepB) [Nf_max=32768] [Na=256],hpso01 (DPrepC) [Nf_max=32768] [Na=256],hpso01 (DPrepD) [Nf_max=32768] [Na=256],hpso02a (Ingest) [Nf_max=32768] [Na=256],hpso02a (RCAL) [Nf_max=32768] [Na=256],hpso02a (FastImg) [Nf_max=32768] [Na=256],hpso02a (ICAL) [Nf_max=32768] [Na=256],hpso02a (DPrepA) [Nf_max=32768] [Na=256],hpso02a (DPrepB) [Nf_max=32768] [Na=256],hpso02a (DPrepC) [Nf_max=32768] [Na=256],hpso02a (DPrepD) [Nf_max=32768] [Na=256],hpso02b (Ingest) [Nf_max=32768] [Na=256],hpso02b (RCAL) [Nf_max=32768] [Na=256],hpso02b (FastImg) [Nf_max=32768] [Na=256],hpso02b (ICAL) [Nf_max=32768] [Na=256],hpso02b (DPrepA) [Nf_max=32768] [Na=256],hpso02b (DPrepB) [Nf_max=32768] [Na=256],hpso02b (DPrepC) [Nf_max=32768] [Na=256],hpso02b (DPrepD) [Nf_max=32768] [Na=256],hpso04a (Ingest) [Nf_max=32768] [Na=256],hpso04a (RCAL) [Nf_max=32768] [Na=256],hpso04a (FastImg) [Nf_max=32768] [Na=256],hpso04a (PSS) [Nf_max=32768] [Na=256],hpso05a (Ingest) [Nf_max=32768] [Na=256],hpso05a (RCAL) [Nf_max=32768] [Na=256],hpso05a (FastImg) [Nf_max=32768] [Na=256],hpso05a (PST) [Nf_max=32768] [Na=256],max_low (Ingest) [Nf_max=32768] [Na=256],max_low (RCAL) [Nf_max=32768] [Na=256],max_low (FastImg) [Nf_max=32768] [Na=256],max_low (ICAL) [Nf_max=32768] [Na=256],max_low (DPrepA) [Nf_max=32768] [Na=256],max_low (DPrepA_Image) [Nf_max=32768] [Na=256],max_low (DPrepB) [Nf_max=32768] [Na=256],max_low (DPrepC) [Nf_max=32768] [Na=256],max_low (DPrepD) [Nf_max=32768] [Na=256]
Delta W earth2 [lambda],1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,3.6251130946672796,3.6251130946672796,3.6251130946672796,,3.6251130946672796,3.6251130946672796,3.6251130946672796,,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997
Delta W earth3 [lambda],5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,14.500452378669118,14.500452378669118,14.500452378669118,,14.500452378669118,14.500452378669118,14.500452378669118,,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799
Delta W earth4 [lambda],22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,58.001809514676474,58.001809514676474,58.001809514676474,,58.001809514676474,58.001809514676474,58.001809514676474,,24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196
Delta W snapshot0 [lambda],23.70821469784657,23.70821469784657,0.039526300773377786,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,0.039526300773377786,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,0.039526300773377786,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,62.234063581847245,62.234063581847245,0.10375653953011668,(undefined),62.234063581847245,62.234063581847245,0.10375653953011668,(undefined),25.930859825769687,25.930859825769687,0.04323189147088195,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687
Delta W snapshot1 [lambda],47.41642939569314,47.41642939569314,0.07905260154675557,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,0.07905260154675557,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,0.07905260154675557,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,124.46812716369449,124.46812716369449,0.20751307906023336,,124.46812716369449,124.46812716369449,0.20751307906023336,,51.861719651539374,51.861719651539374,0.0864637829417639,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374
Delta W snapshot2 [lambda],94.83285879138629,94.83285879138629,0.15810520309351114,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,0.15810520309351114,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,0.15810520309351114,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,248.93625432738898,248.93625432738898,0.4150261581204667,,248.93625432738898,248.93625432738898,0.4150261581204667,,103.72343930307875,103.72343930307875,0.1729275658835278,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875
Delta W snapshot3 [lambda],189.66571758277257,189.66571758277257,0.3162104061870223,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,0.3162104061870223,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,0.3162104061870223,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,497.87250865477796,497.87250865477796,0.8300523162409335,,497.87250865477796,497.87250865477796,0.8300523162409335,,207.4468786061575,207.4468786061575,0.3458551317670556,207.4468786061575,207.4468786061575,207.4468786061575,207.4468786061575,207.4468786061575,207.4468786061575
Delta W snapshot4 [lambda],379.33143516554514,379.33143516554514,0.6324208123740446,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,0.6324208123740446,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,0.6324208123740446,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,995.7450173095559,995.7450173095559,1.660104632481867,,995.7450173095559,995.7450173095559,1.660104632481867,,414.893757212315,414.893757212315,0.6917102635341112,414.893757212315,414.893757212315,414.893757212315,414.893757212315,414.893757212315,414.893757212315
Delta W max0 [lambda],23.70821469784657,23.70821469784657,0.08631221653969713,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,0.08631221653969713,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,0.08631221653969713,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,62.234063581847245,62.234063581847245,0.22656956841670498,(undefined),62.234063581847245,62.234063581847245,0.22656956841670498,(undefined),25.930859825769687,25.930859825769687,0.09440398684029373,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687
Delta W max1 [lambda],47.41642939569314,47.41642939569314,0.3452488661587885,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,0.3452488661587885,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,0.3452488661587885,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,124.46812716369449,124.46812716369449,0.9062782736668199,,124.46812716369449,124.46812716369449,0.9062782736668199,,51.861719651539374,51.861719651539374,0.37761594736117493,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374
Delta W max2 [lambda],94.83285879138629,94.83285879138629,1.380995464635154,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,1.380995464635154,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,1.380995464635154,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,248.93625432738898,248.93625432738898,3.6251130946672796,,248.93625432738898,248.93625432738898,3.6251130946672796,,103.72343930307875,103.72343930307875,1.5104637894446997,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875
Delta W max3 [lambda],189.66571758277257,189.66571758277257,5.523981858540616,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,5.523981858540616,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,5.523981858540616,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,497.87250865477796,497.87250865477796,14.500452378669118,,497.87250865477796,497.87250865477796,14.500452378669118,,207.4468786061575,207.4468786061575,6.041855157778799,207.4468786061575,207.4468786061575,207.4468786061575,207.4468786061575,207.4468786061575,207.4468786061575
Delta W max4 [lambda],379.33143516554514,379.33143516554514,22.095927434162466,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,22.095927434162466,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,22.095927434162466,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,995.7450173095559,995.7450173095559,58.001809514676474,,995.7450173095559,995.7450173095559,58.001809514676474,,414.893757212315,414.893757212315,24.167420631115196,414.893757212315,414.893757212315,414.893757212315,414.893757212315,414.893757212315,414.893757212315
Delta W stack [lambda],(undefined),14.387986257454612,22.09592272599184,14.387986258896804,8.937057463328307,14.286488599552236,13.259363104508823,(undefined),(undefined),14.387986257454612,22.09592272599184,5.409641234609747,8.937057463328307,14.286488599552236,13.259363104508823,(undefined),(undefined),14.387986257454612,22.09592272599184,5.409641234609747,8.937057463328307,14.286488599552236,13.259363104508823,(undefined),(undefined),67.94039230520956,58.00180365877673,(undefined),(undefined),67.94039230520956,58.00180365877673,(undefined),(undefined),11.700283924720663,24.16741465019196,11.700283925327359,9.048785155000601,9.750508191842579,14.582498826285505,40.7050823514469,(undefined)
Delta W theory [lambda],(undefined),30.708349873065497,12.587303150687525,30.708349873065497,12.587303150687525,12.587303150687525,12.587303150687525,(undefined),(undefined),30.708349873065497,12.587303150687525,3.4612509132075626,12.587303150687525,12.587303150687525,12.587303150687525,(undefined),(undefined),30.708349873065497,12.587303150687525,3.4612509132075626,12.587303150687525,12.587303150687525,12.587303150687525,(undefined),(undefined),136.45307426027873,89.35330487828081,(undefined),(undefined),136.45307426027873,89.35330487828081,(undefined),(undefined),23.371898624330846,15.152462172657435,23.371898624330846,15.152462172657435,15.152462172657435,15.152462172657435,15.152462172657435,(undefined)
-- Kernel Sizes --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W kernel support pred0 [uv-pixels],(undefined),4.48697901097334,0.18455205923435844,4.486979011311844,6.025350953355431,8.580533700475511,8.111176383882123,(undefined),(undefined),4.48697901097334,0.18455205923435844,10.011105386218887,6.025350953355431,8.580533700475511,8.111176383882123,(undefined),(undefined),4.48697901097334,0.18455205923435844,10.011105386218887,6.025350953355431,8.580533700475511,8.111176383882123,(undefined),(undefined),4.439307211390678,0.08981558727294352,(undefined),(undefined),4.439307211390678,0.08981558727294352,(undefined),(undefined),4.697831429678302,0.17264561380323334,4.697831429861662,5.317011543276511,5.624614695850428,7.617070737929433,11.7585840842431,(undefined)
W kernel support pred1 [uv-pixels],,4.48697901097334,0.5223241974335304,4.486979011311844,6.025350953355431,8.580533700475511,8.111176383882123,,,4.48697901097334,0.5223241974335304,10.011105386218887,6.025350953355431,8.580533700475511,8.111176383882123,,,4.48697901097334,0.5223241974335304,10.011105386218887,6.025350953355431,8.580533700475511,8.111176383882123,,,4.742333769810984,0.254136932091098,,,4.742333769810984,0.254136932091098,,,4.697831429678302,0.4886127695866622,4.697831429861662,5.317011543276511,5.624614695850428,7.617070737929433,16.531559051011463,
W kernel support pred2 [uv-pixels],,4.48697901097334,1.4792330461194296,4.486979011311844,6.025350953355431,8.580533700475511,8.111176383882123,,,4.48697901097334,1.4792330461194296,10.011105386218887,6.025350953355431,8.580533700475511,8.111176383882123,,,4.48697901097334,1.4792330461194296,10.011105386218887,6.025350953355431,8.580533700475511,8.111176383882123,,,4.742333769810984,0.7193736457952092,,,4.742333769810984,0.7193736457952092,,,4.697831429678302,1.3836854797576588,4.697831429861662,5.317011543276511,5.624614695850428,7.617070737929433,16.531559051011463,
W kernel support pred3 [uv-pixels],,4.48697901097334,4.194501294411046,4.486979011311844,6.025350953355431,8.580533700475511,8.111176383882123,,,4.48697901097334,4.194501294411046,10.011105386218887,6.025350953355431,8.580533700475511,8.111176383882123,,,4.48697901097334,4.194501294411046,10.011105386218887,6.025350953355431,8.580533700475511,8.111176383882123,,,4.742333769810984,2.037893113490042,,,4.742333769810984,2.037893113490042,,,4.697831429678302,3.923139052367293,4.697831429861662,5.317011543276511,5.624614695850428,7.617070737929433,16.531559051011463,
W kernel support pred4 [uv-pixels],,4.48697901097334,11.923566960545676,4.486979011311844,6.025350953355431,8.580533700475511,8.111176383882123,,,4.48697901097334,11.923566960545676,10.011105386218887,6.025350953355431,8.580533700475511,8.111176383882123,,,4.48697901097334,11.923566960545676,10.011105386218887,6.025350953355431,8.580533700475511,8.111176383882123,,,4.742333769810984,5.782075277466988,,,4.742333769810984,5.782075277466988,,,4.697831429678302,11.149775300675739,4.697831429861662,5.317011543276511,5.624614695850428,7.617070737929433,16.531559051011463,
AW kernel support pred0 [uv-pixels],(undefined),10.056489479182847,9.001891993496013,10.05648947933388,10.830736545180168,12.434852575925296,12.115741097037649,(undefined),(undefined),10.056489479182847,9.001891993496013,13.461880665567527,10.830736545180168,12.434852575925296,12.115741097037649,(undefined),(undefined),10.056489479182847,9.001891993496013,13.461880665567527,10.830736545180168,12.434852575925296,12.115741097037649,(undefined),(undefined),10.03531008574749,9.000448146604544,(undefined),(undefined),10.03531008574749,9.000448146604544,(undefined),(undefined),10.152320923890915,9.001655764800468,10.152320923975761,10.453258427463451,10.613024567802366,11.790664384445044,14.807575752506388,(undefined)
AW kernel support pred1 [uv-pixels],,10.056489479182847,9.015144068023794,10.05648947933388,10.830736545180168,12.434852575925296,12.115741097037649,,,10.056489479182847,9.015144068023794,13.461880665567527,10.830736545180168,12.434852575925296,12.115741097037649,,,10.056489479182847,9.015144068023794,13.461880665567527,10.830736545180168,12.434852575925296,12.115741097037649,,,10.172990198770943,9.003587372833826,,,10.172990198770943,9.003587372833826,,,10.152320923890915,9.013253709876537,10.152320923975761,10.453258427463451,10.613024567802366,11.790664384445044,18.822657746903836,
AW kernel support pred2 [uv-pixels],,10.056489479182847,9.120752732353388,10.05648947933388,10.830736545180168,12.434852575925296,12.115741097037649,,,10.056489479182847,9.120752732353388,13.461880665567527,10.830736545180168,12.434852575925296,12.115741097037649,,,10.056489479182847,9.120752732353388,13.461880665567527,10.830736545180168,12.434852575925296,12.115741097037649,,,10.172990198770943,9.028704139701594,,,10.172990198770943,9.028704139701594,,,10.152320923890915,9.105744643184991,10.152320923975761,10.453258427463451,10.613024567802366,11.790664384445044,18.822657746903836,
AW kernel support pred3 [uv-pixels],,10.056489479182847,9.92944314192976,10.05648947933388,10.830736545180168,12.434852575925296,12.115741097037649,,,10.056489479182847,9.92944314192976,13.461880665567527,10.830736545180168,12.434852575925296,12.115741097037649,,,10.056489479182847,9.92944314192976,13.461880665567527,10.830736545180168,12.434852575925296,12.115741097037649,,,10.172990198770943,9.227838768748084,,,10.172990198770943,9.227838768748084,,,10.152320923890915,9.817892850515804,10.152320923975761,10.453258427463451,10.613024567802366,11.790664384445044,18.822657746903836,
AW kernel support pred4 [uv-pixels],,10.056489479182847,14.93892395932908,10.05648947933388,10.830736545180168,12.434852575925296,12.115741097037649,,,10.056489479182847,14.93892395932908,13.461880665567527,10.830736545180168,12.434852575925296,12.115741097037649,,,10.056489479182847,14.93892395932908,13.461880665567527,10.830736545180168,12.434852575925296,12.115741097037649,,,10.172990198770943,10.697307816188845,,,10.172990198770943,10.697307816188845,,,10.152320923890915,14.32890397956378,10.152320923975761,10.453258427463451,10.613024567802366,11.790664384445044,18.822657746903836,
W kernel support bw0 [uv-pixels],(undefined),4.48697901097334,0.18455205923435844,4.486979011311844,6.025350953355431,8.580533700475511,8.111176383882123,(undefined),(undefined),4.48697901097334,0.18455205923435844,10.011105386218887,6.025350953355431,8.580533700475511,8.111176383882123,(undefined),(undefined),4.48697901097334,0.18455205923435844,10.011105386218887,6.025350953355431,8.580533700475511,8.111176383882123,(undefined),(undefined),4.439307211390678,0.08981558727294352,(undefined),(undefined),4.439307211390678,0.08981558727294352,(undefined),(undefined),4.697831429678302,0.17264561380323334,4.697831429861662,5.317011543276511,5.624614695850428,7.617070737929433,11.7585840842431,(undefined)
W kernel support bw1 [uv-pixels],,4.48697901097334,0.5223241974335304,4.486979011311844,6.025350953355431,8.580533700475511,8.111176383882123,,,4.48697901097334,0.5223241974335304,10.011105386218887,6.025350953355431,8.580533700475511,8.111176383882123,,,4.48697901097334,0.5223241974335304,10.011105386218887,6.025350953355431,8.580533700475511,8.111176383882123,,,4.742333769810984,0.254136932091098,,,4.742333769810984,0.254136932091098,,,4.697831429678302,0.4886127695866622,4.697831429861662,5.317011543276511,5.624614695850428,7.617070737929433,16.531559051011463,
W kernel support bw2 [uv-pixels],,4.48697901097334,1.4792330461194296,4.486979011311844,6.025350953355431,8.580533700475511,8.111176383882123,,,4.48697901097334,1.4792330461194296,10.011105386218887,6.025350953355431,8.580533700475511,8.111176383882123,,,4.48697901097334,1.4792330461194296,10.011105386218887,6.025350953355431,8.580533700475511,8.111176383882123,,,4.742333769810984,0.7193736457952092,,,4.742333769810984,0.7193736457952092,,,4.697831429678302,1.3836854797576588,4.697831429861662,5.317011543276511,5.624614695850428,7.617070737929433,16.531559051011463,
W kernel support bw3 [uv-pixels],,4.48697901097334,4.194501294411046,4.486979011311844,6.025350953355431,8.580533700475511,8.111176383882123,,,4.48697901097334,4.194501294411046,10.011105386218887,6.025350953355431,8.580533700475511,8.111176383882123,,,4.48697901097334,4.194501294411046,10.011105386218887,6.025350953355431,8.580533700475511,8.111176383882123,,,4.742333769810984,2.037893113490042,,,4.742333769810984,2.037893113490042,,,4.697831429678302,3.923139052367293,4.697831429861662,5.317011543276511,5.624614695850428,7.617070737929433,16.531559051011463,
W kernel support bw4 [uv-pixels],,4.48697901097334,11.923566960545676,4.486979011311844,6.025350953355431,8.580533700475511,8.111176383882123,,,4.48697901097334,11.923566960545676,10.011105386218887,6.025350953355431,8.580533700475511,8.111176383882123,,,4.48697901097334,11.923566960545676,10.011105386218887,6.025350953355431,8.580533700475511,8.111176383882123,,,4.742333769810984,5.782075277466988,,,4.742333769810984,5.782075277466988,,,4.697831429678302,11.149775300675739,4.697831429861662,5.317011543276511,5.624614695850428,7.617070737929433,16.531559051011463,
AW kernel support bw0 [uv-pixels],(undefined),10.056489479182847,9.001891993496013,10.05648947933388,10.830736545180168,12.434852575925296,12.115741097037649,(undefined),(undefined),10.056489479182847,9.001891993496013,13.461880665567527,10.830736545180168,12.434852575925296,12.115741097037649,(undefined),(undefined),10.056489479182847,9.001891993496013,13.461880665567527,10.830736545180168,12.434852575925296,12.115741097037649,(undefined),(undefined),10.03531008574749,9.000448146604544,(undefined),(undefined),10.03531008574749,9.000448146604544,(undefined),(undefined),10.152320923890915,9.001655764800468,10.152320923975761,10.453258427463451,10.613024567802366,11.790664384445044,14.807575752506388,(undefined)
AW kernel support bw1 [uv-pixels],,10.056489479182847,9.015144068023794,10.05648947933388,10.830736545180168,12.434852575925296,12.115741097037649,,,10.056489479182847,9.015144068023794,13.461880665567527,10.830736545180168,12.434852575925296,12.115741097037649,,,10.056489479182847,9.015144068023794,13.461880665567527,10.830736545180168,12.434852575925296,12.115741097037649,,,10.172990198770943,9.003587372833826,,,10.172990198770943,9.003587372833826,,,10.152320923890915,9.013253709876537,10.152320923975761,10.453258427463451,10.613024567802366,11.790664384445044,18.822657746903836,
AW kernel support bw2 [uv-pixels],,10.056489479182847,9.120752732353388,10.05648947933388,10.830736545180168,12.434852575925296,12.115741097037649,,,10.056489479182847,9.120752732353388,13.461880665567527,10.830736545180168,12.434852575925296,12.115741097037649,,,10.056489479182847,9.120752732353388,13.461880665567527,10.830736545180168,12.434852575925296,12.115741097037649,,,10.172990198770943,9.028704139701594,,,10.172990198770943,9.028704139701594,,,10.152320923890915,9.105744643184991,10.152320923975761,10.453258427463451,10.613024567802366,11.790664384445044,18.822657746903836,
AW kernel support bw3 [uv-pixels],,10.056489479182847,9.92944314192976,10.05648947933388,10.830736545180168,12.434852575925296,12.115741097037649,,,10.056489479182847,9.92944314192976,13.461880665567527,10.830736545180168,12.434852575925296,12.115741097037649,,,10.056489479182847,9.92944314192976,13.461880665567527,10.830736545180168,12.434852575925296,12.115741097037649,,,10.172990198770943,9.227838768748084,,,10.172990198770943,9.227838768748084,,,10.152320923890915,9.817892850515804,10.152320923975761,10.453258427463451,10.613024567802366,11.790664384445044,18.822657746903836,
AW kernel support bw4 [uv-pixels],,10.056489479182847,14.93892395932908,10.05648947933388,10.830736545180168,12.434852575925296,12.115741097037649,,,10.056489479182847,14.93892395932908,13.461880665567527,10.830736545180168,12.434852575925296,12.115741097037649,,,10.056489479182847,14.93892395932908,13.461880665567527,10.830736545180168,12.434852575925296,12.115741097037649,,,10.172990198770943,10.697307816188845,,,10.172990198770943,10.697307816188845,,,10.152320923890915,14.32890397956378,10.152320923975761,10.453258427463451,10.613024567802366,11.790664384445044,18.822657746903836,
-- Data --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snapshot vis size0 [GB],0.24180055419801605,318.705770951062,0.19119105284314863,318.705770951062,11.804445065782796,9.443556052626237,6.118113690980756,4.481040301011297,0.24180055419801605,318.705770951062,0.19119105284314863,212.47330729570746,11.804445065782796,9.443556052626237,6.118113690980756,4.481040301011297,0.24180055419801605,318.705770951062,0.19119105284314863,212.47330729570746,11.804445065782796,9.443556052626237,6.118113690980756,4.481040301011297,0.24180055419801605,195.2963003130407,0.11715791708085538,(undefined),0.24180055419801605,195.2963003130407,0.11715791708085538,(undefined),0.24180055419801605,396.16602799802945,0.26846831191181086,396.16602799802945,16.575667914232834,82.87833957116419,13.26053433138627,0.24180055419801605,0.7865282575541334
Snapshot vis size1 [GB],0.06824500381286401,89.95048264416032,0.05396114237017419,89.95048264416032,3.331648271837172,2.6653186174697376,1.726756555845574,1.2647142743009578,0.06824500381286401,89.95048264416032,0.05396114237017419,59.96777680936496,3.331648271837172,2.6653186174697376,1.726756555845574,1.2647142743009578,0.06824500381286401,89.95048264416032,0.05396114237017419,59.96777680936496,3.331648271837172,2.6653186174697376,1.726756555845574,1.2647142743009578,0.06824500381286401,55.11979409520746,0.033066270358266134,,0.06824500381286401,55.11979409520746,0.033066270358266134,,0.06824500381286401,111.81261424699639,0.07577162521741244,111.81261424699639,4.678262726731455,23.391313633657276,3.742610181385164,0.06824500381286401,0.22198718325413802
Snapshot vis size2 [GB],0.07720590428774401,101.7614179157297,0.061046502459183596,101.7614179157297,3.7691098721486567,3.0152878977189257,1.953488078693875,1.4307774013871157,0.07720590428774401,101.7614179157297,0.061046502459183596,67.84183717519126,3.7691098721486567,3.0152878977189257,1.953488078693875,1.4307774013871157,0.07720590428774401,101.7614179157297,0.061046502459183596,67.84183717519126,3.7691098721486567,3.0152878977189257,1.953488078693875,1.4307774013871157,0.07720590428774401,62.35729078342553,0.03740803226318737,,0.07720590428774401,62.35729078342553,0.03740803226318737,,0.07720590428774401,126.4941535850398,0.08572080764042161,126.4941535850398,5.2925413456401005,26.462706728200505,4.23403307651208,0.07720590428774401,0.2511351786340477
Snapshot vis size3 [GB],0.09707242818969601,127.94653497341947,0.0767549098850709,127.94653497341947,4.738972372366935,3.7911778978935486,2.456157116322269,1.7989432004313495,0.09707242818969601,127.94653497341947,0.0767549098850709,85.29881138237278,4.738972372366935,3.7911778978935486,2.456157116322269,1.7989432004313495,0.09707242818969601,127.94653497341947,0.0767549098850709,85.29881138237278,4.738972372366935,3.7911778978935486,2.456157116322269,1.7989432004313495,0.09707242818969601,78.40298857349144,0.047033818968720165,,0.09707242818969601,78.40298857349144,0.047033818968720165,,0.09707242818969601,159.04346634599796,0.10777837551160582,159.04346634599796,6.654411271460259,33.2720563573013,5.323529017168208,0.09707242818969601,0.3157569595066577
Snapshot vis size4 [GB],0.03791610951168001,49.97541446281772,0.029980166593487907,49.97541446281772,1.8510240116004808,1.4808192092803847,0.959365330991613,0.702660154534873,0.03791610951168001,49.97541446281772,0.029980166593487907,33.3173809896875,1.8510240116004808,1.4808192092803847,0.959365330991613,0.702660154534873,0.03791610951168001,49.97541446281772,0.029980166593487907,33.3173809896875,1.8510240116004808,1.4808192092803847,0.959365330991613,0.702660154534873,0.03791610951168001,30.62389966166568,0.01837122511539093,,0.03791610951168001,30.62389966166568,0.01837122511539093,,0.03791610951168001,62.121753823936515,0.042097810522502124,62.121753823936515,2.5991869288711884,12.995934644355943,2.0793495430969506,0.03791610951168001,0.12333342926514296
Facet size [GB],(undefined),1.1304173114108593,0.9691506442136999,1.1304173114108593,2.6920851228158327,2.6920851228158327,2.6920851228158327,(undefined),(undefined),1.1304173114108593,0.9691506442136999,8.722355797923296,2.6920851228158327,2.6920851228158327,2.6920851228158327,(undefined),(undefined),1.1304173114108593,0.9691506442136999,8.722355797923296,2.6920851228158327,2.6920851228158327,2.6920851228158327,(undefined),(undefined),1.784648478669979,0.9792309896680268,(undefined),(undefined),1.784648478669979,0.9792309896680268,(undefined),(undefined),1.7688516543190878,0.9705633219857813,1.7688516543190878,2.6960092277382826,2.6960092277382826,2.6960092277382826,2.6960092277382826,(undefined)
