,hpso01 (Ingest) [Na=64] [Bmax=32500.0],hpso01 (RCAL) [Na=64] [Bmax=32500.0],hpso01 (FastImg) [Na=64] [Bmax=32500.0],hpso01 (ICAL) [Na=64] [Bmax=32500.0],hpso01 (DPrepA) [Na=64] [Bmax=32500.0],hpso01 (DPrepB) [Na=64] [Bmax=32500.0],hpso01 (DPrepC) [Na=64] [Bmax=32500.0],hpso01 (DPrepD) [Na=64] [Bmax=32500.0],hpso02a (Ingest) [Na=64] [Bmax=32500.0],hpso02a (RCAL) [Na=64] [Bmax=32500.0],hpso02a (FastImg) [Na=64] [Bmax=32500.0],hpso02a (ICAL) [Na=64] [Bmax=32500.0],hpso02a (DPrepA) [Na=64] [Bmax=32500.0],hpso02a (DPrepB) [Na=64] [Bmax=32500.0],hpso02a (DPrepC) [Na=64] [Bmax=32500.0],hpso02a (DPrepD) [Na=64] [Bmax=32500.0],hpso02b (Ingest) [Na=64] [Bmax=32500.0],hpso02b (RCAL) [Na=64] [Bmax=32500.0],hpso02b (FastImg) [Na=64] [Bmax=32500.0],hpso02b (ICAL) [Na=64] [Bmax=32500.0],hpso02b (DPrepA) [Na=64] [Bmax=32500.0],hpso02b (DPrepB) [Na=64] [Bmax=32500.0],hpso02b (DPrepC) [Na=64] [Bmax=32500.0],hpso02b (DPrepD) [Na=64] [Bmax=32500.0],hpso04a (Ingest) [Nf_max=32768] [Na=64] [Bmax=32500.0],hpso04a (RCAL) [Nf_max=32768] [Na=64] [Bmax=32500.0],hpso04a (FastImg) [Nf_max=32768] [Na=64] [Bmax=32500.0],hpso04a (PSS) [Nf_max=32768] [Na=64] [Bmax=32500.0],hpso05a (Ingest) [Nf_max=32768] [Na=64] [Bmax=32500.0],hpso05a (RCAL) [Nf_max=32768] [Na=64] [Bmax=32500.0],hpso05a (FastImg) [Nf_max=32768] [Na=64] [Bmax=32500.0],hpso05a (PST) [Nf_max=32768] [Na=64] [Bmax=32500.0],max_low (Ingest) [Nf_max=32768] [Na=64] [Bmax=32500.0],max_low (RCAL) [Nf_max=32768] [Na=64] [Bmax=32500.0],max_low (FastImg) [Nf_max=32768] [Na=64] [Bmax=32500.0],max_low (ICAL) [Nf_max=32768] [Na=64] [Bmax=32500.0],max_low (DPrepA) [Nf_max=32768] [Na=64] [Bmax=32500.0],max_low (DPrepA_Image) [Nf_max=32768] [Na=64] [Bmax=32500.0],max_low (DPrepB) [Nf_max=32768] [Na=64] [Bmax=32500.0],max_low (DPrepC) [Nf_max=32768] [Na=64] [Bmax=32500.0],max_low (DPrepD) [Nf_max=32768] [Na=64] [Bmax=32500.0]
-> Flag [PetaFLOP/s],9.969006627408934e-05,3.891237377336967e-05,2.1998109199395374e-05,0.0003502113639603271,7.927303237415769e-05,0.00015854606474831538,0.00048395840238669817,0.00048395840238669817,9.969006627408934e-05,3.891237377336967e-05,2.1998109199395374e-05,0.00023348038126909086,7.927303237415769e-05,0.00015854606474831538,0.00048395840238669817,0.00048395840238669817,9.969006627408934e-05,3.891237377336967e-05,2.1998109199395374e-05,0.00023348038126909086,7.927303237415769e-05,0.00015854606474831538,0.00048395840238669817,0.00048395840238669817,4.9974142878244615e-05,1.1953229374595051e-05,6.739992201565258e-06,,4.9974142878244615e-05,1.1953229374595051e-05,6.739992201565258e-06,,4.9863187309840354e-05,2.733010753790414e-05,1.54447477422808e-05,0.0002459709678411373,5.567741618034043e-05,5.567741618034043e-05,0.00011135483236068086,0.0008356426402121751,0.00041782132010608755
-> Degrid [PetaFLOP/s],,0.00023907904928181095,1.9480554924819586e-05,0.002151711443540497,0.0009617779168015518,0.0004954762628513425,0.001458860027709013,,,0.00023907904928181095,1.9480554924819586e-05,0.0009563161971297588,0.0009617779168015518,0.0004954762628513425,0.001458860027709013,,,0.00023907904928181095,1.9480554924819586e-05,0.0009563161971297588,0.0009617779168015518,0.0004954762628513425,0.001458860027709013,,,6.991344812622643e-05,5.475348660858091e-06,,,6.991344812622643e-05,5.475348660858091e-06,,,0.00015976380731843747,1.3491937809390698e-05,0.0014378742658802532,0.0005580104769518924,0.00011328545376097218,0.00030274270883415993,0.00917354788756416,
-> Image Spectral Fitting [PetaFLOP/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0594514934111882e-07,,,
-> Visibility Weighting [PetaFLOP/s],,1.0474105578311742e-06,4.2896334280932574e-07,9.426695020480568e-06,9.576732599938352e-07,1.1817135074872388e-06,3.653784334575008e-06,,,1.0474105578311742e-06,4.2896334280932574e-07,4.189642231324697e-06,9.576732599938352e-07,1.1817135074872388e-06,3.653784334575008e-06,,,1.0474105578311742e-06,4.2896334280932574e-07,4.189642231324697e-06,9.576732599938352e-07,1.1817135074872388e-06,3.653784334575008e-06,,,3.090523800719799e-07,1.314298724875951e-07,,,3.090523800719799e-07,1.314298724875951e-07,,,7.071480137192849e-07,3.0117271763026557e-07,6.364332123473564e-06,4.1497218372572194e-07,4.1497218372572194e-07,8.299443674514439e-07,9.709657174107155e-06,
-> Subtract Image Component [PetaFLOP/s],,,,0.00033570818,2.0515499888888888e-05,0.004103099977777778,0.012309299933333333,,,,,0.00033570818,2.0515499888888888e-05,0.004103099977777778,0.012309299933333333,,,,,0.00033570818,2.0515499888888888e-05,0.004103099977777778,0.012309299933333333,,,,,,,,,,,,,0.00019582977166666667,1.1967374935185184e-05,1.1967374935185184e-05,0.0017096249907407406,0.22408396678637038,
-> Demix [PetaFLOP/s],0.005825411836277023,,,,,,,,0.005825411836277023,,,,,,,,0.005825411836277023,,,,,,,,0.0029202481562575293,,,,0.0029202481562575293,,,,0.002913766435283123,,,,,,,,
-> FFT [PetaFLOP/s],,0.00018519591551839946,0.00030106873018907244,0.001666763239657322,0.0005120369479601188,0.0037239603385446317,0.011787526596212568,,,0.00018519591551839946,0.00030106873018907244,0.0007407836620686417,0.0005120369479601188,0.0037239603385446317,0.011787526596212568,,,0.00018519591551839946,0.00030106873018907244,0.0007407836620686417,0.0005120369479601188,0.0037239603385446317,0.011787526596212568,,,5.163506411800237e-05,0.00015219137309136995,,,5.163506411800237e-05,0.00015219137309136995,,,0.00013118873076000464,0.0001507665401452811,0.0011806985768124578,0.000610717459779307,0.00011916341553430897,0.0019977934465874566,0.09463066104901086,
-> Grid [PetaFLOP/s],,0.00023907904928181095,1.9480554924819586e-05,0.002151711443540497,0.0009617779168015518,0.0004954762628513425,0.001458860027709013,,,0.00023907904928181095,1.9480554924819586e-05,0.0009563161971297588,0.0009617779168015518,0.0004954762628513425,0.001458860027709013,,,0.00023907904928181095,1.9480554924819586e-05,0.0009563161971297588,0.0009617779168015518,0.0004954762628513425,0.001458860027709013,,,6.991344812622643e-05,5.475348660858091e-06,,,6.991344812622643e-05,5.475348660858091e-06,,,0.00015976380731843747,1.3491937809390698e-05,0.0014378742658802532,0.0005580104769518924,0.00011328545376097218,0.00030274270883415993,0.00917354788756416,
-> Gridding Kernel Update [PetaFLOP/s],,0.0009406930706665527,3.181591731988738e-05,0.008466237636019594,0.0007598230386459967,0.0017436141577632323,0.0043067527167391755,,,0.0009406930706665527,3.181591731988738e-05,0.003762772282678563,0.0007598230386459967,0.0017436141577632323,0.0043067527167391755,,,0.0009406930706665527,3.181591731988738e-05,0.003762772282678563,0.0007598230386459967,0.0017436141577632323,0.0043067527167391755,,,0.00026115727784644836,8.845264078249288e-06,,,0.00026115727784644836,8.845264078249288e-06,,,0.0005983692334796847,2.1987403154448916e-05,0.00538532310138558,0.00033608369303105907,0.0003430524591770531,0.001016435842712643,0.026852604265046078,
-> Correct [PetaFLOP/s],,0.0001338920387900892,1.8923104687651934e-05,0.0012050283491108027,0.0002727674232229082,0.0005455348464458164,0.00166523321251337,0.00166523321251337,,0.0001338920387900892,1.8923104687651934e-05,0.0008033733549043985,0.0002727674232229082,0.0005455348464458164,0.00166523321251337,0.00166523321251337,,0.0001338920387900892,1.8923104687651934e-05,0.0008033733549043985,0.0002727674232229082,0.0005455348464458164,0.00166523321251337,0.00166523321251337,,4.112939139645609e-05,5.797842754034631e-06,,,4.112939139645609e-05,5.797842754034631e-06,,,9.403907970031533e-05,1.328580450948886e-05,0.0008463517173028379,0.00019157820621192408,0.00019157820621192408,0.00038315641242384817,0.0028753295147085594,0.0014376647573542797
-> IFFT [PetaFLOP/s],,0.0009259795775919974,0.00030106873018907244,0.008333816198286608,0.0005120369479601188,0.0014895841354178529,0.0015716702128283425,,,0.0009259795775919974,0.00030106873018907244,0.0037039183103432082,0.0005120369479601188,0.0014895841354178529,0.0015716702128283425,,,0.0009259795775919974,0.00030106873018907244,0.0037039183103432082,0.0005120369479601188,0.0014895841354178529,0.0015716702128283425,,,0.0002581753205900118,0.00015219137309136995,,,0.0002581753205900118,0.00015219137309136995,,,0.0006559436538000231,0.0001507665401452811,0.00590349288406229,0.000610717459779307,0.0005958170776715449,0.0007991173786349828,0.00028878985915835835,
-> Identify Component [PetaFLOP/s],,,,0.0030218151892622697,9.239378184087745e-05,0.0010309161292275995,0.003092748387682799,,,,,0.0013430289730054531,9.239378184087745e-05,0.0010309161292275995,0.003092748387682799,,,,,0.0013430289730054531,9.239378184087745e-05,0.0010309161292275995,0.003092748387682799,,,,,,,,,,,,,0.0012241940304495882,6.0137211352048395e-06,6.0137211352048395e-06,0.00042955150965748854,0.056302175473826335,
-> Average [PetaFLOP/s],2.8687788855853048e-06,,,,,,,,2.8687788855853048e-06,,,,,,,,2.8687788855853048e-06,,,,,,,,1.438104831028622e-06,,,,1.438104831028622e-06,,,,1.434911865031377e-06,,,,,,,,
-> Phase Rotation Predict [PetaFLOP/s],,0.00014058664072959365,0.0,0.0012652797665663432,0.000358007242980067,0.0,0.0,,,0.00014058664072959365,0.0,0.00037490756562205257,0.000358007242980067,0.0,0.0,,,0.00014058664072959365,0.0,0.00037490756562205257,0.000358007242980067,0.0,0.0,,,2.9990181226582568e-05,0.0,,,2.9990181226582568e-05,0.0,,,6.857016228147991e-05,0.0,0.0006171314605333192,0.0,0.0,0.0,0.0,
-> Receive [PetaFLOP/s],1.4380115654564563e-06,,,,,,,,1.4380115654564563e-06,,,,,,,,1.4380115654564563e-06,,,,,,,,7.208681678985634e-07,,,,7.208681678985634e-07,,,,7.19267653458354e-07,,,,,,,,
-> Solve [PetaFLOP/s],,5.64174950958705e-06,,0.0007154015935471425,,,,,,5.64174950958705e-06,,0.0004773838192026066,,,,,,5.64174950958705e-06,,0.0004773838192026066,,,,,,1.7451819215190044e-06,,,,1.7451819215190044e-06,,,,3.949752267513139e-06,,0.0005024487766416818,,,,,
-> Degridding Kernel Update [PetaFLOP/s],,0.0009406930706665527,3.181591731988738e-05,0.008466237636019594,0.0007598230386459967,0.0017436141577632323,0.0043067527167391755,,,0.0009406930706665527,3.181591731988738e-05,0.003762772282678563,0.0007598230386459967,0.0017436141577632323,0.0043067527167391755,,,0.0009406930706665527,3.181591731988738e-05,0.003762772282678563,0.0007598230386459967,0.0017436141577632323,0.0043067527167391755,,,0.00026115727784644836,8.845264078249288e-06,,,0.00026115727784644836,8.845264078249288e-06,,,0.0005983692334796847,2.1987403154448916e-05,0.00538532310138558,0.00033608369303105907,0.0003430524591770531,0.001016435842712643,0.026852604265046078,
-> Phase Rotation [PetaFLOP/s],,0.00014058664072959365,0.0,0.0012652797665663432,7.160144859601338e-05,0.0,0.0,,,0.00014058664072959365,0.0,0.00037490756562205257,7.160144859601338e-05,0.0,0.0,,,0.00014058664072959365,0.0,0.00037490756562205257,7.160144859601338e-05,0.0,0.0,,,2.9990181226582568e-05,0.0,,,2.9990181226582568e-05,0.0,,,6.857016228147991e-05,0.0,0.0006171314605333192,0.0,0.0,0.0,0.0,
-> Reprojection [PetaFLOP/s],,2.3550360654392903e-05,,0.00021195324588953613,8.883880905292247e-05,0.00030846808698931414,0.0009254042609679425,,,2.3550360654392903e-05,,9.420144261757161e-05,8.883880905292247e-05,0.00030846808698931414,0.0009254042609679425,,,2.3550360654392903e-05,,9.420144261757161e-05,8.883880905292247e-05,0.00030846808698931414,0.0009254042609679425,,,1.1897656524466529e-05,,,,1.1897656524466529e-05,,,,1.1792344362127252e-05,,0.00010613109925914525,3.0891772401167826e-05,7.722943100291955e-07,0.0001544588620058391,0.020245231960829342,
-> Source Find [PetaFLOP/s],,,,3e-12,,,,,,,,3e-12,,,,,,,,3e-12,,,,,,,,,,,,,,,,2.5e-12,,,,,
-> Reprojection Predict [PetaFLOP/s],,0.0001177518032719645,,0.0010597662294476804,8.883880905292247e-05,0.00012338723479572567,0.00012338723479572567,,,0.0001177518032719645,,0.000471007213087858,8.883880905292247e-05,0.00012338723479572567,0.00012338723479572567,,,0.0001177518032719645,,0.000471007213087858,8.883880905292247e-05,0.00012338723479572567,0.00012338723479572567,,,5.948828262233265e-05,,,,5.948828262233265e-05,,,,5.896172181063625e-05,,0.0005306554962957263,3.0891772401167826e-05,7.722943100291955e-07,6.178354480233565e-05,6.178354480233565e-05,
-> DFT [Tera/s],,0.0016736504848761148,0.0009461552343825966,0.015062854363885034,0.0034095927902863515,0.006819185580572703,0.02081541515641713,,,0.0016736504848761148,0.0009461552343825966,0.010042166936304981,0.0034095927902863515,0.006819185580572703,0.02081541515641713,,,0.0016736504848761148,0.0009461552343825966,0.010042166936304981,0.0034095927902863515,0.006819185580572703,0.02081541515641713,,,0.0005141173924557012,0.00028989213770173156,,,0.0005141173924557012,0.00028989213770173156,,,0.0011754884962539415,0.0006642902254744428,0.010579396466285473,0.0023947275776490507,0.0023947275776490507,0.004789455155298101,0.035941618933856986,
-> Subtract Visibility [Tera/s],,0.0016736504848761148,0.0009461552343825966,0.015062854363885034,0.0034095927902863515,0.006819185580572703,0.02081541515641713,,,0.0016736504848761148,0.0009461552343825966,0.010042166936304981,0.0034095927902863515,0.006819185580572703,0.02081541515641713,,,0.0016736504848761148,0.0009461552343825966,0.010042166936304981,0.0034095927902863515,0.006819185580572703,0.02081541515641713,,,0.0005141173924557012,0.00028989213770173156,,,0.0005141173924557012,0.00028989213770173156,,,0.0011754884962539415,0.0006642902254744428,0.010579396466285473,0.0023947275776490507,0.0023947275776490507,0.004789455155298101,0.035941618933856986,
-> Flag [Tera/s],0.004303168328377957,0.0016736504848761148,0.0009461552343825968,0.015062854363885034,0.0034095927902863515,0.006819185580572703,0.020815415156417133,0.020815415156417133,0.004303168328377957,0.0016736504848761148,0.0009461552343825968,0.010042166936304981,0.0034095927902863515,0.006819185580572703,0.020815415156417133,0.020815415156417133,0.004303168328377957,0.0016736504848761148,0.0009461552343825968,0.010042166936304981,0.0034095927902863515,0.006819185580572703,0.020815415156417133,0.020815415156417133,0.0021571572465429326,0.0005141173924557012,0.00028989213770173156,,0.0021571572465429326,0.0005141173924557012,0.00028989213770173156,,0.002152367797547066,0.0011754884962539415,0.0006642902254744429,0.010579396466285473,0.0023947275776490507,0.0023947275776490507,0.004789455155298101,0.035941618933856986,0.017970809466928493
-> Degrid [Tera/s],,0.0007855579183733807,0.00032172250710699434,0.007070021265360426,0.0035912747249768825,0.0008862851306154291,0.002740338250931256,,,0.0007855579183733807,0.00032172250710699434,0.0031422316734935228,0.0035912747249768825,0.0008862851306154291,0.002740338250931256,,,0.0007855579183733807,0.00032172250710699434,0.0031422316734935228,0.0035912747249768825,0.0008862851306154291,0.002740338250931256,,,0.00023178928505398488,9.857240436569631e-05,,,0.00023178928505398488,9.857240436569631e-05,,,0.0005303610102894638,0.0002258795382226992,0.004773249092605173,0.0015561456889714575,0.0003112291377942915,0.000622458275588583,0.007282242880580366,
-> Image Spectral Fitting [Tera/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4324191556853137e-06,,,
-> Visibility Weighting [Tera/s],,0.0005599008204924364,7.17938943547392e-05,0.005039107384431927,0.0007362701752596037,0.00024871394068506084,0.0003555782656533382,,,0.0005599008204924364,7.17938943547392e-05,0.0022396032819697455,0.0007362701752596037,0.00024871394068506084,0.0003555782656533382,,,0.0005599008204924364,7.17938943547392e-05,0.0022396032819697455,0.0007362701752596037,0.00024871394068506084,0.0003555782656533382,,,0.00020729960012889635,3.58969471773696e-05,,,0.00020729960012889635,3.58969471773696e-05,,,0.00020715797251567587,3.58969471773696e-05,0.0018644217526410827,6.219192484202919e-05,6.219192484202919e-05,0.00012438384968405837,0.0001777891328266691,
-> Subtract Image Component [Tera/s],,,,0.00017662770490794677,2.961293635097416e-05,0.0020564539132620946,0.006169361739786283,,,,,7.850120218130966e-05,2.961293635097416e-05,0.0020564539132620946,0.006169361739786283,,,,,7.850120218130966e-05,2.961293635097416e-05,0.0020564539132620946,0.006169361739786283,,,,,,,,,,,,,0.00010318301316861345,1.2013467044898598e-05,1.2013467044898598e-05,0.0008581047889213283,0.11247351089349636,
-> Demix [Tera/s],0.004303168328377957,,,,,,,,0.004303168328377957,,,,,,,,0.004303168328377957,,,,,,,,0.0021571572465429326,,,,0.0021571572465429326,,,,0.002152367797547066,,,,,,,,
-> FFT [Tera/s],,0.0037680577047028646,0.038766025768548,0.03391251934232578,0.014214209448467595,0.04935489391829027,0.14806468175487078,,,0.0037680577047028646,0.038766025768548,0.015072230818811455,0.014214209448467595,0.04935489391829027,0.14806468175487078,,,0.0037680577047028646,0.038766025768548,0.015072230818811455,0.014214209448467595,0.04935489391829027,0.14806468175487078,,,0.0019036250439146444,0.019584619793360535,,,0.0019036250439146444,0.019584619793360535,,,0.00188677509794036,0.019411266439715625,0.016980975881463245,0.0049426835841868515,0.0009885367168373702,0.024713417920934257,3.239237113732695,
-> Grid [Tera/s],,0.4660460641494919,17.250182455056517,4.194414577345427,1.3027069721280091,0.9039515293180933,1.7876406598463854,,,0.4660460641494919,17.250182455056517,1.8641842565979667,1.3027069721280091,0.9039515293180933,1.7876406598463854,,,0.4660460641494919,17.250182455056517,1.8641842565979667,1.3027069721280091,0.9039515293180933,1.7876406598463854,,,0.17310396668258787,5.340238909281612,,,0.17310396668258787,5.340238909281612,,,0.39315897891185125,12.128905634923232,3.538430810206662,1.5889604935191353,0.3177920987038271,0.6355841974076542,6.479885844963222,
-> Gridding Kernel Update [Tera/s],,7.898475050327919,0.018824091646224277,71.08627545350646,4.0569616866299745,29.673161088686765,49.78978274006017,,,7.898475050327919,0.018824091646224277,31.593900201644377,4.0569616866299745,29.673161088686765,49.78978274006017,,,7.898475050327919,0.018824091646224277,31.593900201644377,4.0569616866299745,29.673161088686765,49.78978274006017,,,1.1730374376183315,0.0006145602516779414,,,1.1730374376183315,0.0006145602516779414,,,4.306644266936737,0.010691906364781924,38.75979840466787,2.235978601805327,2.3821195355566704,13.593325103025167,235.16787291670394,
-> Correct [Tera/s],,0.0016736504848761148,0.0009461552343825968,0.015062854363885034,0.0034095927902863515,0.006819185580572703,0.020815415156417133,0.020815415156417133,,0.0016736504848761148,0.0009461552343825968,0.010042166936304981,0.0034095927902863515,0.006819185580572703,0.020815415156417133,0.020815415156417133,,0.0016736504848761148,0.0009461552343825968,0.010042166936304981,0.0034095927902863515,0.006819185580572703,0.020815415156417133,0.020815415156417133,,0.0005141173924557012,0.00028989213770173156,,,0.0005141173924557012,0.00028989213770173156,,,0.0011754884962539415,0.0006642902254744429,0.010579396466285473,0.0023947275776490507,0.0023947275776490507,0.004789455155298101,0.035941618933856986,0.017970809466928493
-> IFFT [Tera/s],,0.018847896241065875,0.038780114134384217,0.1696310661695929,0.014221958049677514,0.01974626234576606,0.01974626234576606,,,0.018847896241065875,0.038780114134384217,0.0753915849642635,0.014221958049677514,0.01974626234576606,0.01974626234576606,,,0.018847896241065875,0.038780114134384217,0.0753915849642635,0.014221958049677514,0.01974626234576606,0.01974626234576606,,,0.009521311544556784,0.019591700515546234,,,0.009521311544556784,0.019591700515546234,,,0.009437047681455518,0.019418315754723886,0.08493342913309966,0.004943760562868669,0.004943760562868669,0.009887521125737339,0.009887521125737339,
-> Identify Component [Tera/s],,,,2.88e-08,8.8e-10,9.777777777777777e-09,2.933333333333333e-08,,,,,1.28e-08,8.8e-10,9.777777777777777e-09,2.933333333333333e-08,,,,,1.28e-08,8.8e-10,9.777777777777777e-09,2.933333333333333e-08,,,,,,,,,,,,,1.1666666666666669e-08,5.703703703703703e-11,5.703703703703703e-11,4.074074074074074e-09,5.33997037037037e-07,
-> Average [Tera/s],0.004160740669840918,,,,,,,,0.004160740669840918,,,,,,,,0.004160740669840918,,,,,,,,0.0020857589575903075,,,,0.0020857589575903075,,,,0.002081128031327949,,,,,,,,
-> Phase Rotation Predict [Tera/s],,0.060251417455540156,0.0,0.5422627570998614,0.15343167556288584,0.0,0.0,,,0.060251417455540156,0.0,0.1606746709808797,0.15343167556288584,0.0,0.0,,,0.060251417455540156,0.0,0.1606746709808797,0.15343167556288584,0.0,0.0,,,0.012852934811392528,0.0,,,0.012852934811392528,0.0,,,0.029387212406348538,0.0,0.26448491165713683,0.0,0.0,0.0,0.0,
-> Receive [Tera/s],0.004303168328377957,,,,,,,,0.004303168328377957,,,,,,,,0.004303168328377957,,,,,,,,0.0021571572465429326,,,,0.0021571572465429326,,,,0.002152367797547066,,,,,,,,
-> Solve [Tera/s],,3.2768e-08,,6.826666666666667e-07,,,,,,3.2768e-08,,6.826666666666667e-07,,,,,,3.2768e-08,,6.826666666666667e-07,,,,,,1.6384e-08,,,,1.6384e-08,,,,1.6384e-08,,4.724053333333334e-07,,,,,
-> Degridding Kernel Update [Tera/s],,7.898475050327919,0.018824091646224277,71.08627545350646,4.0569616866299745,29.673161088686765,49.78978274006017,,,7.898475050327919,0.018824091646224277,31.593900201644377,4.0569616866299745,29.673161088686765,49.78978274006017,,,7.898475050327919,0.018824091646224277,31.593900201644377,4.0569616866299745,29.673161088686765,49.78978274006017,,,1.1730374376183315,0.0006145602516779414,,,1.1730374376183315,0.0006145602516779414,,,4.306644266936737,0.010691906364781924,38.75979840466787,2.235978601805327,2.3821195355566704,13.593325103025167,235.16787291670394,
-> Phase Rotation [Tera/s],,0.0007855579183733807,0.0,0.007070021265360426,0.0007182549449953764,0.0,0.0,,,0.0007855579183733807,0.0,0.0031422316734935228,0.0007182549449953764,0.0,0.0,,,0.0007855579183733807,0.0,0.0031422316734935228,0.0007182549449953764,0.0,0.0,,,0.00023178928505398488,0.0,,,0.00023178928505398488,0.0,,,0.0005303610102894638,0.0,0.004773249092605173,0.0,0.0,0.0,0.0,
-> Reprojection [Tera/s],,0.0037680577047028646,,0.03391251934232578,0.014214209448467595,0.04935489391829027,0.14806468175487078,,,0.0037680577047028646,,0.015072230818811455,0.014214209448467595,0.04935489391829027,0.14806468175487078,,,0.0037680577047028646,,0.015072230818811455,0.014214209448467595,0.04935489391829027,0.14806468175487078,,,0.0019036250439146444,,,,0.0019036250439146444,,,,0.00188677509794036,,0.016980975881463245,0.0049426835841868515,0.00012356708960467128,0.024713417920934257,3.239237113732695,
-> Source Find [Tera/s],,,,1.44e-08,,,,,,,,1.44e-08,,,,,,,,1.44e-08,,,,,,,,,,,,,,,,1.44e-08,,,,,
-> Reprojection Predict [Tera/s],,0.018840288523514326,,0.1695625967116289,0.014214209448467595,0.019741957567316105,0.019741957567316105,,,0.018840288523514326,,0.07536115409405728,0.014214209448467595,0.019741957567316105,0.019741957567316105,,,0.018840288523514326,,0.07536115409405728,0.014214209448467595,0.019741957567316105,0.019741957567316105,,,0.009518125219573221,,,,0.009518125219573221,,,,0.009433875489701801,,0.08490487940731621,0.0049426835841868515,0.00012356708960467128,0.009885367168373703,0.009885367168373703,
Total visibilities [Mvis/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-> DFT [Mvis/s],,17.433859217459535,19.711567382970767,17.433859217459535,6.45756210281506,6.45756210281506,19.711567382970767,,,17.433859217459535,19.711567382970767,11.622878398501136,6.45756210281506,6.45756210281506,19.711567382970767,,,17.433859217459535,19.711567382970767,11.622878398501136,6.45756210281506,6.45756210281506,19.711567382970767,,,10.710779009493773,12.078839070905481,,,10.710779009493773,12.078839070905481,,,24.489343671957112,27.678759394768456,24.489343671957112,9.070937794125193,9.070937794125193,9.070937794125193,68.07124798078976,
-> Subtract Visibility [Mvis/s],,17.433859217459535,19.711567382970767,17.433859217459535,6.45756210281506,6.45756210281506,19.711567382970767,,,17.433859217459535,19.711567382970767,11.622878398501136,6.45756210281506,6.45756210281506,19.711567382970767,,,17.433859217459535,19.711567382970767,11.622878398501136,6.45756210281506,6.45756210281506,19.711567382970767,,,10.710779009493773,12.078839070905481,,,10.710779009493773,12.078839070905481,,,24.489343671957112,27.678759394768456,24.489343671957112,9.070937794125193,9.070937794125193,9.070937794125193,68.07124798078976,
-> Flag [Mvis/s],,17.433859217459535,19.711567382970767,17.433859217459535,6.45756210281506,6.45756210281506,19.711567382970767,19.711567382970767,,17.433859217459535,19.711567382970767,11.622878398501136,6.45756210281506,6.45756210281506,19.711567382970767,19.711567382970767,,17.433859217459535,19.711567382970767,11.622878398501136,6.45756210281506,6.45756210281506,19.711567382970767,19.711567382970767,,10.710779009493773,12.078839070905481,,,10.710779009493773,12.078839070905481,,,24.489343671957112,27.678759394768456,24.489343671957112,9.070937794125193,9.070937794125193,9.070937794125193,68.07124798078976,34.03562399039488
-> Degrid [Mvis/s],,26.110724238140122,2435.0693656024487,26.110724238192567,6.703064421865109,423.3020200866293,1968.5893126544734,,,26.110724238140122,2435.0693656024487,26.110724238210803,6.703064421865109,423.3020200866293,1968.5893126544734,,,26.110724238140122,2435.0693656024487,26.110724238210803,6.703064421865109,423.3020200866293,1968.5893126544734,,,13.383354027110192,684.4185826072613,,,13.383354027110192,684.4185826072613,,,30.208854556933225,1686.4922261738373,30.208854557233998,95.38138484966078,96.82007694611161,258.7408302750315,10639.06956430206,
-> Image Spectral Fitting [Mvis/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9267.531720350347,,,
-> Visibility Weighting [Mvis/s],,0.22730263841822357,6.702552231395715,0.22730263841822357,0.1511479261353907,0.8392851615676412,2.5950172830788407,,,0.22730263841822357,6.702552231395715,0.22730263841822357,0.1511479261353907,0.8392851615676412,2.5950172830788407,,,0.22730263841822357,6.702552231395715,0.22730263841822357,0.1511479261353907,0.8392851615676412,2.5950172830788407,,,0.1931577375449874,4.107183515237346,,,0.1931577375449874,4.107183515237346,,,0.4419675085745531,9.4116474259458,0.4419675085745531,1.178898249220801,1.178898249220801,1.178898249220801,13.792126667765844,
-> Subtract Image Component [Mvis/s],,,,24.531625681659275,13.460425614079162,84.12766008799477,84.12766008799477,,,,,24.53162568165927,13.460425614079162,84.12766008799477,84.12766008799477,,,,,24.53162568165927,13.460425614079162,84.12766008799477,84.12766008799477,,,,,,,,,,,,,35.37703308638175,84.25028836682134,84.25028836682134,84.25028836682132,84.25028836682134,
-> Demix [Mvis/s],0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,
-> FFT [Mvis/s],,0.004952941114293534,0.0055032679047705944,0.004952941114293534,0.003668845269847062,0.009172113174617656,0.009172113174617656,,,0.004952941114293534,0.0055032679047705944,0.004952941114293534,0.003668845269847062,0.009172113174617656,0.009172113174617656,,,0.004952941114293534,0.0055032679047705944,0.004952941114293534,0.003668845269847062,0.009172113174617656,0.009172113174617656,,,0.0059743593441807285,0.0055318142075747485,,,0.0059743593441807285,0.0055318142075747485,,,0.005947859538218918,0.005507277350202699,0.005947859538218918,0.009178795583671169,0.009178795583671167,0.009178795583671169,0.009178795583671169,
