,hpso01 (Ingest) [Na=256] [Bmax=32500.0],hpso01 (RCAL) [Na=256] [Bmax=32500.0],hpso01 (FastImg) [Na=256] [Bmax=32500.0],hpso01 (ICAL) [Na=256] [Bmax=32500.0],hpso01 (DPrepA) [Na=256] [Bmax=32500.0],hpso01 (DPrepB) [Na=256] [Bmax=32500.0],hpso01 (DPrepC) [Na=256] [Bmax=32500.0],hpso01 (DPrepD) [Na=256] [Bmax=32500.0],hpso02a (Ingest) [Na=256] [Bmax=32500.0],hpso02a (RCAL) [Na=256] [Bmax=32500.0],hpso02a (FastImg) [Na=256] [Bmax=32500.0],hpso02a (ICAL) [Na=256] [Bmax=32500.0],hpso02a (DPrepA) [Na=256] [Bmax=32500.0],hpso02a (DPrepB) [Na=256] [Bmax=32500.0],hpso02a (DPrepC) [Na=256] [Bmax=32500.0],hpso02a (DPrepD) [Na=256] [Bmax=32500.0],hpso02b (Ingest) [Na=256] [Bmax=32500.0],hpso02b (RCAL) [Na=256] [Bmax=32500.0],hpso02b (FastImg) [Na=256] [Bmax=32500.0],hpso02b (ICAL) [Na=256] [Bmax=32500.0],hpso02b (DPrepA) [Na=256] [Bmax=32500.0],hpso02b (DPrepB) [Na=256] [Bmax=32500.0],hpso02b (DPrepC) [Na=256] [Bmax=32500.0],hpso02b (DPrepD) [Na=256] [Bmax=32500.0],hpso04a (Ingest) [Nf_max=32768] [Na=256] [Bmax=32500.0],hpso04a (RCAL) [Nf_max=32768] [Na=256] [Bmax=32500.0],hpso04a (FastImg) [Nf_max=32768] [Na=256] [Bmax=32500.0],hpso04a (PSS) [Nf_max=32768] [Na=256] [Bmax=32500.0],hpso05a (Ingest) [Nf_max=32768] [Na=256] [Bmax=32500.0],hpso05a (RCAL) [Nf_max=32768] [Na=256] [Bmax=32500.0],hpso05a (FastImg) [Nf_max=32768] [Na=256] [Bmax=32500.0],hpso05a (PST) [Nf_max=32768] [Na=256] [Bmax=32500.0],max_low (Ingest) [Nf_max=32768] [Na=256] [Bmax=32500.0],max_low (RCAL) [Nf_max=32768] [Na=256] [Bmax=32500.0],max_low (FastImg) [Nf_max=32768] [Na=256] [Bmax=32500.0],max_low (ICAL) [Nf_max=32768] [Na=256] [Bmax=32500.0],max_low (DPrepA) [Nf_max=32768] [Na=256] [Bmax=32500.0],max_low (DPrepA_Image) [Nf_max=32768] [Na=256] [Bmax=32500.0],max_low (DPrepB) [Nf_max=32768] [Na=256] [Bmax=32500.0],max_low (DPrepC) [Nf_max=32768] [Na=256] [Bmax=32500.0],max_low (DPrepD) [Nf_max=32768] [Na=256] [Bmax=32500.0]
Delta W stack [lambda],(undefined),2.0485845282632376,5.5239774672875095,2.0485845283054624,4.602602686946662,7.259128942286356,6.930024780716513,(undefined),(undefined),2.0485845282632376,5.5239774672875095,2.808267761888008,4.602602686946662,7.259128942286356,6.930024780716513,(undefined),(undefined),2.0485845282632376,5.5239774672875095,2.808267761888008,4.602602686946662,7.259128942286356,6.930024780716513,(undefined),(undefined),11.785335603699357,14.500446013367066,(undefined),(undefined),11.785335603699357,14.500446013367066,(undefined),(undefined),2.0794427815707914,6.041849553269496,2.0794427815728382,4.6483945649759635,4.851970320508432,7.360594229311545,18.31419149487312,(undefined)
Delta W theory [lambda],(undefined),1.0,12.587303150687525,1.0,12.587303150687525,12.587303150687525,12.587303150687525,(undefined),(undefined),1.0,12.587303150687525,3.4612509132075626,12.587303150687525,12.587303150687525,12.587303150687525,(undefined),(undefined),1.0,12.587303150687525,3.4612509132075626,12.587303150687525,12.587303150687525,12.587303150687525,(undefined),(undefined),11.803825775723876,89.35330487828081,(undefined),(undefined),11.803825775723876,89.35330487828081,(undefined),(undefined),1.3581201072478302,15.152462172657435,1.3581201072478302,15.152462172657435,15.152462172657435,15.152462172657435,15.152462172657435,(undefined)
-- Kernel Sizes --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W kernel support pred0 [uv-pixels],(undefined),8.872270272563343,0.18455205923435844,8.872270272701252,3.6563902713349252,5.1519907974697965,4.975139288112915,(undefined),(undefined),8.872270272563343,0.18455205923435844,6.107298150678247,3.6563902713349252,5.1519907974697965,4.975139288112915,(undefined),(undefined),8.872270272563343,0.18455205923435844,6.107298150678247,3.6563902713349252,5.1519907974697965,4.975139288112915,(undefined),(undefined),7.77394348027689,0.08981558727294352,(undefined),(undefined),7.77394348027689,0.08981558727294352,(undefined),(undefined),7.843020682590005,0.17264561380323334,7.843020682595825,3.220885874810402,3.3264162986332684,4.551537693156205,9.044730411298096,(undefined)
W kernel support pred1 [uv-pixels],,8.872270272563343,0.5223241974335304,8.872270272701252,3.6563902713349252,5.1519907974697965,4.975139288112915,,,8.872270272563343,0.5223241974335304,6.107298150678247,3.6563902713349252,5.1519907974697965,4.975139288112915,,,8.872270272563343,0.5223241974335304,6.107298150678247,3.6563902713349252,5.1519907974697965,4.975139288112915,,,7.77394348027689,0.254136932091098,,,7.77394348027689,0.254136932091098,,,7.843020682590005,0.4886127695866622,7.843020682595825,3.220885874810402,3.3264162986332684,4.551537693156205,9.044730411298096,
W kernel support pred2 [uv-pixels],,8.872270272563343,1.4792330461194296,8.872270272701252,3.6563902713349252,5.1519907974697965,4.975139288112915,,,8.872270272563343,1.4792330461194296,6.107298150678247,3.6563902713349252,5.1519907974697965,4.975139288112915,,,8.872270272563343,1.4792330461194296,6.107298150678247,3.6563902713349252,5.1519907974697965,4.975139288112915,,,7.77394348027689,0.7193736457952092,,,7.77394348027689,0.7193736457952092,,,7.843020682590005,1.3836854797576588,7.843020682595825,3.220885874810402,3.3264162986332684,4.551537693156205,9.044730411298096,
W kernel support pred3 [uv-pixels],,8.872270272563343,4.1944987852028515,8.872270272701252,3.6563902713349252,5.1519907974697965,4.975139288112915,,,8.872270272563343,4.1944987852028515,6.107298150678247,3.6563902713349252,5.1519907974697965,4.975139288112915,,,8.872270272563343,4.1944987852028515,6.107298150678247,3.6563902713349252,5.1519907974697965,4.975139288112915,,,7.77394348027689,2.037892441153122,,,7.77394348027689,2.037892441153122,,,7.843020682590005,3.923136314209757,7.843020682595825,3.220885874810402,3.3264162986332684,4.551537693156205,9.044730411298096,
AW kernel support pred0 [uv-pixels],(undefined),12.637926245607355,9.001891993496013,12.637926245704172,9.714380567813508,10.37029455595228,10.283579675196993,(undefined),(undefined),12.637926245607355,9.001891993496013,10.87653854409931,9.714380567813508,10.37029455595228,10.283579675196993,(undefined),(undefined),12.637926245607355,9.001891993496013,10.87653854409931,9.714380567813508,10.37029455595228,10.283579675196993,(undefined),(undefined),11.892611035199106,9.000448146604544,(undefined),(undefined),11.892611035199106,9.000448146604544,(undefined),(undefined),11.93787977102863,9.001655764800468,11.937879771032453,9.558980375466472,9.595053172953918,10.085459601437194,12.759590440647402,(undefined)
AW kernel support pred1 [uv-pixels],,12.637926245607355,9.015144068023794,12.637926245704172,9.714380567813508,10.37029455595228,10.283579675196993,,,12.637926245607355,9.015144068023794,10.87653854409931,9.714380567813508,10.37029455595228,10.283579675196993,,,12.637926245607355,9.015144068023794,10.87653854409931,9.714380567813508,10.37029455595228,10.283579675196993,,,11.892611035199106,9.003587372833826,,,11.892611035199106,9.003587372833826,,,11.93787977102863,9.013253709876537,11.937879771032453,9.558980375466472,9.595053172953918,10.085459601437194,12.759590440647402,
AW kernel support pred2 [uv-pixels],,12.637926245607355,9.120752732353388,12.637926245704172,9.714380567813508,10.37029455595228,10.283579675196993,,,12.637926245607355,9.120752732353388,10.87653854409931,9.714380567813508,10.37029455595228,10.283579675196993,,,12.637926245607355,9.120752732353388,10.87653854409931,9.714380567813508,10.37029455595228,10.283579675196993,,,11.892611035199106,9.028704139701594,,,11.892611035199106,9.028704139701594,,,11.93787977102863,9.105744643184991,11.937879771032453,9.558980375466472,9.595053172953918,10.085459601437194,12.759590440647402,
AW kernel support pred3 [uv-pixels],,12.637926245607355,9.929442081963527,12.637926245704172,9.714380567813508,10.37029455595228,10.283579675196993,,,12.637926245607355,9.929442081963527,10.87653854409931,9.714380567813508,10.37029455595228,10.283579675196993,,,12.637926245607355,9.929442081963527,10.87653854409931,9.714380567813508,10.37029455595228,10.283579675196993,,,11.892611035199106,9.227838620267967,,,11.892611035199106,9.227838620267967,,,11.93787977102863,9.817891756373733,11.937879771032453,9.558980375466472,9.595053172953918,10.085459601437194,12.759590440647402,
W kernel support bw0 [uv-pixels],(undefined),8.872270272563343,0.18455205923435844,8.872270272701252,3.6563902713349252,5.1519907974697965,4.975139288112915,(undefined),(undefined),8.872270272563343,0.18455205923435844,6.107298150678247,3.6563902713349252,5.1519907974697965,4.975139288112915,(undefined),(undefined),8.872270272563343,0.18455205923435844,6.107298150678247,3.6563902713349252,5.1519907974697965,4.975139288112915,(undefined),(undefined),7.77394348027689,0.08981558727294352,(undefined),(undefined),7.77394348027689,0.08981558727294352,(undefined),(undefined),7.843020682590005,0.17264561380323334,7.843020682595825,3.220885874810402,3.3264162986332684,4.551537693156205,9.044730411298096,(undefined)
W kernel support bw1 [uv-pixels],,8.872270272563343,0.5223241974335304,8.872270272701252,3.6563902713349252,5.1519907974697965,4.975139288112915,,,8.872270272563343,0.5223241974335304,6.107298150678247,3.6563902713349252,5.1519907974697965,4.975139288112915,,,8.872270272563343,0.5223241974335304,6.107298150678247,3.6563902713349252,5.1519907974697965,4.975139288112915,,,7.77394348027689,0.254136932091098,,,7.77394348027689,0.254136932091098,,,7.843020682590005,0.4886127695866622,7.843020682595825,3.220885874810402,3.3264162986332684,4.551537693156205,9.044730411298096,
W kernel support bw2 [uv-pixels],,8.872270272563343,1.4792330461194296,8.872270272701252,3.6563902713349252,5.1519907974697965,4.975139288112915,,,8.872270272563343,1.4792330461194296,6.107298150678247,3.6563902713349252,5.1519907974697965,4.975139288112915,,,8.872270272563343,1.4792330461194296,6.107298150678247,3.6563902713349252,5.1519907974697965,4.975139288112915,,,7.77394348027689,0.7193736457952092,,,7.77394348027689,0.7193736457952092,,,7.843020682590005,1.3836854797576588,7.843020682595825,3.220885874810402,3.3264162986332684,4.551537693156205,9.044730411298096,
W kernel support bw3 [uv-pixels],,8.872270272563343,4.1944987852028515,8.872270272701252,3.6563902713349252,5.1519907974697965,4.975139288112915,,,8.872270272563343,4.1944987852028515,6.107298150678247,3.6563902713349252,5.1519907974697965,4.975139288112915,,,8.872270272563343,4.1944987852028515,6.107298150678247,3.6563902713349252,5.1519907974697965,4.975139288112915,,,7.77394348027689,2.037892441153122,,,7.77394348027689,2.037892441153122,,,7.843020682590005,3.923136314209757,7.843020682595825,3.220885874810402,3.3264162986332684,4.551537693156205,9.044730411298096,
AW kernel support bw0 [uv-pixels],(undefined),12.637926245607355,9.001891993496013,12.637926245704172,9.714380567813508,10.37029455595228,10.283579675196993,(undefined),(undefined),12.637926245607355,9.001891993496013,10.87653854409931,9.714380567813508,10.37029455595228,10.283579675196993,(undefined),(undefined),12.637926245607355,9.001891993496013,10.87653854409931,9.714380567813508,10.37029455595228,10.283579675196993,(undefined),(undefined),11.892611035199106,9.000448146604544,(undefined),(undefined),11.892611035199106,9.000448146604544,(undefined),(undefined),11.93787977102863,9.001655764800468,11.937879771032453,9.558980375466472,9.595053172953918,10.085459601437194,12.759590440647402,(undefined)
AW kernel support bw1 [uv-pixels],,12.637926245607355,9.015144068023794,12.637926245704172,9.714380567813508,10.37029455595228,10.283579675196993,,,12.637926245607355,9.015144068023794,10.87653854409931,9.714380567813508,10.37029455595228,10.283579675196993,,,12.637926245607355,9.015144068023794,10.87653854409931,9.714380567813508,10.37029455595228,10.283579675196993,,,11.892611035199106,9.003587372833826,,,11.892611035199106,9.003587372833826,,,11.93787977102863,9.013253709876537,11.937879771032453,9.558980375466472,9.595053172953918,10.085459601437194,12.759590440647402,
AW kernel support bw2 [uv-pixels],,12.637926245607355,9.120752732353388,12.637926245704172,9.714380567813508,10.37029455595228,10.283579675196993,,,12.637926245607355,9.120752732353388,10.87653854409931,9.714380567813508,10.37029455595228,10.283579675196993,,,12.637926245607355,9.120752732353388,10.87653854409931,9.714380567813508,10.37029455595228,10.283579675196993,,,11.892611035199106,9.028704139701594,,,11.892611035199106,9.028704139701594,,,11.93787977102863,9.105744643184991,11.937879771032453,9.558980375466472,9.595053172953918,10.085459601437194,12.759590440647402,
AW kernel support bw3 [uv-pixels],,12.637926245607355,9.929442081963527,12.637926245704172,9.714380567813508,10.37029455595228,10.283579675196993,,,12.637926245607355,9.929442081963527,10.87653854409931,9.714380567813508,10.37029455595228,10.283579675196993,,,12.637926245607355,9.929442081963527,10.87653854409931,9.714380567813508,10.37029455595228,10.283579675196993,,,11.892611035199106,9.227838620267967,,,11.892611035199106,9.227838620267967,,,11.93787977102863,9.817891756373733,11.937879771032453,9.558980375466472,9.595053172953918,10.085459601437194,12.759590440647402,
-- Data --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snapshot vis size0 [GB],0.1539547149868986,101.46284905496228,0.09559901803096585,101.46284905496228,3.7582192257512426,3.006575380600994,3.059168576990907,0.5601504962751905,0.1539547149868986,101.46284905496228,0.09559901803096585,67.64367784674293,3.7582192257512426,3.006575380600994,3.059168576990907,0.5601504962751905,0.1539547149868986,101.46284905496228,0.09559901803096585,67.64367784674293,3.7582192257512426,3.006575380600994,3.059168576990907,0.5601504962751905,0.15435349199952128,62.33537510805289,0.058581092598969015,(undefined),0.15435349199952128,62.33537510805289,0.058581092598969015,(undefined),0.1540107871835184,142.52487354919458,0.13423905704937614,142.52487354919458,5.279170725839969,26.39585362919985,4.223336580671976,0.24180055419801605,0.4836011083960321
Snapshot vis size1 [GB],0.04345167919956527,28.6365452866144,0.026981556645592045,28.6365452866144,1.0607075994579205,0.8485660795663363,0.8634098126589455,0.1580950584702659,0.04345167919956527,28.6365452866144,0.026981556645592045,19.091532142588417,1.0607075994579205,0.8485660795663363,0.8634098126589455,0.1580950584702659,0.04345167919956527,28.6365452866144,0.026981556645592045,19.091532142588417,1.0607075994579205,0.8485660795663363,0.8634098126589455,0.1580950584702659,0.0435642287296405,17.593334002210828,0.01653373748889109,,0.0435642287296405,17.593334002210828,0.01653373748889109,,0.04346750483439397,40.22575784018841,0.03788719587742413,40.22575784018841,1.4899760155994912,7.449880077997457,1.191980812479593,0.06824500381286401,0.13649000762572802
Snapshot vis size2 [GB],0.04915709572853795,32.39666277391646,0.030524366085847552,32.39666277391646,1.1999836592520539,0.959986927401643,0.9767797147471217,0.178853707534263,0.04915709572853795,32.39666277391646,0.030524366085847552,21.59834304279471,1.1999836592520539,0.959986927401643,0.9767797147471217,0.178853707534263,0.04915709572853795,32.39666277391646,0.030524366085847552,21.59834304279471,1.1999836592520539,0.959986927401643,0.9767797147471217,0.178853707534263,0.04928442355857876,19.903424209655675,0.01870469752754843,,0.04928442355857876,19.903424209655675,0.01870469752754843,,0.049174999346086684,45.50759522598407,0.04286196871883009,45.50759522598407,1.6856171034417133,8.428085517208567,1.3484936827533707,0.07720590428774401,0.15441180857548803
Snapshot vis size3 [GB],0.06180613632006908,40.73293033374944,0.03837885667216775,40.73293033374944,1.5087619096774831,1.2070095277419866,1.228123413509368,0.2248761133134829,0.06180613632006908,40.73293033374944,0.03837885667216775,27.15600087040148,1.5087619096774831,1.2070095277419866,1.228123413509368,0.2248761133134829,0.06180613632006908,40.73293033374944,0.03837885667216775,27.15600087040148,1.5087619096774831,1.2070095277419866,1.228123413509368,0.2248761133134829,0.06196622798342323,25.024947705036634,0.023517766216244722,,0.06196622798342323,25.024947705036634,0.023517766216244722,,0.061828646873437615,57.217551046304486,0.05389115533212037,57.217551046304486,2.119357926556194,10.59678963278097,1.695486341244955,0.09707242818969601,0.19414485637939202
Facet size [GB],(undefined),4.906325136331855,0.24228766105342497,4.906325136331855,0.6730212807039582,0.6730212807039582,0.6730212807039582,(undefined),(undefined),4.906325136331855,0.24228766105342497,2.180588949480824,0.6730212807039582,0.6730212807039582,0.6730212807039582,(undefined),(undefined),4.906325136331855,0.24228766105342497,2.180588949480824,0.6730212807039582,0.6730212807039582,0.6730212807039582,(undefined),(undefined),4.957356885194386,0.2448077474170067,(undefined),(undefined),4.957356885194386,0.2448077474170067,(undefined),(undefined),4.913476817553021,0.24264083049644533,4.913476817553021,0.6740023069345706,0.6740023069345706,0.6740023069345706,0.6740023069345706,(undefined)
Image size [GB],0.6730212807039583,4.906325136331856,0.24228766105342492,4.906325136331856,0.6730212807039583,0.6730212807039583,0.6730212807039583,0.6730212807039583,0.6730212807039583,4.906325136331856,0.24228766105342492,2.1805889494808244,0.6730212807039583,0.6730212807039583,0.6730212807039583,0.6730212807039583,0.6730212807039583,4.906325136331856,0.24228766105342492,2.1805889494808244,0.6730212807039583,0.6730212807039583,0.6730212807039583,0.6730212807039583,0.6800215206027961,4.957356885194385,0.24480774741700664,(undefined),0.6800215206027961,4.957356885194385,0.24480774741700664,(undefined),0.6740023069345706,4.913476817553018,0.24264083049644541,4.913476817553018,0.6740023069345706,0.6740023069345706,0.6740023069345706,0.6740023069345706,0.6740023069345706
Image cube size [GB],352856.9812177169,1570.0240436261938,38.76602576854799,1570.0240436261938,107.68340491263334,2692.085122815833,8076.255368447499,44107.12265221461,352856.9812177169,1570.0240436261938,38.76602576854799,697.7884638338637,107.68340491263334,2692.085122815833,8076.255368447499,44107.12265221461,352856.9812177169,1570.0240436261938,38.76602576854799,697.7884638338637,107.68340491263334,2692.085122815833,8076.255368447499,44107.12265221461,178263.56149689938,793.1771016311017,19.58461979336053,(undefined),178263.56149689938,793.1771016311017,19.58461979336053,(undefined),176685.6607490561,786.1562908084829,19.411266439715632,786.1562908084829,53.920184554765655,53.920184554765655,1348.0046138691414,176685.6607490561,44171.41518726402
Calibration output [GB],0.0,1.179648,0.0,5.9392,0.0,0.0,0.0,0.0,0.0,1.179648,0.0,5.9392,0.0,0.0,0.0,0.0,0.0,1.179648,0.0,5.9392,0.0,0.0,0.0,0.0,0.0,0.1572864,0.0,(undefined),0.0,0.1572864,0.0,(undefined),0.0,1.4155776,0.0,9.9581952,0.0,0.0,0.0,0.0,0.0
Calibration process interval [s],600,10,600,600,600,600,600,600,600,10,600,600,600,600,600,600,600,10,600,600,600,600,600,600,600,10,600,600,600,10,600,600,600,10,600,600,600,600,600,600,600
Calibration process in [MB],0.0,23.24754674343936,0.0,7264.858357324801,0.0,0.0,0.0,0.0,0.0,23.24754674343936,0.0,7264.858357324801,0.0,0.0,0.0,0.0,0.0,23.24754674343936,0.0,7264.858357324801,0.0,0.0,0.0,0.0,0.0,38.745911239065606,0.0,(undefined),0.0,38.745911239065606,0.0,(undefined),0.0,16.605390531028117,0.0,7181.8314046696605,0.0,0.0,0.0,0.0,0.0
Calibration process out [MB],0.0,0.131072,0.0,40.96,0.0,0.0,0.0,0.0,0.0,0.131072,0.0,40.96,0.0,0.0,0.0,0.0,0.0,0.131072,0.0,40.96,0.0,0.0,0.0,0.0,0.0,0.21845333333333333,0.0,(undefined),0.0,0.21845333333333333,0.0,(undefined),0.0,0.09362285714285715,0.0,40.491885714285715,0.0,0.0,0.0,0.0,0.0
Cleaning memory [PetaBytes],(undefined),(undefined),(undefined),0.001594555669307853,0.00021873191622878645,0.021873191622878645,0.06561957486863593,(undefined),(undefined),(undefined),(undefined),0.0007086914085812679,0.00021873191622878645,0.021873191622878645,0.06561957486863593,(undefined),(undefined),(undefined),(undefined),0.0007086914085812679,0.00021873191622878645,0.021873191622878645,0.06561957486863593,(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),0.0022356319519866246,0.0003066710496552297,0.0003066710496552297,0.021905074975373546,2.8711419871721615,(undefined)
Working (cache) memory [TeraBytes],(undefined),5.721293571568576e-05,6.045471282367617e-06,5.7212935718353685e-05,4.004493359513246e-06,1.1202505852367676e-05,1.0088013993419935e-05,(undefined),(undefined),5.721293571568576e-05,6.045471282367617e-06,1.866110301486242e-05,4.004493359513246e-06,1.1202505852367676e-05,1.0088013993419935e-05,(undefined),(undefined),5.721293571568576e-05,6.045471282367617e-06,1.866110301486242e-05,4.004493359513246e-06,1.1202505852367676e-05,1.0088013993419935e-05,(undefined),(undefined),1.1546100537193672e-05,2.0799599551584832e-07,(undefined),(undefined),1.1546100537193672e-05,2.0799599551584832e-07,(undefined),(undefined),2.7665470749723382e-05,3.4624872201095532e-06,2.7665470749784965e-05,1.9160815719494785e-06,2.1106575880610375e-06,5.4070752616230235e-06,4.243017899319031e-05,(undefined)
-- I/O --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Input Buffer Size [PetaBytes],1.222813500911163,1.222813500911163,0.9602725782912763,1.222813500911163,0.6114067504555815,1.222813500911163,1.9205451565825526,1.9205451565825526,1.222813500911163,1.222813500911163,0.9602725782912763,1.222813500911163,0.6114067504555815,1.222813500911163,1.9205451565825526,1.9205451565825526,1.222813500911163,1.222813500911163,0.9602725782912763,1.222813500911163,0.6114067504555815,1.222813500911163,1.9205451565825526,1.9205451565825526,0.08173205735459714,0.08173205735459714,0.06401817188608509,0.002102152,0.08173205735459714,0.08173205735459714,0.06401817188608509,0.00077309411328,0.7339553187571631,0.7339553187571631,0.5761635469747659,0.7339553187571631,0.36697765937858157,0.36697765937858157,0.7339553187571631,1.1523270939495318,1.1523270939495318
Total buffer ingest rate [TeraBytes/s],0.0679340833839535,0.0679340833839535,0.05334847657173758,0.0679340833839535,0.03396704169197675,0.0679340833839535,0.10669695314347516,0.10669695314347516,0.0679340833839535,0.0679340833839535,0.05334847657173758,0.0679340833839535,0.03396704169197675,0.0679340833839535,0.10669695314347516,0.10669695314347516,0.0679340833839535,0.0679340833839535,0.05334847657173758,0.0679340833839535,0.03396704169197675,0.0679340833839535,0.10669695314347516,0.10669695314347516,0.03405502389774881,0.03405502389774881,0.02667423828586879,(undefined),0.03405502389774881,0.03405502389774881,0.02667423828586879,(undefined),0.033979412905424215,0.033979412905424215,0.02667423828586879,0.033979412905424215,0.016989706452712108,0.016989706452712108,0.033979412905424215,0.05334847657173758,0.05334847657173758
Output size [TB],0.0,0.0,0.0,0.0,0.023744190783235645,1.1872095391617823,3.5616286174853466,47.610975730563815,0.0,0.0,0.0,0.0,0.023744190783235645,1.1872095391617823,3.5616286174853466,47.610975730563815,0.0,0.0,0.0,0.0,0.023744190783235645,1.1872095391617823,3.5616286174853466,47.610975730563815,0.0,0.0,0.0,0.2147152,0.0,0.0,0.0,0.77309411328,0.0,0.0,0.0,0.0,0.016645160972056153,0.016645160972056153,0.5944700347162911,77.91837639033372,57.13317087667658
Buffer Read Rate [TeraBytes/s],0.06736437274980535,0.054194396653131346,0.030637407589531707,0.27097198326565675,0.060221379153109586,0.12044275830621917,0.3676488910743805,0.3676488910743805,0.06736437274980535,0.054194396653131346,0.030637407589531707,0.18065273853670336,0.060221379153109586,0.12044275830621917,0.3676488910743805,0.3676488910743805,0.06736437274980535,0.054194396653131346,0.030637407589531707,0.18065273853670336,0.060221379153109586,0.12044275830621917,0.3676488910743805,0.3676488910743805,0.033769430741938306,0.016647610803327467,0.009386983506532259,0.0008758966666666667,0.033769430741938306,0.016647610803327467,0.009386983506532259,0.0003221225472,0.033694453840547756,0.0380634370215562,0.021510350158220056,0.190317185107781,0.042296487085749485,0.042296487085749485,0.08459297417149897,0.6348130097408509,0.31740650487042543
Facet visibility rate [TeraBytes/s],0.0,0.006988802035652008,0.005208840591256098,0.06289921832086807,0.007174689152601092,0.014349378305202184,0.04436738120555366,(undefined),0.0,0.006988802035652008,0.005208840591256098,0.03929705594948918,0.007174689152601092,0.014349378305202184,0.04436738120555366,(undefined),0.0,0.006988802035652008,0.005208840591256098,0.03929705594948918,0.007174689152601092,0.014349378305202184,0.04436738120555366,(undefined),0.0,0.0025038042628601183,0.0015959341659207975,(undefined),0.0,0.0025038042628601183,0.0015959341659207975,(undefined),0.0,0.005724749548496789,0.0036570972855103677,0.05152274593647109,0.005038947945240909,0.005038947945240909,0.010077895890481818,0.11790297997130114,(undefined)
Image Write Rate [TeraBytes/s],0.0,0.002616706739376989,0.038766025768548,0.023550360654392907,0.009870978783658054,0.04935489391829027,0.14806468175487078,(undefined),0.0,0.002616706739376989,0.038766025768548,0.010466826957507955,0.009870978783658054,0.04935489391829027,0.14806468175487078,(undefined),0.0,0.002616706739376989,0.038766025768548,0.010466826957507955,0.009870978783658054,0.04935489391829027,0.14806468175487078,(undefined),0.0,0.0013219618360518365,0.019584619793360535,(undefined),0.0,0.0013219618360518365,0.019584619793360535,(undefined),0.0,0.0013102604846808056,0.019411266439715625,0.011792344362127253,0.0049426835841868515,0.0009885367168373704,0.024713417920934257,3.2392371137326954,(undefined)
-- Compute --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Compute Requirement [PetaFLOP/s],0.09360748409314808,0.07053904610180567,0.04876856989374911,0.6460318239491364,0.2052626050529564,0.22801093734126474,0.6748220141394246,0.03479643566981064,0.09360748409314808,0.07053904610180567,0.04876856989374911,0.3655684720083317,0.2052626050529564,0.22801093734126474,0.6748220141394246,0.03479643566981064,0.09360748409314808,0.07053904610180567,0.04876856989374911,0.3655684720083317,0.2052626050529564,0.22801093734126474,0.6748220141394246,0.03479643566981064,0.04692493755378926,0.020509132721464422,0.015016870609911727,0.00050088,0.04692493755378926,0.020509132721464422,0.015016870609911727,2.755e-07,0.046820783395736365,0.0470991886186027,0.03410156830472493,0.4316968947078191,0.14236565049746225,0.13102640032118154,0.154665762037689,1.8367911740110485,0.03004120315888214
-> DFT [PetaFLOP/s],,0.04053724061768806,0.04583337171582918,0.36483516555919254,0.16516648439701326,0.16516648439701326,0.504167088874121,,,0.04053724061768806,0.04583337171582918,0.24322983866617698,0.16516648439701326,0.16516648439701326,0.504167088874121,,,0.04053724061768806,0.04583337171582918,0.24322983866617698,0.16516648439701326,0.16516648439701326,0.504167088874121,,,0.012452361249880545,0.014042869100068887,,,0.012452361249880545,0.014042869100068887,,,0.02847133284193295,0.03217935041201749,0.2562419955773966,0.11600468425898187,0.11600468425898187,0.11600468425898187,0.8705366312004268,
-> Subtract Visibility [PetaFLOP/s],,4.516199721094279e-06,2.5531172991276423e-06,4.064579748984851e-05,9.200488481725077e-06,1.8400976963450155e-05,5.616858058080813e-05,,,4.516199721094279e-06,2.5531172991276423e-06,2.7097910780505503e-05,9.200488481725077e-06,1.8400976963450155e-05,5.616858058080813e-05,,,4.516199721094279e-06,2.5531172991276423e-06,2.7097910780505503e-05,9.200488481725077e-06,1.8400976963450155e-05,5.616858058080813e-05,,,1.3873009002772889e-06,7.82248625544355e-07,,,1.3873009002772889e-06,7.82248625544355e-07,,,3.1719530851296835e-06,1.7925291798516714e-06,2.8547577766167154e-05,6.4619633047672806e-06,6.4619633047672806e-06,1.2923926609534561e-05,9.698532093262999e-05,
-> Flag [PetaFLOP/s],0.0015738062650615895,0.000630009861092652,0.0003561598632283061,0.005670088749833868,0.0012834681432006485,0.002566936286401297,0.007835516991022733,0.007835516991022733,0.0015738062650615895,0.000630009861092652,0.0003561598632283061,0.003780158553880519,0.0012834681432006485,0.002566936286401297,0.007835516991022733,0.007835516991022733,0.0015738062650615895,0.000630009861092652,0.0003561598632283061,0.003780158553880519,0.0012834681432006485,0.002566936286401297,0.007835516991022733,0.007835516991022733,0.0007889413869645142,0.0001935284755886818,0.00010912368326343753,,0.0007889413869645142,0.0001935284755886818,0.00010912368326343753,,0.0007871897323089944,0.00044248745537559095,0.0002500578205893082,0.003982387098380318,0.0009014438810150356,0.0009014438810150356,0.0018028877620300712,0.013529452270101883,0.006764726135050941
