,hpso01 (Ingest) [Nf_max=8192] [Na=512],hpso01 (RCAL) [Nf_max=8192] [Na=512],hpso01 (FastImg) [Nf_max=8192] [Na=512],hpso01 (ICAL) [Nf_max=8192] [Na=512],hpso01 (DPrepA) [Nf_max=8192] [Na=512],hpso01 (DPrepB) [Nf_max=8192] [Na=512],hpso01 (DPrepC) [Nf_max=8192] [Na=512],hpso01 (DPrepD) [Nf_max=8192] [Na=512],hpso02a (Ingest) [Nf_max=8192] [Na=512],hpso02a (RCAL) [Nf_max=8192] [Na=512],hpso02a (FastImg) [Nf_max=8192] [Na=512],hpso02a (ICAL) [Nf_max=8192] [Na=512],hpso02a (DPrepA) [Nf_max=8192] [Na=512],hpso02a (DPrepB) [Nf_max=8192] [Na=512],hpso02a (DPrepC) [Nf_max=8192] [Na=512],hpso02a (DPrepD) [Nf_max=8192] [Na=512],hpso02b (Ingest) [Nf_max=8192] [Na=512],hpso02b (RCAL) [Nf_max=8192] [Na=512],hpso02b (FastImg) [Nf_max=8192] [Na=512],hpso02b (ICAL) [Nf_max=8192] [Na=512],hpso02b (DPrepA) [Nf_max=8192] [Na=512],hpso02b (DPrepB) [Nf_max=8192] [Na=512],hpso02b (DPrepC) [Nf_max=8192] [Na=512],hpso02b (DPrepD) [Nf_max=8192] [Na=512],hpso04a (Ingest) [Nf_max=8192] [Na=512],hpso04a (RCAL) [Nf_max=8192] [Na=512],hpso04a (FastImg) [Nf_max=8192] [Na=512],hpso04a (PSS) [Nf_max=8192] [Na=512],hpso05a (Ingest) [Nf_max=8192] [Na=512],hpso05a (RCAL) [Nf_max=8192] [Na=512],hpso05a (FastImg) [Nf_max=8192] [Na=512],hpso05a (PST) [Nf_max=8192] [Na=512],max_low (Ingest) [Nf_max=8192] [Na=512],max_low (RCAL) [Nf_max=8192] [Na=512],max_low (FastImg) [Nf_max=8192] [Na=512],max_low (ICAL) [Nf_max=8192] [Na=512],max_low (DPrepA) [Nf_max=8192] [Na=512],max_low (DPrepA_Image) [Nf_max=8192] [Na=512],max_low (DPrepB) [Nf_max=8192] [Na=512],max_low (DPrepC) [Nf_max=8192] [Na=512],max_low (DPrepD) [Nf_max=8192] [Na=512]
-> Degridding Kernel Update [Tera/s],,132.169659281266,10.327671665979098,1189.5269335545536,32.91469780393918,211.75058454353675,387.03485841026855,,,132.169659281266,10.327671665979098,327.72145510005254,32.91469780393918,211.75058454353675,387.03485841026855,,,132.169659281266,10.327671665979098,327.72145510005254,32.91469780393918,211.75058454353675,387.03485841026855,,,22.256850415060846,0.437958798086521,,,22.256850415060846,0.437958798086521,,,68.99484012332447,5.776422754904423,620.9535611265895,17.073923047163067,19.44181752193966,105.2248398264838,5406.609976336583,
-> Phase Rotation [Tera/s],,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-> Reprojection [Tera/s],,0.010466826957507957,,0.09420144261757162,0.03948391513463221,0.19741957567316107,0.5922587270194831,,,0.010466826957507957,,0.04186730783003182,0.03948391513463221,0.19741957567316107,0.5922587270194831,,,0.010466826957507957,,0.04186730783003182,0.03948391513463221,0.19741957567316107,0.5922587270194831,,,0.005287847344207346,,,,0.005287847344207346,,,,0.0052410419387232225,,0.04716937744850901,0.019770734336747406,0.0004942683584186851,0.09885367168373703,12.95694845493078,
-> Source Find [Tera/s],,,,1.44e-08,,,,,,,,1.44e-08,,,,,,,,1.44e-08,,,,,,,,,,,,,,,,1.44e-08,,,,,
-> Reprojection Predict [Tera/s],,0.05233413478753979,,0.4710072130878581,0.03948391513463221,0.07896783026926442,0.07896783026926442,,,0.05233413478753979,,0.20933653915015912,0.03948391513463221,0.07896783026926442,0.07896783026926442,,,0.05233413478753979,,0.20933653915015912,0.03948391513463221,0.07896783026926442,0.07896783026926442,,,0.026439236721036728,,,,0.026439236721036728,,,,0.026205209693616116,,0.23584688724254504,0.019770734336747406,0.0004942683584186851,0.03954146867349481,0.03954146867349481,
Total visibilities [Mvis/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-> DFT [Mvis/s],,1190.7163022222223,1190.7163022222223,1190.7163022222223,1190.7163022222223,1190.7163022222223,1190.7163022222223,,,1190.7163022222223,1190.7163022222223,1190.7163022222223,1190.7163022222223,1190.7163022222223,1190.7163022222223,,,1190.7163022222223,1190.7163022222223,1190.7163022222223,1190.7163022222223,1190.7163022222223,1190.7163022222223,,,1190.7163022222223,1190.7163022222223,,,1190.7163022222223,1190.7163022222223,,,1190.7163022222223,1190.7163022222223,1190.7163022222223,1190.7163022222223,1190.7163022222223,1190.7163022222223,1190.7163022222223,
-> Subtract Visibility [Mvis/s],,1190.7163022222223,1190.7163022222223,1190.7163022222223,1190.7163022222223,1190.7163022222223,1190.7163022222223,,,1190.7163022222223,1190.7163022222223,1190.7163022222223,1190.7163022222223,1190.7163022222223,1190.7163022222223,,,1190.7163022222223,1190.7163022222223,1190.7163022222223,1190.7163022222223,1190.7163022222223,1190.7163022222223,,,1190.7163022222223,1190.7163022222223,,,1190.7163022222223,1190.7163022222223,,,1190.7163022222223,1190.7163022222223,1190.7163022222223,1190.7163022222223,1190.7163022222223,1190.7163022222223,1190.7163022222223,
-> Flag [Mvis/s],,1190.7163022222223,1190.7163022222223,1190.7163022222223,1190.7163022222223,1190.7163022222223,1190.7163022222223,1190.7163022222223,,1190.7163022222223,1190.7163022222223,1190.7163022222223,1190.7163022222223,1190.7163022222223,1190.7163022222223,1190.7163022222223,,1190.7163022222223,1190.7163022222223,1190.7163022222223,1190.7163022222223,1190.7163022222223,1190.7163022222223,1190.7163022222223,,1190.7163022222223,1190.7163022222223,,,1190.7163022222223,1190.7163022222223,,,1190.7163022222223,1190.7163022222223,1190.7163022222223,1190.7163022222223,1190.7163022222223,1190.7163022222223,1190.7163022222223,1190.7163022222223
-> Degrid [Mvis/s],,540603.7183776294,216709.25253472078,540603.7183809693,13534.664288278582,31962.534849748987,151717.64503741023,,,540603.7183776294,216709.25253472078,173523.01371540653,13534.664288278582,31962.534849748987,151717.64503741023,,,540603.7183776294,216709.25253472078,173523.01371540653,13534.664288278582,31962.534849748987,151717.64503741023,,,219314.11765953476,66394.74139573165,,,219314.11765953476,66394.74139573165,,,250478.74221537102,118520.56193621193,250478.74221737188,7381.977869677691,7473.893624521245,16950.63326312571,208840.34013449872,
-> Image Spectral Fitting [Mvis/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37070.12688140139,,,
-> Visibility Weighting [Mvis/s],,375.4003738576034,489.8400469050225,375.4003738576034,88.54637130529848,88.54637130529848,237.32022832261347,,,375.4003738576034,489.8400469050225,232.01222024874153,88.54637130529848,88.54637130529848,237.32022832261347,,,375.4003738576034,489.8400469050225,232.01222024874153,88.54637130529848,88.54637130529848,237.32022832261347,,,346.10689176425564,352.95996530036723,,,346.10689176425564,352.95996530036723,,,395.12147229257283,572.3739343825965,395.12147229257283,106.86487442056789,106.86487442056789,106.86487442056789,310.1883342553898,
-> Subtract Image Component [Mvis/s],,,,2453.1625681659275,336.5106403519791,336.5106403519791,336.5106403519791,,,,,1090.294474740412,336.5106403519791,336.5106403519791,336.5106403519791,,,,,1090.294474740412,336.5106403519791,336.5106403519791,336.5106403519791,,,,,,,,,,,,,2456.7384087765104,337.00115346728535,337.00115346728535,337.0011534672853,337.00115346728535,
-> Demix [Mvis/s],0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,
-> FFT [Mvis/s],,0.049529411142935346,0.011006535809541189,0.049529411142935346,0.018344226349235312,0.018344226349235312,0.018344226349235312,,,0.049529411142935346,0.011006535809541189,0.03301960742862356,0.018344226349235312,0.018344226349235312,0.018344226349235312,,,0.049529411142935346,0.011006535809541189,0.03301960742862356,0.018344226349235312,0.018344226349235312,0.018344226349235312,,,0.04978632786817274,0.011063628415149497,,,0.04978632786817274,0.011063628415149497,,,0.04956549615182431,0.011014554700405398,0.04956549615182431,0.018357591167342337,0.018357591167342334,0.018357591167342337,0.018357591167342337,
-> Grid [Mvis/s],,540603.7183776294,216709.25253472078,540603.7183809693,13534.664288278582,31962.534849748987,151717.64503741023,,,540603.7183776294,216709.25253472078,173523.01371540653,13534.664288278582,31962.534849748987,151717.64503741023,,,540603.7183776294,216709.25253472078,173523.01371540653,13534.664288278582,31962.534849748987,151717.64503741023,,,219314.11765953476,66394.74139573165,,,219314.11765953476,66394.74139573165,,,250478.74221537102,118520.56193621193,250478.74221737188,7381.977869677691,7473.893624521245,16950.63326312571,208840.34013449872,
-> Gridding Kernel Update [Mvis/s],,10.061236540844698,12.257424334849858,10.061236540906856,2.19469401793622,2.591419430091528,4.317919008056815,,,10.061236540844698,12.257424334849858,4.933046906711844,2.19469401793622,2.591419430091528,4.317919008056815,,,10.061236540844698,12.257424334849858,4.933046906711844,2.19469401793622,2.591419430091528,4.317919008056815,,,8.427503038923595,11.146967375341898,,,8.427503038923595,11.146967375341898,,,9.185681861298319,12.064522958831722,9.185681861371693,2.1295785364081823,2.1560947116295446,2.4449886881911764,10.756827711528684,
-> Correct [Mvis/s],,1190.7163022222223,1190.7163022222223,1190.7163022222223,1190.7163022222223,1190.7163022222223,1190.7163022222223,1190.7163022222223,,1190.7163022222223,1190.7163022222223,1190.7163022222223,1190.7163022222223,1190.7163022222223,1190.7163022222223,1190.7163022222223,,1190.7163022222223,1190.7163022222223,1190.7163022222223,1190.7163022222223,1190.7163022222223,1190.7163022222223,1190.7163022222223,,1190.7163022222223,1190.7163022222223,,,1190.7163022222223,1190.7163022222223,,,1190.7163022222223,1190.7163022222223,1190.7163022222223,1190.7163022222223,1190.7163022222223,1190.7163022222223,1190.7163022222223,1190.7163022222223
-> IFFT [Mvis/s],,0.24764705571467674,0.011006535809541189,0.24764705571467674,0.018344226349235312,0.0073376905396941245,0.0024458968465647076,,,0.24764705571467674,0.011006535809541189,0.1650980371431178,0.018344226349235312,0.0073376905396941245,0.0024458968465647076,,,0.24764705571467674,0.011006535809541189,0.1650980371431178,0.018344226349235312,0.0073376905396941245,0.0024458968465647076,,,0.24893163934086368,0.011063628415149497,,,0.24893163934086368,0.011063628415149497,,,0.24782748075912156,0.011014554700405398,0.24782748075912156,0.018357591167342337,0.09178795583671168,0.007343036466936933,5.6022922263617973e-05,
-> Identify Component [Mvis/s],,,,2453.1625681659275,336.5106403519791,336.5106403519791,336.5106403519791,,,,,1090.294474740412,336.5106403519791,336.5106403519791,336.5106403519791,,,,,1090.294474740412,336.5106403519791,336.5106403519791,336.5106403519791,,,,,,,,,,,,,2456.7384087765104,337.00115346728535,337.00115346728535,337.0011534672853,337.00115346728535,
-> Average [Mvis/s],0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,
-> Phase Rotation Predict [Mvis/s],,1190.7163022222223,1190.7163022222223,1190.7163022222223,1190.7163022222223,1190.7163022222223,1190.7163022222223,,,1190.7163022222223,1190.7163022222223,1190.7163022222223,1190.7163022222223,1190.7163022222223,1190.7163022222223,,,1190.7163022222223,1190.7163022222223,1190.7163022222223,1190.7163022222223,1190.7163022222223,1190.7163022222223,,,1190.7163022222223,1190.7163022222223,,,1190.7163022222223,1190.7163022222223,,,1190.7163022222223,1190.7163022222223,1190.7163022222223,1190.7163022222223,1190.7163022222223,1190.7163022222223,1190.7163022222223,
-> Receive [Mvis/s],0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,
-> Solve [Mvis/s],,1190.7163022222223,,1190.7163022222223,,,,,,1190.7163022222223,,1190.7163022222223,,,,,,1190.7163022222223,,1190.7163022222223,,,,,,1190.7163022222223,,,,1190.7163022222223,,,,1190.7163022222223,,1190.7163022222223,,,,,
-> Degridding Kernel Update [Mvis/s],,10.061236540844698,12.257424334849858,10.061236540906856,2.19469401793622,2.591419430091528,4.317919008056815,,,10.061236540844698,12.257424334849858,4.933046906711844,2.19469401793622,2.591419430091528,4.317919008056815,,,10.061236540844698,12.257424334849858,4.933046906711844,2.19469401793622,2.591419430091528,4.317919008056815,,,8.427503038923595,11.146967375341898,,,8.427503038923595,11.146967375341898,,,9.185681861298319,12.064522958831722,9.185681861371693,2.1295785364081823,2.1560947116295446,2.4449886881911764,10.756827711528684,
-> Phase Rotation [Mvis/s],,1190.7163022222223,1190.7163022222223,1190.7163022222223,238.14326044444442,1190.7163022222223,1190.7163022222223,,,1190.7163022222223,1190.7163022222223,1190.7163022222223,238.14326044444442,1190.7163022222223,1190.7163022222223,,,1190.7163022222223,1190.7163022222223,1190.7163022222223,238.14326044444442,1190.7163022222223,1190.7163022222223,,,1190.7163022222223,1190.7163022222223,,,1190.7163022222223,1190.7163022222223,,,1190.7163022222223,1190.7163022222223,1190.7163022222223,238.14326044444442,1190.7163022222223,1190.7163022222223,1190.7163022222223,
-> Reprojection [Mvis/s],,2453.1625681659275,,2453.1625681659275,336.5106403519791,336.5106403519791,336.5106403519791,,,2453.1625681659275,,1090.294474740412,336.5106403519791,336.5106403519791,336.5106403519791,,,2453.1625681659275,,1090.294474740412,336.5106403519791,336.5106403519791,336.5106403519791,,,2478.678442597193,,,,2478.678442597193,,,,2456.7384087765113,,2456.738408776511,337.00115346728535,42.12514418341067,337.0011534672853,337.00115346728535,
-> Source Find [Mvis/s],,,,9e-06,,,,,,,,9e-06,,,,,,,,9e-06,,,,,,,,,,,,,,,,9e-06,,,,,
-> Reprojection Predict [Mvis/s],,12265.812840829638,,12265.812840829638,336.5106403519791,134.60425614079162,44.86808538026387,,,12265.812840829638,,5451.4723737020595,336.5106403519791,134.60425614079162,44.86808538026387,,,12265.812840829638,,5451.4723737020595,336.5106403519791,134.60425614079162,44.86808538026387,,,12393.392212985967,,,,12393.392212985967,,,,12283.692043882555,,12283.692043882553,337.00115346728535,42.12514418341067,134.80046138691412,1.0284459029152995,
