,hpso01 (Ingest) [Na=512] [Bmax=32500.0],hpso01 (RCAL) [Na=512] [Bmax=32500.0],hpso01 (FastImg) [Na=512] [Bmax=32500.0],hpso01 (ICAL) [Na=512] [Bmax=32500.0],hpso01 (DPrepA) [Na=512] [Bmax=32500.0],hpso01 (DPrepB) [Na=512] [Bmax=32500.0],hpso01 (DPrepC) [Na=512] [Bmax=32500.0],hpso01 (DPrepD) [Na=512] [Bmax=32500.0],hpso02a (Ingest) [Na=512] [Bmax=32500.0],hpso02a (RCAL) [Na=512] [Bmax=32500.0],hpso02a (FastImg) [Na=512] [Bmax=32500.0],hpso02a (ICAL) [Na=512] [Bmax=32500.0],hpso02a (DPrepA) [Na=512] [Bmax=32500.0],hpso02a (DPrepB) [Na=512] [Bmax=32500.0],hpso02a (DPrepC) [Na=512] [Bmax=32500.0],hpso02a (DPrepD) [Na=512] [Bmax=32500.0],hpso02b (Ingest) [Na=512] [Bmax=32500.0],hpso02b (RCAL) [Na=512] [Bmax=32500.0],hpso02b (FastImg) [Na=512] [Bmax=32500.0],hpso02b (ICAL) [Na=512] [Bmax=32500.0],hpso02b (DPrepA) [Na=512] [Bmax=32500.0],hpso02b (DPrepB) [Na=512] [Bmax=32500.0],hpso02b (DPrepC) [Na=512] [Bmax=32500.0],hpso02b (DPrepD) [Na=512] [Bmax=32500.0],hpso04a (Ingest) [Nf_max=32768] [Na=512] [Bmax=32500.0],hpso04a (RCAL) [Nf_max=32768] [Na=512] [Bmax=32500.0],hpso04a (FastImg) [Nf_max=32768] [Na=512] [Bmax=32500.0],hpso04a (PSS) [Nf_max=32768] [Na=512] [Bmax=32500.0],hpso05a (Ingest) [Nf_max=32768] [Na=512] [Bmax=32500.0],hpso05a (RCAL) [Nf_max=32768] [Na=512] [Bmax=32500.0],hpso05a (FastImg) [Nf_max=32768] [Na=512] [Bmax=32500.0],hpso05a (PST) [Nf_max=32768] [Na=512] [Bmax=32500.0],max_low (Ingest) [Nf_max=32768] [Na=512] [Bmax=32500.0],max_low (RCAL) [Nf_max=32768] [Na=512] [Bmax=32500.0],max_low (FastImg) [Nf_max=32768] [Na=512] [Bmax=32500.0],max_low (ICAL) [Nf_max=32768] [Na=512] [Bmax=32500.0],max_low (DPrepA) [Nf_max=32768] [Na=512] [Bmax=32500.0],max_low (DPrepA_Image) [Nf_max=32768] [Na=512] [Bmax=32500.0],max_low (DPrepB) [Nf_max=32768] [Na=512] [Bmax=32500.0],max_low (DPrepC) [Nf_max=32768] [Na=512] [Bmax=32500.0],max_low (DPrepD) [Nf_max=32768] [Na=512] [Bmax=32500.0]
-> Identify Component [Mvis/s],,,,613.2906420414819,84.12766008799477,84.12766008799477,84.12766008799477,,,,,272.573618685103,84.12766008799477,84.12766008799477,84.12766008799477,,,,,272.573618685103,84.12766008799477,84.12766008799477,84.12766008799477,,,,,,,,,,,,,614.1846021941276,84.25028836682134,84.25028836682134,84.25028836682132,84.25028836682134,
-> Average [Mvis/s],0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,
-> Phase Rotation Predict [Mvis/s],,1131.263753666263,1279.0617057394363,1131.263753666263,419.02402978266616,419.02402978266616,1279.0617057394363,,,1131.263753666263,1279.0617057394363,754.1956649694071,419.02402978266616,419.02402978266616,1279.0617057394363,,,1131.263753666263,1279.0617057394363,754.1956649694071,419.02402978266616,419.02402978266616,1279.0617057394363,,,695.010549060485,783.7824463787557,,,695.010549060485,783.7824463787557,,,1589.0863004914395,1796.0439429494197,1589.0863004914395,588.6030746410125,588.6030746410125,588.6030746410125,4417.0676467534695,
-> Receive [Mvis/s],0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,
-> Solve [Mvis/s],,1131.2637536662628,,1131.2637536662628,,,,,,1131.2637536662628,,754.1956649694071,,,,,,1131.2637536662628,,754.1956649694071,,,,,,695.0105490604849,,,,695.0105490604849,,,,1589.0863004914393,,1589.0863004914393,,,,,
-> Degridding Kernel Update [Mvis/s],,3.885666423244662,10.176542282261602,3.885666423234534,1.6591710649834264,1.7728115931292672,2.5133940438102274,,,3.885666423244662,10.176542282261602,2.918855411279057,1.6591710649834264,1.7728115931292672,2.5133940438102274,,,3.885666423244662,10.176542282261602,2.918855411279057,1.6591710649834264,1.7728115931292672,2.5133940438102274,,,4.4689091758284585,9.939373259536573,,,4.4689091758284585,9.939373259536573,,,4.479912390382909,10.104091263765708,4.479912390383132,1.6343627166026868,1.6406370818150615,1.7230087459084062,3.24312828779778,
-> Phase Rotation [Mvis/s],,1131.263753666263,1279.0617057394363,1131.263753666263,83.80480595653324,419.02402978266616,1279.0617057394363,,,1131.263753666263,1279.0617057394363,754.1956649694071,83.80480595653324,419.02402978266616,1279.0617057394363,,,1131.263753666263,1279.0617057394363,754.1956649694071,83.80480595653324,419.02402978266616,1279.0617057394363,,,695.010549060485,783.7824463787557,,,695.010549060485,783.7824463787557,,,1589.0863004914395,1796.0439429494197,1589.0863004914395,117.72061492820251,588.6030746410125,588.6030746410125,4417.0676467534695,
-> Reprojection [Mvis/s],,613.2906420414819,,613.2906420414819,84.12766008799477,84.12766008799477,84.12766008799477,,,613.2906420414819,,272.573618685103,84.12766008799477,84.12766008799477,84.12766008799477,,,613.2906420414819,,272.573618685103,84.12766008799477,84.12766008799477,84.12766008799477,,,619.6696106492983,,,,619.6696106492983,,,,614.1846021941278,,614.1846021941277,84.25028836682134,10.531286045852667,84.25028836682132,84.25028836682134,
-> Source Find [Mvis/s],,,,9e-06,,,,,,,,9e-06,,,,,,,,9e-06,,,,,,,,,,,,,,,,9e-06,,,,,
-> Reprojection Predict [Mvis/s],,3066.4532102074095,,3066.4532102074095,84.12766008799477,33.651064035197905,11.217021345065968,,,3066.4532102074095,,1362.8680934255149,84.12766008799477,33.651064035197905,11.217021345065968,,,3066.4532102074095,,1362.8680934255149,84.12766008799477,33.651064035197905,11.217021345065968,,,3098.348053246492,,,,3098.348053246492,,,,3070.9230109706386,,3070.923010970638,84.25028836682134,10.531286045852667,33.70011534672853,0.25711147572882487,
