,hpso01 (Ingest) [Nf_max=8192] [Na=64],hpso01 (RCAL) [Nf_max=8192] [Na=64],hpso01 (FastImg) [Nf_max=8192] [Na=64],hpso01 (ICAL) [Nf_max=8192] [Na=64],hpso01 (DPrepA) [Nf_max=8192] [Na=64],hpso01 (DPrepB) [Nf_max=8192] [Na=64],hpso01 (DPrepC) [Nf_max=8192] [Na=64],hpso01 (DPrepD) [Nf_max=8192] [Na=64],hpso02a (Ingest) [Nf_max=8192] [Na=64],hpso02a (RCAL) [Nf_max=8192] [Na=64],hpso02a (FastImg) [Nf_max=8192] [Na=64],hpso02a (ICAL) [Nf_max=8192] [Na=64],hpso02a (DPrepA) [Nf_max=8192] [Na=64],hpso02a (DPrepB) [Nf_max=8192] [Na=64],hpso02a (DPrepC) [Nf_max=8192] [Na=64],hpso02a (DPrepD) [Nf_max=8192] [Na=64],hpso02b (Ingest) [Nf_max=8192] [Na=64],hpso02b (RCAL) [Nf_max=8192] [Na=64],hpso02b (FastImg) [Nf_max=8192] [Na=64],hpso02b (ICAL) [Nf_max=8192] [Na=64],hpso02b (DPrepA) [Nf_max=8192] [Na=64],hpso02b (DPrepB) [Nf_max=8192] [Na=64],hpso02b (DPrepC) [Nf_max=8192] [Na=64],hpso02b (DPrepD) [Nf_max=8192] [Na=64],hpso04a (Ingest) [Nf_max=8192] [Na=64],hpso04a (RCAL) [Nf_max=8192] [Na=64],hpso04a (FastImg) [Nf_max=8192] [Na=64],hpso04a (PSS) [Nf_max=8192] [Na=64],hpso05a (Ingest) [Nf_max=8192] [Na=64],hpso05a (RCAL) [Nf_max=8192] [Na=64],hpso05a (FastImg) [Nf_max=8192] [Na=64],hpso05a (PST) [Nf_max=8192] [Na=64],max_low (Ingest) [Nf_max=8192] [Na=64],max_low (RCAL) [Nf_max=8192] [Na=64],max_low (FastImg) [Nf_max=8192] [Na=64],max_low (ICAL) [Nf_max=8192] [Na=64],max_low (DPrepA) [Nf_max=8192] [Na=64],max_low (DPrepA_Image) [Nf_max=8192] [Na=64],max_low (DPrepB) [Nf_max=8192] [Na=64],max_low (DPrepC) [Nf_max=8192] [Na=64],max_low (DPrepD) [Nf_max=8192] [Na=64]
-> Correct [Tera/s],,0.00176160768,0.00088080384,0.01585446912,0.00968884224,0.01937768448,0.01937768448,0.01937768448,,0.00176160768,0.00088080384,0.01585446912,0.00968884224,0.01937768448,0.01937768448,0.01937768448,,0.00176160768,0.00088080384,0.01585446912,0.00968884224,0.01937768448,0.01937768448,0.01937768448,,0.00088080384,0.00044040192,,,0.00088080384,0.00044040192,,,0.00088080384,0.00044040192,0.00792723456,0.00484442112,0.00484442112,0.00968884224,0.00968884224,0.00968884224
-> IFFT [Tera/s],,0.075389049058413,0.1550922798058644,0.6784786183730622,0.056877500730430165,0.11374466999258043,0.07897643982616434,,,0.075389049058413,0.1550922798058644,0.3015359089868478,0.056877500730430165,0.11374466999258043,0.07897643982616434,,,0.075389049058413,0.1550922798058644,0.3015359089868478,0.056877500730430165,0.11374466999258043,0.07897643982616434,,,0.03808524617822714,0.07835264061781354,,,0.03808524617822714,0.07835264061781354,,,0.03774945960252355,0.07765916438887902,0.33973371653239864,0.028480196440261715,0.028480196440261715,0.05695522338285071,0.03954577658822209,
-> Identify Component [Tera/s],,,,8e-08,1.5644444444444443e-09,8.8e-08,2.933333333333333e-08,,,,,2.88e-08,1.5644444444444443e-09,8.8e-08,2.933333333333333e-08,,,,,2.88e-08,1.5644444444444443e-09,8.8e-08,2.933333333333333e-08,,,,,,,,,,,,,4.6666666666666674e-08,9.125925925925925e-10,9.125925925925925e-10,3.6666666666666664e-08,5.33997037037037e-07,
-> Average [Tera/s],0.0017616076800000002,,,,,,,,0.0017616076800000002,,,,,,,,0.0017616076800000002,,,,,,,,0.0008808038400000001,,,,0.0008808038400000001,,,,0.0008808038400000001,,,,,,,,
-> Phase Rotation Predict [Tera/s],,0.21315452928,0.0,1.585446912,0.7751073792,0.17439916032,0.0,,,0.21315452928,0.0,0.57076088832,0.7751073792,0.17439916032,0.0,,,0.21315452928,0.0,0.57076088832,0.7751073792,0.17439916032,0.0,,,0.088080384,0.0,,,0.088080384,0.0,,,0.10657726464,0.0,0.792723456,0.3875536896,0.07751073792,0.08719958016,0.0,
-> Receive [Tera/s],0.0018175317333333336,,,,,,,,0.0018175317333333336,,,,,,,,0.0018175317333333336,,,,,,,,0.0009087658666666668,,,,0.0009087658666666668,,,,0.0009087658666666668,,,,,,,,
-> Solve [Tera/s],,3.2768e-08,,6.826666666666667e-07,,,,,,3.2768e-08,,6.826666666666667e-07,,,,,,3.2768e-08,,6.826666666666667e-07,,,,,,1.6384e-08,,,,1.6384e-08,,,,1.6384e-08,,4.724053333333334e-07,,,,,
-> Degridding Kernel Update [Tera/s],,16.99149511820969,0.26455796944581383,151.28383304988978,13.190807101614942,77.40295389314738,242.30176740857874,,,16.99149511820969,0.26455796944581383,71.47529918378905,13.190807101614942,77.40295389314738,242.30176740857874,,,16.99149511820969,0.26455796944581383,71.47529918378905,13.190807101614942,77.40295389314738,242.30176740857874,,,2.552826151130093,0.006749365447113513,,,2.552826151130093,0.006749365447113513,,,7.553280268817358,0.14596051062122226,72.1296863304236,5.777221226240534,5.823453214640073,37.73199556537724,3896.4358997618474,
-> Phase Rotation [Tera/s],,0.0019573926950673965,0.0,0.017072281022803164,0.0014498977544153261,0.002825874257558114,0.0,,,0.0019573926950673965,0.0,0.007441849154491185,0.0014498977544153261,0.002825874257558114,0.0,,,0.0019573926950673965,0.0,0.007441849154491185,0.0014498977544153261,0.002825874257558114,0.0,,,0.0005811956063242546,0.0,,,0.0005811956063242546,0.0,,,0.0013742739175964258,0.0,0.011986348754355978,0.0010179647055277234,0.0010179647055277234,0.0018924283033495682,0.0,
-> Reprojection [Tera/s],,0.015072230818811459,,0.13565007736930312,0.05685683779387038,0.2842841889693519,0.5922587270194831,,,0.015072230818811459,,0.06028892327524582,0.05685683779387038,0.2842841889693519,0.5922587270194831,,,0.015072230818811459,,0.06028892327524582,0.05685683779387038,0.2842841889693519,0.5922587270194831,,,0.007614500175658578,,,,0.007614500175658578,,,,0.00754710039176144,,0.06792390352585298,0.028469857444916265,0.0007117464361229065,0.14234928722458132,12.95694845493078,
-> Source Find [Tera/s],,,,1.44e-08,,,,,,,,1.44e-08,,,,,,,,1.44e-08,,,,,,,,,,,,,,,,1.44e-08,,,,,
-> Reprojection Predict [Tera/s],,0.0753611540940573,,0.6782503868465156,0.05685683779387038,0.11371367558774076,0.07896783026926442,,,0.0753611540940573,,0.3014446163762291,0.05685683779387038,0.11371367558774076,0.07896783026926442,,,0.0753611540940573,,0.3014446163762291,0.05685683779387038,0.11371367558774076,0.07896783026926442,,,0.038072500878292885,,,,0.038072500878292885,,,,0.037735501958807205,,0.33961951762926484,0.028469857444916265,0.0007117464361229065,0.05693971488983253,0.03954146867349481,
Total visibilities [Mvis/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-> DFT [Mvis/s],,18.35008,18.35008,18.35008,18.35008,18.35008,18.35008,,,18.35008,18.35008,18.35008,18.35008,18.35008,18.35008,,,18.35008,18.35008,18.35008,18.35008,18.35008,18.35008,,,18.35008,18.35008,,,18.35008,18.35008,,,18.35008,18.35008,18.35008,18.35008,18.35008,18.35008,18.35008,
-> Subtract Visibility [Mvis/s],,18.35008,18.35008,18.35008,18.35008,18.35008,18.35008,,,18.35008,18.35008,18.35008,18.35008,18.35008,18.35008,,,18.35008,18.35008,18.35008,18.35008,18.35008,18.35008,,,18.35008,18.35008,,,18.35008,18.35008,,,18.35008,18.35008,18.35008,18.35008,18.35008,18.35008,18.35008,
-> Flag [Mvis/s],,18.35008,18.35008,18.35008,18.35008,18.35008,18.35008,18.35008,,18.35008,18.35008,18.35008,18.35008,18.35008,18.35008,18.35008,,18.35008,18.35008,18.35008,18.35008,18.35008,18.35008,18.35008,,18.35008,18.35008,,,18.35008,18.35008,,,18.35008,18.35008,18.35008,18.35008,18.35008,18.35008,18.35008,18.35008
-> Degrid [Mvis/s],,18.978783411358616,3564.8774348286142,25.319115688011053,9.76206518696848,64.58490694606122,8564.779897269069,,,18.978783411358616,3564.8774348286142,37.50726530401151,9.76206518696848,64.58490694606122,8564.779897269069,,,18.978783411358616,3564.8774348286142,37.50726530401151,9.76206518696848,64.58490694606122,8564.779897269069,,,7.630115115066982,1023.2066350992751,,,7.630115115066982,1023.2066350992751,,,12.250558283317112,1923.618405461863,16.588369798090294,6.281085724350521,6.288901200715862,39.57350622102375,26269.778382381617,
-> Image Spectral Fitting [Mvis/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37070.12688140139,,,
-> Visibility Weighting [Mvis/s],,0.16850832429987916,7.5489048324404155,0.19759584517133294,0.1716261546419657,0.2973352543726972,3.6573322857937005,,,0.16850832429987916,7.5489048324404155,0.2392569815615736,0.1716261546419657,0.2973352543726972,3.6573322857937005,,,0.16850832429987916,7.5489048324404155,0.2392569815615736,0.1716261546419657,0.2973352543726972,3.6573322857937005,,,0.12108241798421972,5.439451520039906,,,0.12108241798421972,5.439451520039906,,,0.236617410054481,8.820831180553713,0.2774617767212032,0.24099543217985872,0.24099543217985872,0.3982382793244041,4.780299671744021,
-> Subtract Image Component [Mvis/s],,,,35.325540981589356,30.285957631678116,53.841702456316646,336.5106403519791,,,,,43.611778989616475,30.285957631678116,53.841702456316646,336.5106403519791,,,,,43.611778989616475,30.285957631678116,53.841702456316646,336.5106403519791,,,,,,,,,,,,,35.37703308638175,30.330103812055675,30.330103812055675,53.92018455476563,337.00115346728535,
-> Demix [Mvis/s],0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,
-> FFT [Mvis/s],,0.005403208488320219,0.011006535809541189,0.005943529337152241,0.005503267904770594,0.007337690539694124,0.018344226349235312,,,0.005403208488320219,0.011006535809541189,0.006603921485724711,0.005503267904770594,0.007337690539694124,0.018344226349235312,,,0.005403208488320219,0.011006535809541189,0.006603921485724711,0.005503267904770594,0.007337690539694124,0.018344226349235312,,,0.0059743593441807285,0.011063628415149497,,,0.0059743593441807285,0.011063628415149497,,,0.00540714503474447,0.011014554700405398,0.005947859538218918,0.0055072773502027016,0.005507277350202701,0.007343036466936934,0.018357591167342337,
-> Grid [Mvis/s],,18.978783411358616,3564.8774348286142,25.319115688011053,9.76206518696848,64.58490694606122,8564.779897269069,,,18.978783411358616,3564.8774348286142,37.50726530401151,9.76206518696848,64.58490694606122,8564.779897269069,,,18.978783411358616,3564.8774348286142,37.50726530401151,9.76206518696848,64.58490694606122,8564.779897269069,,,7.630115115066982,1023.2066350992751,,,7.630115115066982,1023.2066350992751,,,12.250558283317112,1923.618405461863,16.588369798090294,6.281085724350521,6.288901200715862,39.57350622102375,26269.778382381617,
-> Gridding Kernel Update [Mvis/s],,0.020939795526383753,0.19508341748245045,0.02192923624608359,0.021103872858436106,0.030188629137808135,0.22756578850301631,,,0.020939795526383753,0.19508341748245045,0.023570619493022006,0.021103872858436106,0.030188629137808135,0.22756578850301631,,,0.020939795526383753,0.19508341748245045,0.023570619493022006,0.021103872858436106,0.030188629137808135,0.22756578850301631,,,0.020152377763798773,0.17178545634660772,,,0.020152377763798773,0.17178545634660772,,,0.02002095646505529,0.1912598889123503,0.021004221240996986,0.020123894641370172,0.020137525632774708,0.027957797059091967,1.1006808406183386,
-> Correct [Mvis/s],,18.35008,18.35008,18.35008,18.35008,18.35008,18.35008,18.35008,,18.35008,18.35008,18.35008,18.35008,18.35008,18.35008,18.35008,,18.35008,18.35008,18.35008,18.35008,18.35008,18.35008,18.35008,,18.35008,18.35008,,,18.35008,18.35008,,,18.35008,18.35008,18.35008,18.35008,18.35008,18.35008,18.35008,18.35008
-> IFFT [Mvis/s],,0.027016042441601096,0.011006535809541189,0.029717646685761212,0.005503267904770594,0.00293507621587765,0.0024458968465647076,,,0.027016042441601096,0.011006535809541189,0.03301960742862356,0.005503267904770594,0.00293507621587765,0.0024458968465647076,,,0.027016042441601096,0.011006535809541189,0.03301960742862356,0.005503267904770594,0.00293507621587765,0.0024458968465647076,,,0.029871796720903645,0.011063628415149497,,,0.029871796720903645,0.011063628415149497,,,0.027035725173722356,0.011014554700405398,0.02973929769109459,0.0055072773502027016,0.027536386751013497,0.002937214586774774,5.6022922263617973e-05,
-> Identify Component [Mvis/s],,,,35.325540981589356,30.285957631678116,53.841702456316646,336.5106403519791,,,,,43.611778989616475,30.285957631678116,53.841702456316646,336.5106403519791,,,,,43.611778989616475,30.285957631678116,53.841702456316646,336.5106403519791,,,,,,,,,,,,,35.37703308638175,30.330103812055675,30.330103812055675,53.92018455476563,337.00115346728535,
-> Average [Mvis/s],0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,
-> Phase Rotation Predict [Mvis/s],,18.35008,18.35008,18.35008,18.35008,18.35008,18.35008,,,18.35008,18.35008,18.35008,18.35008,18.35008,18.35008,,,18.35008,18.35008,18.35008,18.35008,18.35008,18.35008,,,18.35008,18.35008,,,18.35008,18.35008,,,18.35008,18.35008,18.35008,18.35008,18.35008,18.35008,18.35008,
-> Receive [Mvis/s],0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,
-> Solve [Mvis/s],,18.35008,,18.35008,,,,,,18.35008,,18.35008,,,,,,18.35008,,18.35008,,,,,,18.35008,,,,18.35008,,,,18.35008,,18.35008,,,,,
-> Degridding Kernel Update [Mvis/s],,0.020939795526383753,0.19508341748245045,0.02192923624608359,0.021103872858436106,0.030188629137808135,0.22756578850301631,,,0.020939795526383753,0.19508341748245045,0.023570619493022006,0.021103872858436106,0.030188629137808135,0.22756578850301631,,,0.020939795526383753,0.19508341748245045,0.023570619493022006,0.021103872858436106,0.030188629137808135,0.22756578850301631,,,0.020152377763798773,0.17178545634660772,,,0.020152377763798773,0.17178545634660772,,,0.02002095646505529,0.1912598889123503,0.021004221240996986,0.020123894641370172,0.020137525632774708,0.027957797059091967,1.1006808406183386,
-> Phase Rotation [Mvis/s],,18.35008,18.35008,18.35008,3.670016,18.35008,18.35008,,,18.35008,18.35008,18.35008,3.670016,18.35008,18.35008,,,18.35008,18.35008,18.35008,3.670016,18.35008,18.35008,,,18.35008,18.35008,,,18.35008,18.35008,,,18.35008,18.35008,18.35008,3.670016,18.35008,18.35008,18.35008,
-> Reprojection [Mvis/s],,29.19466196825567,,35.325540981589356,30.285957631678116,53.841702456316646,336.5106403519791,,,29.19466196825567,,43.611778989616475,30.285957631678116,53.841702456316646,336.5106403519791,,,29.19466196825567,,43.611778989616475,30.285957631678116,53.841702456316646,336.5106403519791,,,35.69296957339958,,,,35.69296957339958,,,,29.237217426761788,,35.37703308638176,30.330103812055675,3.7912629765069594,53.92018455476563,337.00115346728535,
-> Source Find [Mvis/s],,,,9e-06,,,,,,,,9e-06,,,,,,,,9e-06,,,,,,,,,,,,,,,,9e-06,,,,,
-> Reprojection Predict [Mvis/s],,145.97330984127834,,176.62770490794676,30.285957631678116,21.536680982526658,44.86808538026387,,,145.97330984127834,,218.05889494808238,30.285957631678116,21.536680982526658,44.86808538026387,,,145.97330984127834,,218.05889494808238,30.285957631678116,21.536680982526658,44.86808538026387,,,178.46484786699793,,,,178.46484786699793,,,,146.1860871338089,,176.88516543190875,30.330103812055675,3.7912629765069594,21.56807382190626,1.0284459029152995,
