,hpso01 (Ingest) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso01 (RCAL) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso01 (FastImg) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso01 (ICAL) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso01 (DPrepA) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso01 (DPrepB) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso01 (DPrepC) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso01 (DPrepD) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso02a (Ingest) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso02a (RCAL) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso02a (FastImg) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso02a (ICAL) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso02a (DPrepA) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso02a (DPrepB) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso02a (DPrepC) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso02a (DPrepD) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso02b (Ingest) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso02b (RCAL) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso02b (FastImg) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso02b (ICAL) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso02b (DPrepA) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso02b (DPrepB) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso02b (DPrepC) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso02b (DPrepD) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso04a (Ingest) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso04a (RCAL) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso04a (FastImg) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso04a (PSS) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso05a (Ingest) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso05a (RCAL) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso05a (FastImg) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso05a (PST) [Nf_max=16384] [Na=32] [Bmax=4062.5],max_low (Ingest) [Nf_max=16384] [Na=32] [Bmax=4062.5],max_low (RCAL) [Nf_max=16384] [Na=32] [Bmax=4062.5],max_low (FastImg) [Nf_max=16384] [Na=32] [Bmax=4062.5],max_low (ICAL) [Nf_max=16384] [Na=32] [Bmax=4062.5],max_low (DPrepA) [Nf_max=16384] [Na=32] [Bmax=4062.5],max_low (DPrepA_Image) [Nf_max=16384] [Na=32] [Bmax=4062.5],max_low (DPrepB) [Nf_max=16384] [Na=32] [Bmax=4062.5],max_low (DPrepC) [Nf_max=16384] [Na=32] [Bmax=4062.5],max_low (DPrepD) [Nf_max=16384] [Na=32] [Bmax=4062.5]
-> Phase Rotation [Tera/s],,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-> Reprojection [Tera/s],,4.0886042802765456e-05,,0.0003679743852248891,0.00015423404349465707,0.0007711702174732854,0.002313510652419856,,,4.0886042802765456e-05,,0.0001635441712110618,0.00015423404349465707,0.0007711702174732854,0.002313510652419856,,,4.0886042802765456e-05,,0.0001635441712110618,0.00015423404349465707,0.0007711702174732854,0.002313510652419856,,,2.0655653688309945e-05,,,,2.0655653688309945e-05,,,,2.0472820073137588e-05,,0.00018425538065823833,7.722943100291955e-05,1.9307357750729887e-06,0.00038614715501459777,0.05061307990207336,
-> Source Find [Tera/s],,,,1.44e-08,,,,,,,,1.44e-08,,,,,,,,1.44e-08,,,,,,,,,,,,,,,,1.44e-08,,,,,
-> Reprojection Predict [Tera/s],,0.0002044302140138273,,0.0018398719261244457,0.00015423404349465707,0.00030846808698931414,0.00030846808698931414,,,0.0002044302140138273,,0.0008177208560553091,0.00015423404349465707,0.00030846808698931414,0.00030846808698931414,,,0.0002044302140138273,,0.0008177208560553091,0.00015423404349465707,0.00030846808698931414,0.00030846808698931414,,,0.00010327826844154972,,,,0.00010327826844154972,,,,0.00010236410036568795,,0.0009212769032911916,7.722943100291955e-05,1.9307357750729887e-06,0.0001544588620058391,0.0001544588620058391,
Total visibilities [Mvis/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-> DFT [Mvis/s],,0.03347232835863976,0.2725261618432718,0.03347232835863976,0.01240601709713749,0.01240601709713749,0.05920815174221719,,,0.03347232835863976,0.2725261618432718,0.02231957612576415,0.01240601709713749,0.01240601709713749,0.05920815174221719,,,0.03347232835863976,0.2725261618432718,0.02231957612576415,0.01240601709713749,0.01240601709713749,0.05920815174221719,,,0.020564257563634575,0.1669981510483664,,,0.020564257563634575,0.1669981510483664,,,0.04701857647649234,0.38267807490900596,0.04701857647649233,0.01742672651568516,0.01742672651568516,0.01742672651568516,0.6469464454782266,
-> Subtract Visibility [Mvis/s],,0.03347232835863976,0.2725261618432718,0.03347232835863976,0.01240601709713749,0.01240601709713749,0.05920815174221719,,,0.03347232835863976,0.2725261618432718,0.02231957612576415,0.01240601709713749,0.01240601709713749,0.05920815174221719,,,0.03347232835863976,0.2725261618432718,0.02231957612576415,0.01240601709713749,0.01240601709713749,0.05920815174221719,,,0.020564257563634575,0.1669981510483664,,,0.020564257563634575,0.1669981510483664,,,0.04701857647649234,0.38267807490900596,0.04701857647649233,0.01742672651568516,0.01742672651568516,0.01742672651568516,0.6469464454782266,
-> Flag [Mvis/s],,0.03347232835863976,0.2725261618432718,0.03347232835863976,0.01240601709713749,0.01240601709713749,0.05920815174221719,0.3233554527148288,,0.03347232835863976,0.2725261618432718,0.02231957612576415,0.01240601709713749,0.01240601709713749,0.05920815174221719,0.3233554527148288,,0.03347232835863976,0.2725261618432718,0.02231957612576415,0.01240601709713749,0.01240601709713749,0.05920815174221719,0.3233554527148288,,0.020564257563634575,0.1669981510483664,,,0.020564257563634575,0.1669981510483664,,,0.04701857647649234,0.38267807490900596,0.04701857647649233,0.01742672651568516,0.01742672651568516,0.01742672651568516,0.6469464454782266,0.6469464454782266
-> Degrid [Mvis/s],,5.350705478223529,88.33560481565206,5.350705478246283,0.5411895351284325,1.234757383508687,3.028078885322562,,,5.350705478223529,88.33560481565206,2.5604640207797926,0.5411895351284325,1.234757383508687,3.028078885322562,,,5.350705478223529,88.33560481565206,2.5604640207797926,0.5411895351284325,1.234757383508687,3.028078885322562,,,1.4336319346025468,27.056394674716874,,,1.4336319346025468,27.056394674716874,,,3.314521288864789,62.01666072943496,3.314521288903547,0.3663120832273095,0.3663928514073027,0.8162094463064963,21.243625187125975,
-> Image Spectral Fitting [Mvis/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.80518313047418,,,
-> Visibility Weighting [Mvis/s],,0.03785146713198223,0.2725261618432718,0.03785146713198223,0.014029079284826669,0.014029079284826669,0.03444768924696,,,0.03785146713198223,0.2725261618432718,0.0252396156333138,0.014029079284826669,0.014029079284826669,0.03444768924696,,,0.03785146713198223,0.2725261618432718,0.0252396156333138,0.014029079284826669,0.014029079284826669,0.03444768924696,,,0.02319457204384184,0.1669981510483664,,,0.02319457204384184,0.1669981510483664,,,0.053150594198123215,0.38267807490900596,0.053150594198123215,0.019699466437482306,0.019699466437482306,0.019699466437482306,0.3762606270814618,
-> Subtract Image Component [Mvis/s],,,,9.582666281898154,1.3144946888749183,1.3144946888749183,1.3144946888749183,,,,,4.258962791954734,1.3144946888749183,1.3144946888749183,1.3144946888749183,,,,,4.258962791954734,1.3144946888749183,1.3144946888749183,1.3144946888749183,,,,,,,,,,,,,9.596634409283244,1.3164107557315834,1.3164107557315834,1.3164107557315832,1.3164107557315834,
-> Demix [Mvis/s],0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,
-> FFT [Mvis/s],,0.003095588196433459,0.0006879084880963243,0.003095588196433459,0.001146514146827207,0.001146514146827207,0.001146514146827207,,,0.003095588196433459,0.0006879084880963243,0.0020637254642889725,0.001146514146827207,0.001146514146827207,0.001146514146827207,,,0.003095588196433459,0.0006879084880963243,0.0020637254642889725,0.001146514146827207,0.001146514146827207,0.001146514146827207,,,0.0031116454917607963,0.0006914767759468436,,,0.0031116454917607963,0.0006914767759468436,,,0.0030978435094890194,0.0006884096687753374,0.0030978435094890194,0.001147349447958896,0.0011473494479588959,0.001147349447958896,0.001147349447958896,
-> Grid [Mvis/s],,5.350705478223529,88.33560481565206,5.350705478246283,0.5411895351284325,1.234757383508687,3.028078885322562,,,5.350705478223529,88.33560481565206,2.5604640207797926,0.5411895351284325,1.234757383508687,3.028078885322562,,,5.350705478223529,88.33560481565206,2.5604640207797926,0.5411895351284325,1.234757383508687,3.028078885322562,,,1.4336319346025468,27.056394674716874,,,1.4336319346025468,27.056394674716874,,,3.314521288864789,62.01666072943496,3.314521288903547,0.3663120832273095,0.3663928514073027,0.8162094463064963,21.243625187125975,
-> Gridding Kernel Update [Mvis/s],,0.004057954542051548,0.018609573991908056,0.004057954542068805,0.0022147722065142066,0.002526569858870475,0.0025233990711021354,,,0.004057954542051548,0.018609573991908056,0.002912157029821075,0.0022147722065142066,0.002526569858870475,0.0025233990711021354,,,0.004057954542051548,0.018609573991908056,0.002912157029821075,0.0022147722065142066,0.002526569858870475,0.0025233990711021354,,,0.0035486253194899555,0.01860360469156359,,,0.0035486253194899555,0.01860360469156359,,,0.0035803174321263212,0.018608597295517948,0.003580317432168187,0.002135185547701164,0.0021356563349302286,0.0023787894167954012,0.003241519956531673,
-> Correct [Mvis/s],,0.03347232835863976,0.2725261618432718,0.03347232835863976,0.01240601709713749,0.01240601709713749,0.05920815174221719,0.3233554527148288,,0.03347232835863976,0.2725261618432718,0.02231957612576415,0.01240601709713749,0.01240601709713749,0.05920815174221719,0.3233554527148288,,0.03347232835863976,0.2725261618432718,0.02231957612576415,0.01240601709713749,0.01240601709713749,0.05920815174221719,0.3233554527148288,,0.020564257563634575,0.1669981510483664,,,0.020564257563634575,0.1669981510483664,,,0.04701857647649234,0.38267807490900596,0.04701857647649233,0.01742672651568516,0.01742672651568516,0.01742672651568516,0.6469464454782266,0.6469464454782266
-> IFFT [Mvis/s],,0.015477940982167296,0.0006879084880963243,0.015477940982167296,0.001146514146827207,0.0004586056587308828,0.00015286855291029422,,,0.015477940982167296,0.0006879084880963243,0.010318627321444862,0.001146514146827207,0.0004586056587308828,0.00015286855291029422,,,0.015477940982167296,0.0006879084880963243,0.010318627321444862,0.001146514146827207,0.0004586056587308828,0.00015286855291029422,,,0.01555822745880398,0.0006914767759468436,,,0.01555822745880398,0.0006914767759468436,,,0.015489217547445098,0.0006884096687753374,0.015489217547445098,0.001147349447958896,0.00573674723979448,0.00045893977918355834,3.5014326414761233e-06,
-> Identify Component [Mvis/s],,,,9.582666281898154,1.3144946888749183,1.3144946888749183,1.3144946888749183,,,,,4.258962791954734,1.3144946888749183,1.3144946888749183,1.3144946888749183,,,,,4.258962791954734,1.3144946888749183,1.3144946888749183,1.3144946888749183,,,,,,,,,,,,,9.596634409283244,1.3164107557315834,1.3164107557315834,1.3164107557315832,1.3164107557315834,
-> Average [Mvis/s],0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,
-> Phase Rotation Predict [Mvis/s],,0.03347232835863976,0.2725261618432718,0.03347232835863976,0.01240601709713749,0.01240601709713749,0.05920815174221719,,,0.03347232835863976,0.2725261618432718,0.02231957612576415,0.01240601709713749,0.01240601709713749,0.05920815174221719,,,0.03347232835863976,0.2725261618432718,0.02231957612576415,0.01240601709713749,0.01240601709713749,0.05920815174221719,,,0.020564257563634575,0.1669981510483664,,,0.020564257563634575,0.1669981510483664,,,0.04701857647649234,0.38267807490900596,0.04701857647649233,0.01742672651568516,0.01742672651568516,0.01742672651568516,0.6469464454782266,
-> Receive [Mvis/s],0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,
-> Solve [Mvis/s],,0.03347232835863976,,0.03347232835863976,,,,,,0.03347232835863976,,0.02231957612576415,,,,,,0.03347232835863976,,0.02231957612576415,,,,,,0.020564257563634575,,,,0.020564257563634575,,,,0.04701857647649233,,0.04701857647649233,,,,,
-> Degridding Kernel Update [Mvis/s],,0.004057954542051548,0.018609573991908056,0.004057954542068805,0.0022147722065142066,0.002526569858870475,0.0025233990711021354,,,0.004057954542051548,0.018609573991908056,0.002912157029821075,0.0022147722065142066,0.002526569858870475,0.0025233990711021354,,,0.004057954542051548,0.018609573991908056,0.002912157029821075,0.0022147722065142066,0.002526569858870475,0.0025233990711021354,,,0.0035486253194899555,0.01860360469156359,,,0.0035486253194899555,0.01860360469156359,,,0.0035803174321263212,0.018608597295517948,0.003580317432168187,0.002135185547701164,0.0021356563349302286,0.0023787894167954012,0.003241519956531673,
-> Phase Rotation [Mvis/s],,0.03347232835863976,0.2725261618432718,0.03347232835863976,0.002481203419427498,0.01240601709713749,0.05920815174221719,,,0.03347232835863976,0.2725261618432718,0.02231957612576415,0.002481203419427498,0.01240601709713749,0.05920815174221719,,,0.03347232835863976,0.2725261618432718,0.02231957612576415,0.002481203419427498,0.01240601709713749,0.05920815174221719,,,0.020564257563634575,0.1669981510483664,,,0.020564257563634575,0.1669981510483664,,,0.04701857647649234,0.38267807490900596,0.04701857647649233,0.0034853453031370323,0.01742672651568516,0.01742672651568516,0.6469464454782266,
-> Reprojection [Mvis/s],,9.582666281898154,,9.582666281898154,1.3144946888749183,1.3144946888749183,1.3144946888749183,,,9.582666281898154,,4.258962791954734,1.3144946888749183,1.3144946888749183,1.3144946888749183,,,9.582666281898154,,4.258962791954734,1.3144946888749183,1.3144946888749183,1.3144946888749183,,,9.682337666395286,,,,9.682337666395286,,,,9.596634409283247,,9.596634409283245,1.3164107557315834,0.16455134446644792,1.3164107557315832,1.3164107557315834,
-> Source Find [Mvis/s],,,,9e-06,,,,,,,,9e-06,,,,,,,,9e-06,,,,,,,,,,,,,,,,9e-06,,,,,
-> Reprojection Predict [Mvis/s],,47.91333140949077,,47.91333140949077,1.3144946888749183,0.5257978755499673,0.17526595851665575,,,47.91333140949077,,21.29481395977367,1.3144946888749183,0.5257978755499673,0.17526595851665575,,,47.91333140949077,,21.29481395977367,1.3144946888749183,0.5257978755499673,0.17526595851665575,,,48.411688331976436,,,,48.411688331976436,,,,47.98317204641623,,47.98317204641622,1.3164107557315834,0.16455134446644792,0.5265643022926333,0.0040173668082628886,
