,hpso01 (Ingest) [Nf_max=16384] [Na=256],hpso01 (RCAL) [Nf_max=16384] [Na=256],hpso01 (FastImg) [Nf_max=16384] [Na=256],hpso01 (ICAL) [Nf_max=16384] [Na=256],hpso01 (DPrepA) [Nf_max=16384] [Na=256],hpso01 (DPrepB) [Nf_max=16384] [Na=256],hpso01 (DPrepC) [Nf_max=16384] [Na=256],hpso01 (DPrepD) [Nf_max=16384] [Na=256],hpso02a (Ingest) [Nf_max=16384] [Na=256],hpso02a (RCAL) [Nf_max=16384] [Na=256],hpso02a (FastImg) [Nf_max=16384] [Na=256],hpso02a (ICAL) [Nf_max=16384] [Na=256],hpso02a (DPrepA) [Nf_max=16384] [Na=256],hpso02a (DPrepB) [Nf_max=16384] [Na=256],hpso02a (DPrepC) [Nf_max=16384] [Na=256],hpso02a (DPrepD) [Nf_max=16384] [Na=256],hpso02b (Ingest) [Nf_max=16384] [Na=256],hpso02b (RCAL) [Nf_max=16384] [Na=256],hpso02b (FastImg) [Nf_max=16384] [Na=256],hpso02b (ICAL) [Nf_max=16384] [Na=256],hpso02b (DPrepA) [Nf_max=16384] [Na=256],hpso02b (DPrepB) [Nf_max=16384] [Na=256],hpso02b (DPrepC) [Nf_max=16384] [Na=256],hpso02b (DPrepD) [Nf_max=16384] [Na=256],hpso04a (Ingest) [Nf_max=16384] [Na=256],hpso04a (RCAL) [Nf_max=16384] [Na=256],hpso04a (FastImg) [Nf_max=16384] [Na=256],hpso04a (PSS) [Nf_max=16384] [Na=256],hpso05a (Ingest) [Nf_max=16384] [Na=256],hpso05a (RCAL) [Nf_max=16384] [Na=256],hpso05a (FastImg) [Nf_max=16384] [Na=256],hpso05a (PST) [Nf_max=16384] [Na=256],max_low (Ingest) [Nf_max=16384] [Na=256],max_low (RCAL) [Nf_max=16384] [Na=256],max_low (FastImg) [Nf_max=16384] [Na=256],max_low (ICAL) [Nf_max=16384] [Na=256],max_low (DPrepA) [Nf_max=16384] [Na=256],max_low (DPrepA_Image) [Nf_max=16384] [Na=256],max_low (DPrepB) [Nf_max=16384] [Na=256],max_low (DPrepC) [Nf_max=16384] [Na=256],max_low (DPrepD) [Nf_max=16384] [Na=256]
-> Identify Component [Tera/s],,,,2e-08,9.777777777777777e-11,9.777777777777777e-09,2.933333333333333e-08,,,,,8e-10,9.777777777777777e-11,9.777777777777777e-09,2.933333333333333e-08,,,,,8e-10,9.777777777777777e-11,9.777777777777777e-09,2.933333333333333e-08,,,,,,,,,,,,,1.1666666666666669e-08,5.703703703703703e-11,5.703703703703703e-11,4.074074074074074e-09,5.33997037037037e-07,
-> Average [Tera/s],0.057042534400000004,,,,,,,,0.057042534400000004,,,,,,,,0.057042534400000004,,,,,,,,0.028521267200000002,,,,0.028521267200000002,,,,0.028521267200000002,,,,,,,,
-> Phase Rotation Predict [Tera/s],,1.42606336,0.0,12.83457024,0.0,0.0,0.0,,,1.42606336,0.0,0.0,0.0,0.0,0.0,,,1.42606336,0.0,0.0,0.0,0.0,0.0,,,0.4499202916552862,0.0,,,0.4499202916552862,0.0,,,0.71303168,0.0,6.41728512,0.0,0.0,0.0,0.0,
-> Receive [Tera/s],0.057489926826666655,,,,,,,,0.057489926826666655,,,,,,,,0.057489926826666655,,,,,,,,0.028744963413333328,,,,0.028744963413333328,,,,0.028744963413333328,,,,,,,,
-> Solve [Tera/s],,1.31072e-07,,2.730666666666667e-06,,,,,,1.31072e-07,,2.730666666666667e-06,,,,,,1.31072e-07,,2.730666666666667e-06,,,,,,6.5536e-08,,,,6.5536e-08,,,,6.5536e-08,,1.8896213333333336e-06,,,,,
-> Degridding Kernel Update [Tera/s],,50.67933214190929,4.283320172991943,456.11398949707393,29.070180054750644,192.70129118756924,314.88470126910676,,,50.67933214190929,4.283320172991943,274.5436498604071,29.070180054750644,192.70129118756924,314.88470126910676,,,50.67933214190929,4.283320172991943,274.5436498604071,29.070180054750644,192.70129118756924,314.88470126910676,,,10.791947887732825,0.10927543854932419,,,10.791947887732825,0.10927543854932419,,,23.922078974275863,2.3631704440737136,215.29871082663496,13.532640019035634,16.263903752754835,89.7230379200147,2725.8964259645704,
-> Phase Rotation [Tera/s],,0.025938653639267378,0.0,0.23344788275340636,0.0,0.0,0.0,,,0.025938653639267378,0.0,0.0,0.0,0.0,0.0,,,0.025938653639267378,0.0,0.0,0.0,0.0,0.0,,,0.008458992315385463,0.0,,,0.008458992315385463,0.0,,,0.018211380256261345,0.0,0.1639024223063521,0.0,0.0,0.0,0.0,
-> Reprojection [Tera/s],,0.015072230818811459,,0.13565007736930312,0.03948391513463221,0.19741957567316107,0.5922587270194831,,,0.015072230818811459,,0.04186730783003182,0.03948391513463221,0.19741957567316107,0.5922587270194831,,,0.015072230818811459,,0.04186730783003182,0.03948391513463221,0.19741957567316107,0.5922587270194831,,,0.007614500175658578,,,,0.007614500175658578,,,,0.00754710039176144,,0.06792390352585298,0.019770734336747406,0.0004942683584186851,0.09885367168373703,12.95694845493078,
-> Source Find [Tera/s],,,,1.44e-08,,,,,,,,1.44e-08,,,,,,,,1.44e-08,,,,,,,,,,,,,,,,1.44e-08,,,,,
-> Reprojection Predict [Tera/s],,0.0753611540940573,,0.6782503868465156,0.03948391513463221,0.07896783026926442,0.07896783026926442,,,0.0753611540940573,,0.20933653915015912,0.03948391513463221,0.07896783026926442,0.07896783026926442,,,0.0753611540940573,,0.20933653915015912,0.03948391513463221,0.07896783026926442,0.07896783026926442,,,0.038072500878292885,,,,0.038072500878292885,,,,0.037735501958807205,,0.33961951762926484,0.019770734336747406,0.0004942683584186851,0.03954146867349481,0.03954146867349481,
Total visibilities [Mvis/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-> DFT [Mvis/s],,594.1930666666667,594.1930666666667,594.1930666666667,354.0999943574449,354.0999943574449,594.1930666666667,,,594.1930666666667,594.1930666666667,594.1930666666667,354.0999943574449,354.0999943574449,594.1930666666667,,,594.1930666666667,594.1930666666667,594.1930666666667,354.0999943574449,354.0999943574449,594.1930666666667,,,585.8337130928204,421.7287729773666,,,585.8337130928204,421.7287729773666,,,594.1930666666667,594.1930666666667,594.1930666666667,497.2231970407754,497.2231970407754,497.2231970407754,594.1930666666667,
-> Subtract Visibility [Mvis/s],,594.1930666666667,594.1930666666667,594.1930666666667,354.0999943574449,354.0999943574449,594.1930666666667,,,594.1930666666667,594.1930666666667,594.1930666666667,354.0999943574449,354.0999943574449,594.1930666666667,,,594.1930666666667,594.1930666666667,594.1930666666667,354.0999943574449,354.0999943574449,594.1930666666667,,,585.8337130928204,421.7287729773666,,,585.8337130928204,421.7287729773666,,,594.1930666666667,594.1930666666667,594.1930666666667,497.2231970407754,497.2231970407754,497.2231970407754,594.1930666666667,
-> Flag [Mvis/s],,594.1930666666667,594.1930666666667,594.1930666666667,354.0999943574449,354.0999943574449,594.1930666666667,594.1930666666667,,594.1930666666667,594.1930666666667,594.1930666666667,354.0999943574449,354.0999943574449,594.1930666666667,594.1930666666667,,594.1930666666667,594.1930666666667,594.1930666666667,354.0999943574449,354.0999943574449,594.1930666666667,594.1930666666667,,585.8337130928204,421.7287729773666,,,585.8337130928204,421.7287729773666,,,594.1930666666667,594.1930666666667,594.1930666666667,497.2231970407754,497.2231970407754,497.2231970407754,594.1930666666667,594.1930666666667
-> Degrid [Mvis/s],,2334.176534052597,82214.45109375207,2334.176534192676,4597.647568288031,12120.791229153536,80194.71773100404,,,2334.176534052597,82214.45109375207,96555.87982990671,4597.647568288031,12120.791229153536,80194.71773100404,,,2334.176534052597,82214.45109375207,96555.87982990671,4597.647568288031,12120.791229153536,80194.71773100404,,,1826.9518952959534,18867.22324788837,,,1826.9518952959534,18867.22324788837,,,1566.7717691102762,46988.26873087491,1566.7717691537102,3006.896842063924,3099.513224170035,7651.06171832044,148326.12906065752,
-> Image Spectral Fitting [Mvis/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37070.12688140139,,,
-> Visibility Weighting [Mvis/s],,10.80777234969474,151.6576191400135,10.80777234969474,24.162579392155035,24.162579392155035,85.15467235774031,,,10.80777234969474,151.6576191400135,81.46669759773266,24.162579392155035,24.162579392155035,85.15467235774031,,,10.80777234969474,151.6576191400135,81.46669759773266,24.162579392155035,24.162579392155035,85.15467235774031,,,11.014312910658155,97.1159654390181,,,11.014312910658155,97.1159654390181,,,15.176150213551121,195.51916038511013,15.176150213551121,33.92881889967948,33.92881889967948,33.92881889967948,154.79065603742546,
-> Subtract Image Component [Mvis/s],,,,141.30216392635742,336.5106403519791,336.5106403519791,336.5106403519791,,,,,1090.294474740412,336.5106403519791,336.5106403519791,336.5106403519791,,,,,1090.294474740412,336.5106403519791,336.5106403519791,336.5106403519791,,,,,,,,,,,,,141.508132345527,337.00115346728535,337.00115346728535,337.0011534672853,337.00115346728535,
-> Demix [Mvis/s],0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,
-> FFT [Mvis/s],,0.011887058674304483,0.011006535809541189,0.011887058674304483,0.018344226349235312,0.018344226349235312,0.018344226349235312,,,0.011887058674304483,0.011006535809541189,0.03301960742862356,0.018344226349235312,0.018344226349235312,0.018344226349235312,,,0.011887058674304483,0.011006535809541189,0.03301960742862356,0.018344226349235312,0.018344226349235312,0.018344226349235312,,,0.014935898360451822,0.011063628415149497,,,0.014935898360451822,0.011063628415149497,,,0.011895719076437836,0.011014554700405398,0.011895719076437836,0.018357591167342337,0.018357591167342334,0.018357591167342337,0.018357591167342337,
-> Grid [Mvis/s],,2334.176534052597,82214.45109375207,2334.176534192676,4597.647568288031,12120.791229153536,80194.71773100404,,,2334.176534052597,82214.45109375207,96555.87982990671,4597.647568288031,12120.791229153536,80194.71773100404,,,2334.176534052597,82214.45109375207,96555.87982990671,4597.647568288031,12120.791229153536,80194.71773100404,,,1826.9518952959534,18867.22324788837,,,1826.9518952959534,18867.22324788837,,,1566.7717691102762,46988.26873087491,1566.7717691537102,3006.896842063924,3099.513224170035,7651.06171832044,148326.12906065752,
-> Gridding Kernel Update [Mvis/s],,0.4471627945045281,3.1584934604592463,0.44716279453136326,0.6580557935424952,0.8674171706503299,1.395003108165901,,,0.4471627945045281,3.1584934604592463,1.7070465584988794,0.6580557935424952,0.8674171706503299,1.395003108165901,,,0.4471627945045281,3.1584934604592463,1.7070465584988794,0.6580557935424952,0.8674171706503299,1.395003108165901,,,0.5275975896752242,2.781288339760475,,,0.5275975896752242,2.781288339760475,,,0.42750603756271366,3.0965887001935535,0.42750603757456496,0.6129853676711083,0.6318661241518374,0.7798719289052504,3.700886319461118,
-> Correct [Mvis/s],,594.1930666666667,594.1930666666667,594.1930666666667,354.0999943574449,354.0999943574449,594.1930666666667,594.1930666666667,,594.1930666666667,594.1930666666667,594.1930666666667,354.0999943574449,354.0999943574449,594.1930666666667,594.1930666666667,,594.1930666666667,594.1930666666667,594.1930666666667,354.0999943574449,354.0999943574449,594.1930666666667,594.1930666666667,,585.8337130928204,421.7287729773666,,,585.8337130928204,421.7287729773666,,,594.1930666666667,594.1930666666667,594.1930666666667,497.2231970407754,497.2231970407754,497.2231970407754,594.1930666666667,594.1930666666667
-> IFFT [Mvis/s],,0.059435293371522424,0.011006535809541189,0.059435293371522424,0.018344226349235312,0.0073376905396941245,0.0024458968465647076,,,0.059435293371522424,0.011006535809541189,0.1650980371431178,0.018344226349235312,0.0073376905396941245,0.0024458968465647076,,,0.059435293371522424,0.011006535809541189,0.1650980371431178,0.018344226349235312,0.0073376905396941245,0.0024458968465647076,,,0.07467949180225911,0.011063628415149497,,,0.07467949180225911,0.011063628415149497,,,0.05947859538218918,0.011014554700405398,0.05947859538218918,0.018357591167342337,0.09178795583671168,0.007343036466936933,5.6022922263617973e-05,
-> Identify Component [Mvis/s],,,,141.30216392635742,336.5106403519791,336.5106403519791,336.5106403519791,,,,,1090.294474740412,336.5106403519791,336.5106403519791,336.5106403519791,,,,,1090.294474740412,336.5106403519791,336.5106403519791,336.5106403519791,,,,,,,,,,,,,141.508132345527,337.00115346728535,337.00115346728535,337.0011534672853,337.00115346728535,
-> Average [Mvis/s],0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,
-> Phase Rotation Predict [Mvis/s],,594.1930666666667,594.1930666666667,594.1930666666667,354.09999435744487,354.0999943574449,594.1930666666667,,,594.1930666666667,594.1930666666667,594.1930666666667,354.09999435744487,354.0999943574449,594.1930666666667,,,594.1930666666667,594.1930666666667,594.1930666666667,354.09999435744487,354.0999943574449,594.1930666666667,,,585.8337130928204,421.7287729773666,,,585.8337130928204,421.7287729773666,,,594.1930666666667,594.1930666666667,594.1930666666667,497.22319704077535,497.2231970407754,497.2231970407754,594.1930666666667,
-> Receive [Mvis/s],0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,
-> Solve [Mvis/s],,594.1930666666667,,594.1930666666667,,,,,,594.1930666666667,,594.1930666666667,,,,,,594.1930666666667,,594.1930666666667,,,,,,585.8337130928205,,,,585.8337130928205,,,,594.1930666666667,,594.1930666666667,,,,,
-> Degridding Kernel Update [Mvis/s],,0.4471627945045281,3.1584934604592463,0.44716279453136326,0.6580557935424952,0.8674171706503299,1.395003108165901,,,0.4471627945045281,3.1584934604592463,1.7070465584988794,0.6580557935424952,0.8674171706503299,1.395003108165901,,,0.4471627945045281,3.1584934604592463,1.7070465584988794,0.6580557935424952,0.8674171706503299,1.395003108165901,,,0.5275975896752242,2.781288339760475,,,0.5275975896752242,2.781288339760475,,,0.42750603756271366,3.0965887001935535,0.42750603757456496,0.6129853676711083,0.6318661241518374,0.7798719289052504,3.700886319461118,
-> Phase Rotation [Mvis/s],,594.1930666666667,594.1930666666667,594.1930666666667,70.81999887148899,354.0999943574449,594.1930666666667,,,594.1930666666667,594.1930666666667,594.1930666666667,70.81999887148899,354.0999943574449,594.1930666666667,,,594.1930666666667,594.1930666666667,594.1930666666667,70.81999887148899,354.0999943574449,594.1930666666667,,,585.8337130928204,421.7287729773666,,,585.8337130928204,421.7287729773666,,,594.1930666666667,594.1930666666667,594.1930666666667,99.44463940815508,497.2231970407754,497.2231970407754,594.1930666666667,
-> Reprojection [Mvis/s],,141.30216392635742,,141.30216392635742,336.5106403519791,336.5106403519791,336.5106403519791,,,141.30216392635742,,1090.294474740412,336.5106403519791,336.5106403519791,336.5106403519791,,,141.30216392635742,,1090.294474740412,336.5106403519791,336.5106403519791,336.5106403519791,,,223.0810598337474,,,,223.0810598337474,,,,141.50813234552706,,141.50813234552703,337.00115346728535,42.12514418341067,337.0011534672853,337.00115346728535,
-> Source Find [Mvis/s],,,,9e-06,,,,,,,,9e-06,,,,,,,,9e-06,,,,,,,,,,,,,,,,9e-06,,,,,
-> Reprojection Predict [Mvis/s],,706.5108196317871,,706.5108196317871,336.5106403519791,134.60425614079162,44.86808538026387,,,706.5108196317871,,5451.4723737020595,336.5106403519791,134.60425614079162,44.86808538026387,,,706.5108196317871,,5451.4723737020595,336.5106403519791,134.60425614079162,44.86808538026387,,,1115.405299168737,,,,1115.405299168737,,,,707.5406617276351,,707.540661727635,337.00115346728535,42.12514418341067,134.80046138691412,1.0284459029152995,
