,hpso01 (Ingest) [Nf_max=8192] [Na=32],hpso01 (RCAL) [Nf_max=8192] [Na=32],hpso01 (FastImg) [Nf_max=8192] [Na=32],hpso01 (ICAL) [Nf_max=8192] [Na=32],hpso01 (DPrepA) [Nf_max=8192] [Na=32],hpso01 (DPrepB) [Nf_max=8192] [Na=32],hpso01 (DPrepC) [Nf_max=8192] [Na=32],hpso01 (DPrepD) [Nf_max=8192] [Na=32],hpso02a (Ingest) [Nf_max=8192] [Na=32],hpso02a (RCAL) [Nf_max=8192] [Na=32],hpso02a (FastImg) [Nf_max=8192] [Na=32],hpso02a (ICAL) [Nf_max=8192] [Na=32],hpso02a (DPrepA) [Nf_max=8192] [Na=32],hpso02a (DPrepB) [Nf_max=8192] [Na=32],hpso02a (DPrepC) [Nf_max=8192] [Na=32],hpso02a (DPrepD) [Nf_max=8192] [Na=32],hpso02b (Ingest) [Nf_max=8192] [Na=32],hpso02b (RCAL) [Nf_max=8192] [Na=32],hpso02b (FastImg) [Nf_max=8192] [Na=32],hpso02b (ICAL) [Nf_max=8192] [Na=32],hpso02b (DPrepA) [Nf_max=8192] [Na=32],hpso02b (DPrepB) [Nf_max=8192] [Na=32],hpso02b (DPrepC) [Nf_max=8192] [Na=32],hpso02b (DPrepD) [Nf_max=8192] [Na=32],hpso04a (Ingest) [Nf_max=8192] [Na=32],hpso04a (RCAL) [Nf_max=8192] [Na=32],hpso04a (FastImg) [Nf_max=8192] [Na=32],hpso04a (PSS) [Nf_max=8192] [Na=32],hpso05a (Ingest) [Nf_max=8192] [Na=32],hpso05a (RCAL) [Nf_max=8192] [Na=32],hpso05a (FastImg) [Nf_max=8192] [Na=32],hpso05a (PST) [Nf_max=8192] [Na=32],max_low (Ingest) [Nf_max=8192] [Na=32],max_low (RCAL) [Nf_max=8192] [Na=32],max_low (FastImg) [Nf_max=8192] [Na=32],max_low (ICAL) [Nf_max=8192] [Na=32],max_low (DPrepA) [Nf_max=8192] [Na=32],max_low (DPrepA_Image) [Nf_max=8192] [Na=32],max_low (DPrepB) [Nf_max=8192] [Na=32],max_low (DPrepC) [Nf_max=8192] [Na=32],max_low (DPrepD) [Nf_max=8192] [Na=32]
Image size [GB],2.692085122815833,19.625300545327423,0.9691506442136997,19.625300545327423,2.692085122815833,2.692085122815833,2.692085122815833,2.692085122815833,2.692085122815833,19.625300545327423,0.9691506442136997,8.722355797923298,2.692085122815833,2.692085122815833,2.692085122815833,2.692085122815833,2.692085122815833,19.625300545327423,0.9691506442136997,8.722355797923298,2.692085122815833,2.692085122815833,2.692085122815833,2.692085122815833,2.7200860824111843,19.82942754077754,0.9792309896680266,(undefined),2.7200860824111843,19.82942754077754,0.9792309896680266,(undefined),2.6960092277382826,19.653907270212073,0.9705633219857817,19.653907270212073,2.6960092277382826,2.6960092277382826,2.6960092277382826,2.6960092277382826,2.6960092277382826
Image cube size [GB],1411427.9248708675,6280.096174504775,155.06410307419196,6280.096174504775,430.73361965053334,10768.340491263332,32305.021473789995,176428.49060885844,1411427.9248708675,6280.096174504775,155.06410307419196,2791.153855335455,430.73361965053334,10768.340491263332,32305.021473789995,176428.49060885844,1411427.9248708675,6280.096174504775,155.06410307419196,2791.153855335455,430.73361965053334,10768.340491263332,32305.021473789995,176428.49060885844,713054.2459875975,3172.7084065244067,78.33847917344212,(undefined),713054.2459875975,3172.7084065244067,78.33847917344212,(undefined),706742.6429962243,3144.6251632339317,77.64506575886253,3144.6251632339317,215.68073821906262,215.68073821906262,5392.018455476566,706742.6429962243,176685.6607490561
Calibration output [GB],0.0,0.147456,0.0,0.7424,0.0,0.0,0.0,0.0,0.0,0.147456,0.0,0.7424,0.0,0.0,0.0,0.0,0.0,0.147456,0.0,0.7424,0.0,0.0,0.0,0.0,0.0,0.0196608,0.0,(undefined),0.0,0.0196608,0.0,(undefined),0.0,0.1769472,0.0,1.2447744,0.0,0.0,0.0,0.0,0.0
Calibration process interval [s],600,10,600,600,600,600,600,600,600,10,600,600,600,600,600,600,600,10,600,600,600,600,600,600,600,10,600,600,600,10,600,600,600,10,600,600,600,600,600,600,600
Calibration process in [MB],0.0,0.380928,0.0,119.04,0.0,0.0,0.0,0.0,0.0,0.380928,0.0,119.04,0.0,0.0,0.0,0.0,0.0,0.380928,0.0,119.04,0.0,0.0,0.0,0.0,0.0,0.63488,0.0,(undefined),0.0,0.63488,0.0,(undefined),0.0,0.2720914285714286,0.0,117.67954285714286,0.0,0.0,0.0,0.0,0.0
Calibration process out [MB],0.0,0.016384,0.0,5.12,0.0,0.0,0.0,0.0,0.0,0.016384,0.0,5.12,0.0,0.0,0.0,0.0,0.0,0.016384,0.0,5.12,0.0,0.0,0.0,0.0,0.0,0.027306666666666667,0.0,(undefined),0.0,0.027306666666666667,0.0,(undefined),0.0,0.011702857142857143,0.0,5.061485714285714,0.0,0.0,0.0,0.0,0.0
Cleaning memory [PetaBytes],(undefined),(undefined),(undefined),0.009184640655213232,0.0012598958374778098,0.125989583747781,0.2624782994745437,(undefined),(undefined),(undefined),(undefined),0.004082062513428103,0.0012598958374778098,0.125989583747781,0.2624782994745437,(undefined),(undefined),(undefined),(undefined),0.004082062513428103,0.0012598958374778098,0.125989583747781,0.2624782994745437,(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),0.012877240043442957,0.0017664252460141228,0.0017664252460141228,0.12617323185815163,11.484567948688646,(undefined)
Working (cache) memory [TeraBytes],(undefined),0.013781122163771383,0.00013887001470131306,0.013023227121135648,0.0017480348179409948,0.004172628355407221,0.0016195199909050265,(undefined),(undefined),0.013781122163771383,0.00013887001470131306,0.00544269529357255,0.0017480348179409948,0.004172628355407221,0.0016195199909050265,(undefined),(undefined),0.013781122163771383,0.00013887001470131306,0.00544269529357255,0.0017480348179409948,0.004172628355407221,0.0016195199909050265,(undefined),(undefined),0.0014145236008358522,4.750752780898981e-06,(undefined),(undefined),0.0014145236008358522,4.750752780898981e-06,(undefined),(undefined),0.0066968484064298525,7.948520760148023e-05,0.003749879058587176,0.0008422367914446785,0.0008348627998388214,0.0020442994149102956,0.04774014390495884,(undefined)
-- I/O --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Input Buffer Size [PetaBytes],0.00830472192,0.00830472192,0.00415236096,0.00830472192,0.00415236096,0.00830472192,0.00830472192,0.00830472192,0.00830472192,0.00830472192,0.00415236096,0.00830472192,0.00415236096,0.00830472192,0.00830472192,0.00830472192,0.00830472192,0.00830472192,0.00415236096,0.00830472192,0.00415236096,0.00830472192,0.00830472192,0.00830472192,0.0005536481280000001,0.0005536481280000001,0.0002768240640000001,0.002102152,0.0005536481280000001,0.0005536481280000001,0.0002768240640000001,0.00077309411328,0.004982833152000001,0.004982833152000001,0.0024914165760000005,0.004982833152000001,0.0024914165760000005,0.0024914165760000005,0.004982833152000001,0.004982833152000001,0.004982833152000001
Total buffer ingest rate [TeraBytes/s],0.00046137344000000003,0.00046137344000000003,0.00023068672000000002,0.00046137344000000003,0.00023068672000000002,0.00046137344000000003,0.00046137344000000003,0.00046137344000000003,0.00046137344000000003,0.00046137344000000003,0.00023068672000000002,0.00046137344000000003,0.00023068672000000002,0.00046137344000000003,0.00046137344000000003,0.00046137344000000003,0.00046137344000000003,0.00046137344000000003,0.00023068672000000002,0.00046137344000000003,0.00023068672000000002,0.00046137344000000003,0.00046137344000000003,0.00046137344000000003,0.00023068672000000002,0.00023068672000000002,0.00011534336000000001,(undefined),0.00023068672000000002,0.00023068672000000002,0.00011534336000000001,(undefined),0.00023068672000000002,0.00023068672000000002,0.00011534336000000001,0.00023068672000000002,0.00011534336000000001,0.00011534336000000001,0.00023068672000000002,0.00023068672000000002,0.00023068672000000002
Output size [TB],0.0,0.0,0.0,0.0,0.11587165102218994,5.584633672217024,14.246514469941387,0.780140544,0.0,0.0,0.0,0.0,0.11587165102218994,5.584633672217024,14.246514469941387,0.780140544,0.0,0.0,0.0,0.0,0.11587165102218994,5.584633672217024,14.246514469941387,0.780140544,0.0,0.0,0.0,0.2147152,0.0,0.0,0.0,0.77309411328,0.0,0.0,0.0,0.0,0.08122838554363401,0.08122838554363401,2.7963870433054336,311.6735055613349,0.9361686528
Buffer Read Rate [TeraBytes/s],0.0004334114133333333,0.0008668228266666666,0.0004334114133333333,0.004334114133333334,0.00260046848,0.00520093696,0.00520093696,0.00520093696,0.0004334114133333333,0.0008668228266666666,0.0004334114133333333,0.004334114133333334,0.00260046848,0.00520093696,0.00520093696,0.00520093696,0.0004334114133333333,0.0008668228266666666,0.0004334114133333333,0.004334114133333334,0.00260046848,0.00520093696,0.00520093696,0.00520093696,0.00021670570666666665,0.0004334114133333333,0.00021670570666666665,0.0008758966666666667,0.00021670570666666665,0.0004334114133333333,0.00021670570666666665,0.0003221225472,0.00021670570666666665,0.0004334114133333333,0.00021670570666666665,0.002167057066666667,0.00130023424,0.00130023424,0.00260046848,0.00260046848,0.00260046848
Facet visibility rate [TeraBytes/s],0.0,2.2050790196804238e-06,8.914897135453441e-05,3.582005522260289e-05,1.695559185096681e-05,7.725053085035412e-05,0.0009502097595852586,(undefined),0.0,2.2050790196804238e-06,8.914897135453441e-05,3.283762759349213e-05,1.695559185096681e-05,7.725053085035412e-05,0.0009502097595852586,(undefined),0.0,2.2050790196804238e-06,8.914897135453441e-05,3.283762759349213e-05,1.695559185096681e-05,7.725053085035412e-05,0.0009502097595852586,(undefined),0.0,1.2194300565821531e-06,3.211866611833088e-05,(undefined),0.0,1.2194300565821531e-06,3.211866611833088e-05,(undefined),0.0,1.5481726760491957e-06,5.208490792326954e-05,2.9490223125796455e-05,1.1904420456494338e-05,1.1904420456494338e-05,5.173304885699878e-05,0.0006209836906913186,(undefined)
Image Write Rate [TeraBytes/s],0.0,0.015072230818811459,0.155064103074192,0.13565007736930312,0.05685683779387039,0.2842841889693519,0.5922587270194831,(undefined),0.0,0.015072230818811459,0.155064103074192,0.06028892327524582,0.05685683779387039,0.2842841889693519,0.5922587270194831,(undefined),0.0,0.015072230818811459,0.155064103074192,0.06028892327524582,0.05685683779387039,0.2842841889693519,0.5922587270194831,(undefined),0.0,0.007614500175658578,0.07833847917344214,(undefined),0.0,0.007614500175658578,0.07833847917344214,(undefined),0.0,0.00754710039176144,0.0776450657588625,0.06792390352585298,0.028469857444916265,0.005693971488983253,0.14234928722458132,12.956948454930782,(undefined)
-- Compute --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Compute Requirement [PetaFLOP/s],0.0006360337282844446,0.00458319616101657,0.0034036370638190544,0.05570149710803367,0.014290093919742937,0.03611963332630703,0.08393361896138139,0.0004922470126933334,0.0006360337282844446,0.00458319616101657,0.0034036370638190544,0.02952905914402554,0.014290093919742937,0.03611963332630703,0.08393361896138139,0.0004922470126933334,0.0006360337282844446,0.00458319616101657,0.0034036370638190544,0.02952905914402554,0.014290093919742937,0.03611963332630703,0.08393361896138139,0.0004922470126933334,0.0003180168641422223,0.0016030113165448716,0.0017063309894321005,0.00050088,0.0003180168641422223,0.0016030113165448716,0.0017063309894321005,2.755e-07,0.0003180168641422223,0.002629890625298277,0.0017076296998131792,0.031613465130808815,0.007619678458145729,0.005961614361489814,0.017655773265000476,0.5894306151796199,0.0002461235063466667
-> DFT [PetaFLOP/s],,0.0007538655596088889,0.0007538655596088889,0.00678479003648,0.008292521155697778,0.008292521155697778,0.008292521155697778,,,0.0007538655596088889,0.0007538655596088889,0.00678479003648,0.008292521155697778,0.008292521155697778,0.008292521155697778,,,0.0007538655596088889,0.0007538655596088889,0.00678479003648,0.008292521155697778,0.008292521155697778,0.008292521155697778,,,0.00037693277980444445,0.00037693277980444445,,,0.00037693277980444445,0.00037693277980444445,,,0.00037693277980444445,0.00037693277980444445,0.00339239501824,0.004146260577848889,0.004146260577848889,0.004146260577848889,0.004146260577848889,
-> Subtract Visibility [PetaFLOP/s],,7.223523555555555e-08,3.611761777777777e-08,6.5011712e-07,3.972937955555556e-07,7.945875911111112e-07,7.945875911111112e-07,,,7.223523555555555e-08,3.611761777777777e-08,6.5011712e-07,3.972937955555556e-07,7.945875911111112e-07,7.945875911111112e-07,,,7.223523555555555e-08,3.611761777777777e-08,6.5011712e-07,3.972937955555556e-07,7.945875911111112e-07,7.945875911111112e-07,,,3.611761777777777e-08,1.8058808888888887e-08,,,3.611761777777777e-08,1.8058808888888887e-08,,,3.611761777777777e-08,1.8058808888888887e-08,3.2505856e-07,1.986468977777778e-07,1.986468977777778e-07,3.972937955555556e-07,3.972937955555556e-07,
-> Flag [PetaFLOP/s],1.0688484693333334e-05,1.007681536e-05,5.03840768e-06,9.069133824e-05,5.542248448e-05,0.00011084496896,0.00011084496896,0.00011084496896,1.0688484693333334e-05,1.007681536e-05,5.03840768e-06,9.069133824e-05,5.542248448e-05,0.00011084496896,0.00011084496896,0.00011084496896,1.0688484693333334e-05,1.007681536e-05,5.03840768e-06,9.069133824e-05,5.542248448e-05,0.00011084496896,0.00011084496896,0.00011084496896,5.344242346666667e-06,5.03840768e-06,2.51920384e-06,,5.344242346666667e-06,5.03840768e-06,2.51920384e-06,,5.344242346666667e-06,5.03840768e-06,2.51920384e-06,4.534566912e-05,2.771124224e-05,2.771124224e-05,5.542248448e-05,5.542248448e-05,5.542248448e-05
-> Degrid [PetaFLOP/s],,0.00019089390670327602,6.756491074293177e-06,0.00188201821169721,0.0007533233380960641,0.0005380727812952467,0.001985433545867884,,,0.00019089390670327602,6.756491074293177e-06,0.0008294883717999904,0.0007533233380960641,0.0005380727812952467,0.001985433545867884,,,0.00019089390670327602,6.756491074293177e-06,0.0008294883717999904,0.0007533233380960641,0.0005380727812952467,0.001985433545867884,,,4.455397007565837e-05,1.947248429347314e-06,,,4.455397007565837e-05,1.947248429347314e-06,,,0.00012711890837125938,3.6665268771096187e-06,0.0011158715927140866,0.0004905048267565538,9.798217392546581e-05,0.00032294371142517015,0.006476232049608833,
-> Image Spectral Fitting [PetaFLOP/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.237805973644753e-07,,,
-> Visibility Weighting [PetaFLOP/s],,8.496904489168568e-07,1.1886529513937923e-07,5.778968909246599e-06,5.651863950322271e-07,9.270063702042492e-07,1.2669463461136783e-06,,,8.496904489168568e-07,1.1886529513937923e-07,2.8021442213113287e-06,5.651863950322271e-07,9.270063702042492e-07,1.2669463461136783e-06,,,8.496904489168568e-07,1.1886529513937923e-07,2.8021442213113287e-06,5.651863950322271e-07,9.270063702042492e-07,1.2669463461136783e-06,,,1.9673471579525403e-07,4.28248881577745e-08,,,1.9673471579525403e-07,4.28248881577745e-08,,,5.965625378376236e-07,6.944654389769273e-08,3.932029750106194e-06,3.96814015216478e-07,3.96814015216478e-07,6.207965862839854e-07,8.279782542550913e-07,
-> Subtract Image Component [PetaFLOP/s],,,,0.00033570818,2.0515499888888888e-05,0.004103099977777778,0.012309299933333333,,,,,0.00033570818,2.0515499888888888e-05,0.004103099977777778,0.012309299933333333,,,,,0.00033570818,2.0515499888888888e-05,0.004103099977777778,0.012309299933333333,,,,,,,,,,,,,0.00019582977166666667,1.1967374935185184e-05,1.1967374935185184e-05,0.0017096249907407406,0.22408396678637038,
-> Demix [PetaFLOP/s],0.0006248810257066667,,,,,,,,0.0006248810257066667,,,,,,,,0.0006248810257066667,,,,,,,,0.00031244051285333335,,,,0.00031244051285333335,,,,0.00031244051285333335,,,,,,,,
-> FFT [PetaFLOP/s],,0.00011088988629343274,0.0013011890543709193,0.0017522309130158559,0.0005759103595529592,0.003682361006530673,0.030496918167945905,,,0.00011088988629343274,0.0013011890543709193,0.000718788552799623,0.0005759103595529592,0.003682361006530673,0.030496918167945905,,,0.00011088988629343274,0.0013011890543709193,0.000718788552799623,0.0005759103595529592,0.003682361006530673,0.030496918167945905,,,5.904599986809562e-05,0.000657726846720662,,,5.904599986809562e-05,0.000657726846720662,,,5.970701697006423e-05,0.000651593854012734,0.0013368818246216221,0.00031123832922866563,6.24901429852896e-05,0.0019745459663219013,0.1190842085748652,
-> Grid [PetaFLOP/s],,0.00019089390670327602,6.756491074293177e-06,0.00188201821169721,0.0007533233380960641,0.0005380727812952467,0.001985433545867884,,,0.00019089390670327602,6.756491074293177e-06,0.0008294883717999904,0.0007533233380960641,0.0005380727812952467,0.001985433545867884,,,0.00019089390670327602,6.756491074293177e-06,0.0008294883717999904,0.0007533233380960641,0.0005380727812952467,0.001985433545867884,,,4.455397007565837e-05,1.947248429347314e-06,,,4.455397007565837e-05,1.947248429347314e-06,,,0.00012711890837125938,3.6665268771096187e-06,0.0011158715927140866,0.0004905048267565538,9.798217392546581e-05,0.00032294371142517015,0.006476232049608833,
-> Gridding Kernel Update [PetaFLOP/s],,0.0007926676004786488,1.2176454296744856e-05,0.008131368518107347,0.0006348682806281506,0.0025246410008252914,0.00848463186326303,,,0.0007926676004786488,1.2176454296744856e-05,0.0035237213850303774,0.0006348682806281506,0.0025246410008252914,0.00848463186326303,,,0.0007926676004786488,1.2176454296744856e-05,0.0035237213850303774,0.0006348682806281506,0.0025246410008252914,0.00848463186326303,,,0.0001757232092698834,2.651437361961974e-06,,,0.0001757232092698834,2.651437361961974e-06,,,0.0005207300690687961,7.701195984797027e-06,0.004559900505462593,0.00040575504764741986,0.0004051426843740681,0.0014689035430795595,0.04508958068550159,
-> Correct [PetaFLOP/s],,3.467291306666667e-05,4.334114133333334e-06,0.00031205621760000004,0.0001907010218666667,0.0003814020437333334,0.0003814020437333334,0.0003814020437333334,,3.467291306666667e-05,4.334114133333334e-06,0.00031205621760000004,0.0001907010218666667,0.0003814020437333334,0.0003814020437333334,0.0003814020437333334,,3.467291306666667e-05,4.334114133333334e-06,0.00031205621760000004,0.0001907010218666667,0.0003814020437333334,0.0003814020437333334,0.0003814020437333334,,1.7336456533333335e-05,2.167057066666667e-06,,,1.7336456533333335e-05,2.167057066666667e-06,,,1.7336456533333335e-05,2.167057066666667e-06,0.00015602810880000002,9.535051093333335e-05,9.535051093333335e-05,0.0001907010218666667,0.0001907010218666667,0.0001907010218666667
-> IFFT [PetaFLOP/s],,0.0005544494314671637,0.0013011890543709193,0.00876115456507928,0.0005759103595529592,0.0014729444026122694,0.004066255755726121,,,0.0005544494314671637,0.0013011890543709193,0.0035939427639981153,0.0005759103595529592,0.0014729444026122694,0.004066255755726121,,,0.0005544494314671637,0.0013011890543709193,0.0035939427639981153,0.0005759103595529592,0.0014729444026122694,0.004066255755726121,,,0.0002952299993404781,0.000657726846720662,,,0.0002952299993404781,0.000657726846720662,,,0.00029853508485032116,0.000651593854012734,0.00668440912310811,0.00031123832922866563,0.00031245071492644804,0.0007898183865287606,0.0003634161638637244,
-> Identify Component [PetaFLOP/s],,,,0.01015693872204908,0.00025673987797462087,0.009261587886350975,0.0031390186007311965,,,,,0.0053721158920218125,0.00025673987797462087,0.009261587886350975,0.0031390186007311965,,,,,0.0053721158920218125,0.00025673987797462087,0.009261587886350975,0.0031390186007311965,,,,,,,,,,,,,0.004896776121798353,0.00014976518061526135,0.00014976518061526135,0.003859012938127134,0.05714572680552755,
-> Average [PetaFLOP/s],3.0758229333333336e-07,,,,,,,,3.0758229333333336e-07,,,,,,,,3.0758229333333336e-07,,,,,,,,1.5379114666666668e-07,,,,1.5379114666666668e-07,,,,1.5379114666666668e-07,,,,,,,,
-> Phase Rotation Predict [PetaFLOP/s],,0.00029226376305777784,0.0,0.0011012984012800002,0.0006952641422222224,0.00010011803648000002,0.0,,,0.00029226376305777784,0.0,0.0005825049395200002,0.0006952641422222224,0.00010011803648000002,0.0,,,0.00029226376305777784,0.0,0.0005825049395200002,0.0006952641422222224,0.00010011803648000002,0.0,,,6.118324451555558e-05,0.0,,,6.118324451555558e-05,0.0,,,0.00014613188152888892,0.0,0.0004550819840000001,0.0003476320711111112,6.952641422222224e-05,5.005901824000001e-05,0.0,
-> Receive [PetaFLOP/s],1.566355911111111e-07,,,,,,,,1.566355911111111e-07,,,,,,,,1.566355911111111e-07,,,,,,,,7.831779555555555e-08,,,,7.831779555555555e-08,,,,7.831779555555555e-08,,,,,,,,
-> Solve [PetaFLOP/s],,1.4604333511111112e-06,,0.00018524988302222222,,,,,,1.4604333511111112e-06,,0.00018524988302222222,,,,,,1.4604333511111112e-06,,0.00018524988302222222,,,,,,7.302166755555556e-07,,,,7.302166755555556e-07,,,,7.302166755555556e-07,,9.268785607111111e-05,,,,,
-> Degridding Kernel Update [PetaFLOP/s],,0.0007926676004786488,1.2176454296744856e-05,0.008131368518107347,0.0006348682806281506,0.0025246410008252914,0.00848463186326303,,,0.0007926676004786488,1.2176454296744856e-05,0.0035237213850303774,0.0006348682806281506,0.0025246410008252914,0.00848463186326303,,,0.0007926676004786488,1.2176454296744856e-05,0.0035237213850303774,0.0006348682806281506,0.0025246410008252914,0.00848463186326303,,,0.0001757232092698834,2.651437361961974e-06,,,0.0001757232092698834,2.651437361961974e-06,,,0.0005207300690687961,7.701195984797027e-06,0.004559900505462593,0.00040575504764741986,0.0004051426843740681,0.0014689035430795595,0.04508958068550159,
-> Phase Rotation [PetaFLOP/s],,0.00029226376305777784,0.0,0.0011012984012800002,0.00013905282844444447,0.00010011803648000002,0.0,,,0.00029226376305777784,0.0,0.0005825049395200002,0.00013905282844444447,0.00010011803648000002,0.0,,,0.00029226376305777784,0.0,0.0005825049395200002,0.00013905282844444447,0.00010011803648000002,0.0,,,6.118324451555558e-05,0.0,,,6.118324451555558e-05,0.0,,,0.00014613188152888892,0.0,0.0004550819840000001,6.952641422222224e-05,6.952641422222224e-05,5.005901824000001e-05,0.0,
-> Reprojection [PetaFLOP/s],,9.420144261757161e-05,,0.0008478129835581445,0.00035535523621168987,0.0017767761810584494,0.00370161704387177,,,9.420144261757161e-05,,0.00037680577047028644,0.00035535523621168987,0.0017767761810584494,0.00370161704387177,,,9.420144261757161e-05,,0.00037680577047028644,0.00035535523621168987,0.0017767761810584494,0.00370161704387177,,,4.7590626097866115e-05,,,,4.7590626097866115e-05,,,,4.716937744850901e-05,,0.000424524397036581,0.00017793660903072666,4.448415225768167e-06,0.0008896830451536333,0.08098092784331737,
-> Source Find [PetaFLOP/s],,,,3e-12,,,,,,,,3e-12,,,,,,,,3e-12,,,,,,,,,,,,,,,,2.5e-12,,,,,
-> Reprojection Predict [PetaFLOP/s],,0.000471007213087858,,0.004239064917790722,0.00035535523621168987,0.0007107104724233797,0.0004935489391829027,,,0.000471007213087858,,0.001884028852351432,0.00035535523621168987,0.0007107104724233797,0.0004935489391829027,,,0.000471007213087858,,0.001884028852351432,0.00035535523621168987,0.0007107104724233797,0.0004935489391829027,,,0.0002379531304893306,,,,0.0002379531304893306,,,,0.000235846887242545,,0.002122621985182905,0.00017793660903072666,4.448415225768167e-06,0.0003558732180614533,0.0002471341792093426,
-> DFT [Tera/s],,0.00043341141333333335,0.00021670570666666668,0.00390070272,0.002383762773333333,0.004767525546666666,0.004767525546666666,,,0.00043341141333333335,0.00021670570666666668,0.00390070272,0.002383762773333333,0.004767525546666666,0.004767525546666666,,,0.00043341141333333335,0.00021670570666666668,0.00390070272,0.002383762773333333,0.004767525546666666,0.004767525546666666,,,0.00021670570666666668,0.00010835285333333334,,,0.00021670570666666668,0.00010835285333333334,,,0.00021670570666666668,0.00010835285333333334,0.00195035136,0.0011918813866666665,0.0011918813866666665,0.002383762773333333,0.002383762773333333,
-> Subtract Visibility [Tera/s],,0.00043341141333333335,0.00021670570666666668,0.00390070272,0.002383762773333333,0.004767525546666666,0.004767525546666666,,,0.00043341141333333335,0.00021670570666666668,0.00390070272,0.002383762773333333,0.004767525546666666,0.004767525546666666,,,0.00043341141333333335,0.00021670570666666668,0.00390070272,0.002383762773333333,0.004767525546666666,0.004767525546666666,,,0.00021670570666666668,0.00010835285333333334,,,0.00021670570666666668,0.00010835285333333334,,,0.00021670570666666668,0.00010835285333333334,0.00195035136,0.0011918813866666665,0.0011918813866666665,0.002383762773333333,0.002383762773333333,
-> Flag [Tera/s],0.00046137344000000003,0.00043341141333333335,0.00021670570666666668,0.00390070272,0.002383762773333333,0.004767525546666666,0.004767525546666666,0.004767525546666666,0.00046137344000000003,0.00043341141333333335,0.00021670570666666668,0.00390070272,0.002383762773333333,0.004767525546666666,0.004767525546666666,0.004767525546666666,0.00046137344000000003,0.00043341141333333335,0.00021670570666666668,0.00390070272,0.002383762773333333,0.004767525546666666,0.004767525546666666,0.004767525546666666,0.00023068672000000002,0.00021670570666666668,0.00010835285333333334,,0.00023068672000000002,0.00021670570666666668,0.00010835285333333334,,0.00023068672000000002,0.00021670570666666668,0.00010835285333333334,0.00195035136,0.0011918813866666665,0.0011918813866666665,0.002383762773333333,0.002383762773333333,0.002383762773333333
-> Degrid [Tera/s],,0.0006372678366876426,8.914897135453441e-05,0.004334226681934949,0.0021194489813708517,0.0006952547776531869,0.0009502097595852588,,,0.0006372678366876426,8.914897135453441e-05,0.0021016081659834965,0.0021194489813708517,0.0006952547776531869,0.0009502097595852588,,,0.0006372678366876426,8.914897135453441e-05,0.0021016081659834965,0.0021194489813708517,0.0006952547776531869,0.0009502097595852588,,,0.00014755103684644053,3.211866611833087e-05,,,0.00014755103684644053,3.211866611833087e-05,,,0.00044742190337821765,5.208490792326954e-05,0.0029490223125796457,0.0014880525570617924,0.00029761051141235844,0.00046559743971298905,0.0006209836906913186,
-> Image Spectral Fitting [Tera/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3729676622741255e-05,,,
-> Visibility Weighting [Tera/s],,0.0011016892650388954,1.920004697972053e-05,0.004325188712967985,0.0005385645217981014,0.0004183716670096466,0.00012128587708814815,,,0.0011016892650388954,1.920004697972053e-05,0.002287703120908686,0.0005385645217981014,0.0004183716670096466,0.00012128587708814815,,,0.0011016892650388954,1.920004697972053e-05,0.002287703120908686,0.0005385645217981014,0.0004183716670096466,0.00012128587708814815,,,0.00024028826183155472,9.600023489860266e-06,,,0.00024028826183155472,9.600023489860266e-06,,,0.0005508446325194477,9.600023489860266e-06,0.0018201924160071684,0.0002692822608990507,0.0002692822608990507,0.0002091858335048233,6.0642938544074076e-05,
-> Subtract Image Component [Tera/s],,,,0.0007065108196317871,0.00011845174540389664,0.011845174540389664,0.024677446959145134,,,,,0.00031400480872523863,0.00011845174540389664,0.011845174540389664,0.024677446959145134,,,,,0.00031400480872523863,0.00011845174540389664,0.011845174540389664,0.024677446959145134,,,,,,,,,,,,,0.0004127320526744538,6.919757017861592e-05,6.919757017861592e-05,0.004942683584186851,0.44989404357398544,
-> Demix [Tera/s],0.00046137344000000003,,,,,,,,0.00046137344000000003,,,,,,,,0.00046137344000000003,,,,,,,,0.00023068672000000002,,,,0.00023068672000000002,,,,0.00023068672000000002,,,,,,,,
-> FFT [Tera/s],,0.015072230818811459,0.155064103074192,0.13565007736930312,0.05685683779387038,0.2842841889693519,0.5922587270194831,,,0.015072230818811459,0.155064103074192,0.06028892327524582,0.05685683779387038,0.2842841889693519,0.5922587270194831,,,0.015072230818811459,0.155064103074192,0.06028892327524582,0.05685683779387038,0.2842841889693519,0.5922587270194831,,,0.007614500175658578,0.07833847917344214,,,0.007614500175658578,0.07833847917344214,,,0.00754710039176144,0.0776450657588625,0.06792390352585298,0.028469857444916265,0.005693971488983252,0.14234928722458132,12.95694845493078,
