,hpso01 (Ingest) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso01 (RCAL) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso01 (FastImg) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso01 (ICAL) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso01 (DPrepA) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso01 (DPrepB) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso01 (DPrepC) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso01 (DPrepD) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso02a (Ingest) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso02a (RCAL) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso02a (FastImg) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso02a (ICAL) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso02a (DPrepA) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso02a (DPrepB) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso02a (DPrepC) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso02a (DPrepD) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso02b (Ingest) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso02b (RCAL) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso02b (FastImg) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso02b (ICAL) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso02b (DPrepA) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso02b (DPrepB) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso02b (DPrepC) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso02b (DPrepD) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso04a (Ingest) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso04a (RCAL) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso04a (FastImg) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso04a (PSS) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso05a (Ingest) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso05a (RCAL) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso05a (FastImg) [Nf_max=8192] [Na=32] [Bmax=32500.0],hpso05a (PST) [Nf_max=8192] [Na=32] [Bmax=32500.0],max_low (Ingest) [Nf_max=8192] [Na=32] [Bmax=32500.0],max_low (RCAL) [Nf_max=8192] [Na=32] [Bmax=32500.0],max_low (FastImg) [Nf_max=8192] [Na=32] [Bmax=32500.0],max_low (ICAL) [Nf_max=8192] [Na=32] [Bmax=32500.0],max_low (DPrepA) [Nf_max=8192] [Na=32] [Bmax=32500.0],max_low (DPrepA_Image) [Nf_max=8192] [Na=32] [Bmax=32500.0],max_low (DPrepB) [Nf_max=8192] [Na=32] [Bmax=32500.0],max_low (DPrepC) [Nf_max=8192] [Na=32] [Bmax=32500.0],max_low (DPrepD) [Nf_max=8192] [Na=32] [Bmax=32500.0]
-> DFT [Mvis/s],,2.66581846819338,4.186921998818418,2.66581846819338,1.5887652792640228,1.5887652792640228,4.186921998818418,,,2.66581846819338,4.186921998818418,2.66581846819338,1.5887652792640228,1.5887652792640228,4.186921998818418,,,2.66581846819338,4.186921998818418,2.66581846819338,1.5887652792640228,1.5887652792640228,4.186921998818418,,,2.6351916610659285,2.971777866651349,,,2.6351916610659285,2.971777866651349,,,2.666789391995967,4.186921998818418,2.666789391995967,2.231738663633976,2.231738663633976,2.231738663633976,4.186921998818418,
-> Subtract Visibility [Mvis/s],,2.66581846819338,4.186921998818418,2.66581846819338,1.5887652792640228,1.5887652792640228,4.186921998818418,,,2.66581846819338,4.186921998818418,2.66581846819338,1.5887652792640228,1.5887652792640228,4.186921998818418,,,2.66581846819338,4.186921998818418,2.66581846819338,1.5887652792640228,1.5887652792640228,4.186921998818418,,,2.6351916610659285,2.971777866651349,,,2.6351916610659285,2.971777866651349,,,2.666789391995967,4.186921998818418,2.666789391995967,2.231738663633976,2.231738663633976,2.231738663633976,4.186921998818418,
-> Flag [Mvis/s],,2.66581846819338,4.186921998818418,2.66581846819338,1.5887652792640228,1.5887652792640228,4.186921998818418,4.186921998818418,,2.66581846819338,4.186921998818418,2.66581846819338,1.5887652792640228,1.5887652792640228,4.186921998818418,4.186921998818418,,2.66581846819338,4.186921998818418,2.66581846819338,1.5887652792640228,1.5887652792640228,4.186921998818418,4.186921998818418,,2.6351916610659285,2.971777866651349,,,2.6351916610659285,2.971777866651349,,,2.666789391995967,4.186921998818418,2.666789391995967,2.231738663633976,2.231738663633976,2.231738663633976,4.186921998818418,4.186921998818418
-> Degrid [Mvis/s],,2.907281107065849,551.9565651395502,8.759109822237836,2.0494162434047585,183.93989483471128,760.7142069529806,,,2.907281107065849,551.9565651395502,8.759109822201854,2.0494162434047585,183.93989483471128,760.7142069529806,,,2.907281107065849,551.9565651395502,8.759109822201854,2.0494162434047585,183.93989483471128,760.7142069529806,,,0.8030134193439122,168.38869890164116,,,0.8030134193439122,168.38869890164116,,,1.907343767514253,323.7178001243763,4.2265268390166035,1.3309688880360597,1.330112890979957,108.17215579331142,2432.7569207074716,
-> Image Spectral Fitting [Mvis/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9267.531720350347,,,
-> Visibility Weighting [Mvis/s],,0.030741643135316472,1.5294900131489961,0.055923665007658184,0.03718718817616755,0.2064907937190228,0.5720396246882966,,,0.030741643135316472,1.5294900131489961,0.055923665007658184,0.03718718817616755,0.2064907937190228,0.5720396246882966,,,0.030741643135316472,1.5294900131489961,0.055923665007658184,0.03718718817616755,0.2064907937190228,0.5720396246882966,,,0.018863793502078053,1.0104975315266487,,,0.018863793502078053,1.0104975315266487,,,0.04317542900965111,1.8424242733990932,0.06733116343289622,0.05222867174397451,0.05222867174397451,0.29004639464956217,0.8483252513903594,
-> Subtract Image Component [Mvis/s],,,,24.531625681659275,13.460425614079162,84.12766008799477,84.12766008799477,,,,,24.53162568165927,13.460425614079162,84.12766008799477,84.12766008799477,,,,,24.53162568165927,13.460425614079162,84.12766008799477,84.12766008799477,,,,,,,,,,,,,18.04950667672538,13.480046138691412,13.480046138691412,84.25028836682132,84.25028836682134,
-> Demix [Mvis/s],0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,
-> FFT [Mvis/s],,0.003301960742862356,0.0055032679047705944,0.004952941114293534,0.003668845269847062,0.009172113174617656,0.009172113174617656,,,0.003301960742862356,0.0055032679047705944,0.004952941114293534,0.003668845269847062,0.009172113174617656,0.009172113174617656,,,0.003301960742862356,0.0055032679047705944,0.004952941114293534,0.003668845269847062,0.009172113174617656,0.009172113174617656,,,0.003319088524544849,0.0055318142075747485,,,0.003319088524544849,0.0055318142075747485,,,0.0033043664101216202,0.005507277350202699,0.004248471098727798,0.003671518233468467,0.0036715182334684667,0.009178795583671169,0.009178795583671169,
-> Grid [Mvis/s],,2.907281107065849,551.9565651395502,8.759109822237836,2.0494162434047585,183.93989483471128,760.7142069529806,,,2.907281107065849,551.9565651395502,8.759109822201854,2.0494162434047585,183.93989483471128,760.7142069529806,,,2.907281107065849,551.9565651395502,8.759109822201854,2.0494162434047585,183.93989483471128,760.7142069529806,,,0.8030134193439122,168.38869890164116,,,0.8030134193439122,168.38869890164116,,,1.907343767514253,323.7178001243763,4.2265268390166035,1.3309688880360597,1.330112890979957,108.17215579331142,2432.7569207074716,
-> Gridding Kernel Update [Mvis/s],,0.004783467303276719,0.03906712345105881,0.006724857214853041,0.005209939414742878,0.02395789061597202,0.03438612923671713,,,0.004783467303276719,0.03906712345105881,0.006724857214837326,0.005209939414742878,0.02395789061597202,0.03438612923671713,,,0.004783467303276719,0.03906712345105881,0.006724857214837326,0.005209939414742878,0.02395789061597202,0.03438612923671713,,,0.004274981328687438,0.037685979728791584,,,0.004274981328687438,0.037685979728791584,,,0.004581363601894175,0.038840790850445776,0.00558272223754605,0.00495052746732568,0.0049488049739965165,0.02047519238954915,0.15328631521356725,
-> Correct [Mvis/s],,2.66581846819338,4.186921998818418,2.66581846819338,1.5887652792640228,1.5887652792640228,4.186921998818418,4.186921998818418,,2.66581846819338,4.186921998818418,2.66581846819338,1.5887652792640228,1.5887652792640228,4.186921998818418,4.186921998818418,,2.66581846819338,4.186921998818418,2.66581846819338,1.5887652792640228,1.5887652792640228,4.186921998818418,4.186921998818418,,2.6351916610659285,2.971777866651349,,,2.6351916610659285,2.971777866651349,,,2.666789391995967,4.186921998818418,2.666789391995967,2.231738663633976,2.231738663633976,2.231738663633976,4.186921998818418,4.186921998818418
-> IFFT [Mvis/s],,0.01650980371431178,0.0055032679047705944,0.024764705571467673,0.003668845269847062,0.0036688452698470622,0.0012229484232823538,,,0.01650980371431178,0.0055032679047705944,0.02476470557146767,0.003668845269847062,0.0036688452698470622,0.0012229484232823538,,,0.01650980371431178,0.0055032679047705944,0.02476470557146767,0.003668845269847062,0.0036688452698470622,0.0012229484232823538,,,0.016595442622724242,0.0055318142075747485,,,0.016595442622724242,0.0055318142075747485,,,0.016521832050608105,0.005507277350202699,0.021242355493638992,0.003671518233468467,0.018357591167342334,0.0036715182334684667,2.8011461131808987e-05,
-> Identify Component [Mvis/s],,,,24.531625681659275,13.460425614079162,84.12766008799477,84.12766008799477,,,,,24.53162568165927,13.460425614079162,84.12766008799477,84.12766008799477,,,,,24.53162568165927,13.460425614079162,84.12766008799477,84.12766008799477,,,,,,,,,,,,,18.04950667672538,13.480046138691412,13.480046138691412,84.25028836682132,84.25028836682134,
-> Average [Mvis/s],0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,
-> Phase Rotation Predict [Mvis/s],,2.66581846819338,4.186921998818418,2.66581846819338,1.5887652792640228,1.5887652792640228,4.186921998818418,,,2.66581846819338,4.186921998818418,2.66581846819338,1.5887652792640228,1.5887652792640228,4.186921998818418,,,2.66581846819338,4.186921998818418,2.66581846819338,1.5887652792640228,1.5887652792640228,4.186921998818418,,,2.6351916610659285,2.971777866651349,,,2.6351916610659285,2.971777866651349,,,2.666789391995967,4.186921998818418,2.666789391995967,2.231738663633976,2.231738663633976,2.231738663633976,4.186921998818418,
-> Receive [Mvis/s],0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,
-> Solve [Mvis/s],,2.66581846819338,,2.66581846819338,,,,,,2.66581846819338,,2.66581846819338,,,,,,2.66581846819338,,2.66581846819338,,,,,,2.6351916610659285,,,,2.6351916610659285,,,,2.6667893919959673,,2.6667893919959673,,,,,
-> Degridding Kernel Update [Mvis/s],,0.004783467303276719,0.03906712345105881,0.006724857214853041,0.005209939414742878,0.02395789061597202,0.03438612923671713,,,0.004783467303276719,0.03906712345105881,0.006724857214837326,0.005209939414742878,0.02395789061597202,0.03438612923671713,,,0.004783467303276719,0.03906712345105881,0.006724857214837326,0.005209939414742878,0.02395789061597202,0.03438612923671713,,,0.004274981328687438,0.037685979728791584,,,0.004274981328687438,0.037685979728791584,,,0.004581363601894175,0.038840790850445776,0.00558272223754605,0.00495052746732568,0.0049488049739965165,0.02047519238954915,0.15328631521356725,
-> Phase Rotation [Mvis/s],,2.66581846819338,4.186921998818418,2.66581846819338,0.31775305585280456,1.5887652792640228,4.186921998818418,,,2.66581846819338,4.186921998818418,2.66581846819338,0.31775305585280456,1.5887652792640228,4.186921998818418,,,2.66581846819338,4.186921998818418,2.66581846819338,0.31775305585280456,1.5887652792640228,4.186921998818418,,,2.6351916610659285,2.971777866651349,,,2.6351916610659285,2.971777866651349,,,2.666789391995967,4.186921998818418,2.666789391995967,0.44634773272679523,2.231738663633976,2.231738663633976,4.186921998818418,
-> Reprojection [Mvis/s],,10.90294474740412,,24.531625681659275,13.460425614079162,84.12766008799477,84.12766008799477,,,10.90294474740412,,24.53162568165927,13.460425614079162,84.12766008799477,84.12766008799477,,,10.90294474740412,,24.53162568165927,13.460425614079162,84.12766008799477,84.12766008799477,,,11.016348633765302,,,,11.016348633765302,,,,10.91883737234005,,18.049506676725382,13.480046138691412,1.6850057673364265,84.25028836682132,84.25028836682134,
-> Source Find [Mvis/s],,,,9e-06,,,,,,,,9e-06,,,,,,,,9e-06,,,,,,,,,,,,,,,,9e-06,,,,,
-> Reprojection Predict [Mvis/s],,54.5147237370206,,122.65812840829636,13.460425614079162,33.651064035197905,11.217021345065968,,,54.5147237370206,,122.65812840829635,13.460425614079162,33.651064035197905,11.217021345065968,,,54.5147237370206,,122.65812840829635,13.460425614079162,33.651064035197905,11.217021345065968,,,55.08174316882651,,,,55.08174316882651,,,,54.59418686170024,,90.2475333836269,13.480046138691412,1.6850057673364265,33.70011534672853,0.25711147572882487,
