,hpso01 (Ingest) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso01 (RCAL) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso01 (FastImg) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso01 (ICAL) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso01 (DPrepA) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso01 (DPrepB) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso01 (DPrepC) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso01 (DPrepD) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso02a (Ingest) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso02a (RCAL) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso02a (FastImg) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso02a (ICAL) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso02a (DPrepA) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso02a (DPrepB) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso02a (DPrepC) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso02a (DPrepD) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso02b (Ingest) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso02b (RCAL) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso02b (FastImg) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso02b (ICAL) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso02b (DPrepA) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso02b (DPrepB) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso02b (DPrepC) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso02b (DPrepD) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso04a (Ingest) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso04a (RCAL) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso04a (FastImg) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso04a (PSS) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso05a (Ingest) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso05a (RCAL) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso05a (FastImg) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso05a (PST) [Nf_max=8192] [Na=128] [Bmax=32500.0],max_low (Ingest) [Nf_max=8192] [Na=128] [Bmax=32500.0],max_low (RCAL) [Nf_max=8192] [Na=128] [Bmax=32500.0],max_low (FastImg) [Nf_max=8192] [Na=128] [Bmax=32500.0],max_low (ICAL) [Nf_max=8192] [Na=128] [Bmax=32500.0],max_low (DPrepA) [Nf_max=8192] [Na=128] [Bmax=32500.0],max_low (DPrepA_Image) [Nf_max=8192] [Na=128] [Bmax=32500.0],max_low (DPrepB) [Nf_max=8192] [Na=128] [Bmax=32500.0],max_low (DPrepC) [Nf_max=8192] [Na=128] [Bmax=32500.0],max_low (DPrepD) [Nf_max=8192] [Na=128] [Bmax=32500.0]
Delta W max1 [lambda],47.41642939569314,47.41642939569314,0.3452488661587885,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,0.3452488661587885,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,0.3452488661587885,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,124.46812716369449,124.46812716369449,0.9062782736668199,,124.46812716369449,124.46812716369449,0.9062782736668199,,51.861719651539374,51.861719651539374,0.37761594736117493,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374
Delta W max2 [lambda],94.83285879138629,94.83285879138629,1.380995464635154,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,1.380995464635154,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,1.380995464635154,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,248.93625432738898,248.93625432738898,3.6251130946672796,,248.93625432738898,248.93625432738898,3.6251130946672796,,103.72343930307875,103.72343930307875,1.5104637894446997,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875
Delta W max3 [lambda],189.66571758277257,189.66571758277257,5.523981858540616,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,5.523981858540616,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,5.523981858540616,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,497.87250865477796,497.87250865477796,14.500452378669118,,497.87250865477796,497.87250865477796,14.500452378669118,,207.4468786061575,207.4468786061575,6.041855157778799,207.4468786061575,207.4468786061575,207.4468786061575,207.4468786061575,207.4468786061575,207.4468786061575
Delta W stack [lambda],(undefined),16.19307923726077,5.523975663456432,13.426003934810602,7.94001606925894,12.3130830428354,12.0087917048766,(undefined),(undefined),16.19307923726077,5.523975663456432,16.193079237641705,7.94001606925894,12.3130830428354,12.0087917048766,(undefined),(undefined),16.19307923726077,5.523975663456432,16.193079237641705,7.94001606925894,12.3130830428354,12.0087917048766,(undefined),(undefined),81.0029607036274,14.500446229164437,(undefined),(undefined),81.0029607036274,14.500446229164437,(undefined),(undefined),13.577780056114506,6.041848315508486,13.577780055056262,8.033197280417278,8.32721476320029,12.5303365950759,49.43452930890974,(undefined)
Delta W theory [lambda],(undefined),44.446252284836,12.587303150687525,30.708349873065497,12.587303150687525,12.587303150687525,12.587303150687525,(undefined),(undefined),44.446252284836,12.587303150687525,44.446252284836,12.587303150687525,12.587303150687525,12.587303150687525,(undefined),(undefined),44.446252284836,12.587303150687525,44.446252284836,12.587303150687525,12.587303150687525,12.587303150687525,(undefined),(undefined),213.49087800652876,89.35330487828081,(undefined),(undefined),213.49087800652876,89.35330487828081,(undefined),(undefined),36.810035269866255,15.152462172657435,36.810035269866255,15.152462172657435,15.152462172657435,15.152462172657435,15.152462172657435,(undefined)
-- Kernel Sizes --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W kernel support pred0 [uv-pixels],(undefined),3.7274638111606855,0.18455205923435844,4.259279783429774,5.511790895466438,7.670862141764707,7.5275398520189345,(undefined),(undefined),3.7274638111606855,0.18455205923435844,3.7274638112266554,5.511790895466438,7.670862141764707,7.5275398520189345,(undefined),(undefined),3.7274638111606855,0.18455205923435844,3.7274638112266554,5.511790895466438,7.670862141764707,7.5275398520189345,(undefined),(undefined),3.1731796300291037,0.08981558727294352,(undefined),(undefined),3.1731796300291037,0.08981558727294352,(undefined),(undefined),3.7556065277975668,0.17264561380323334,3.7556065275773483,4.8611962042290875,4.994539414733475,6.794370567409339,11.7585840842431,(undefined)
W kernel support pred1 [uv-pixels],,3.7274638111606855,0.5223241974335304,4.259279783429774,5.511790895466438,7.670862141764707,7.5275398520189345,,,3.7274638111606855,0.5223241974335304,3.7274638112266554,5.511790895466438,7.670862141764707,7.5275398520189345,,,3.7274638111606855,0.5223241974335304,3.7274638112266554,5.511790895466438,7.670862141764707,7.5275398520189345,,,3.86906481041327,0.254136932091098,,,3.86906481041327,0.254136932091098,,,3.7556065277975668,0.4886127695866622,3.7556065275773483,4.8611962042290875,4.994539414733475,6.794370567409339,19.149016849232545,
W kernel support pred2 [uv-pixels],,3.7274638111606855,1.4792330461194296,4.259279783429774,5.511790895466438,7.670862141764707,7.5275398520189345,,,3.7274638111606855,1.4792330461194296,3.7274638112266554,5.511790895466438,7.670862141764707,7.5275398520189345,,,3.7274638111606855,1.4792330461194296,3.7274638112266554,5.511790895466438,7.670862141764707,7.5275398520189345,,,3.86906481041327,0.7193736457952092,,,3.86906481041327,0.7193736457952092,,,3.7556065277975668,1.3836854797576588,3.7556065275773483,4.8611962042290875,4.994539414733475,6.794370567409339,19.149016849232545,
W kernel support pred3 [uv-pixels],,3.7274638111606855,4.194497754474667,4.259279783429774,5.511790895466438,7.670862141764707,7.5275398520189345,,,3.7274638111606855,4.194497754474667,3.7274638112266554,5.511790895466438,7.670862141764707,7.5275398520189345,,,3.7274638111606855,4.194497754474667,3.7274638112266554,5.511790895466438,7.670862141764707,7.5275398520189345,,,3.86906481041327,2.0378924639467844,,,3.86906481041327,2.0378924639467844,,,3.7556065277975668,3.923135709485075,3.7556065275773483,4.8611962042290875,4.994539414733475,6.794370567409339,19.149016849232545,
AW kernel support pred0 [uv-pixels],(undefined),9.741354447073187,9.001891993496013,9.95698068058453,10.553664713043842,11.825486290126046,11.733024172127713,(undefined),(undefined),9.741354447073187,9.001891993496013,9.74135444709843,10.553664713043842,11.825486290126046,11.733024172127713,(undefined),(undefined),9.741354447073187,9.001891993496013,9.74135444709843,10.553664713043842,11.825486290126046,11.733024172127713,(undefined),(undefined),9.543011524903008,9.000448146604544,(undefined),(undefined),9.543011524903008,9.000448146604544,(undefined),(undefined),9.752157730042912,9.001655764800468,9.752157729958103,10.228940733820451,10.292979353196342,11.276678208022002,14.807575752506388,(undefined)
AW kernel support pred1 [uv-pixels],,9.741354447073187,9.015144068023794,9.95698068058453,10.553664713043842,11.825486290126046,11.733024172127713,,,9.741354447073187,9.015144068023794,9.74135444709843,10.553664713043842,11.825486290126046,11.733024172127713,,,9.741354447073187,9.015144068023794,9.74135444709843,10.553664713043842,11.825486290126046,11.733024172127713,,,9.796410695105543,9.003587372833826,,,9.796410695105543,9.003587372833826,,,9.752157730042912,9.013253709876537,9.752157729958103,10.228940733820451,10.292979353196342,11.276678208022002,21.158564372191982,
AW kernel support pred2 [uv-pixels],,9.741354447073187,9.120752732353388,9.95698068058453,10.553664713043842,11.825486290126046,11.733024172127713,,,9.741354447073187,9.120752732353388,9.74135444709843,10.553664713043842,11.825486290126046,11.733024172127713,,,9.741354447073187,9.120752732353388,9.74135444709843,10.553664713043842,11.825486290126046,11.733024172127713,,,9.796410695105543,9.028704139701594,,,9.796410695105543,9.028704139701594,,,9.752157730042912,9.105744643184991,9.752157729958103,10.228940733820451,10.292979353196342,11.276678208022002,21.158564372191982,
AW kernel support pred3 [uv-pixels],,9.741354447073187,9.92944164655259,9.95698068058453,10.553664713043842,11.825486290126046,11.733024172127713,,,9.741354447073187,9.92944164655259,9.74135444709843,10.553664713043842,11.825486290126046,11.733024172127713,,,9.741354447073187,9.92944164655259,9.74135444709843,10.553664713043842,11.825486290126046,11.733024172127713,,,9.796410695105543,9.22783862530176,,,9.796410695105543,9.22783862530176,,,9.752157730042912,9.817891514731508,9.752157729958103,10.228940733820451,10.292979353196342,11.276678208022002,21.158564372191982,
W kernel support bw0 [uv-pixels],(undefined),3.7274638111606855,0.18455205923435844,4.259279783429774,5.511790895466438,7.670862141764707,7.5275398520189345,(undefined),(undefined),3.7274638111606855,0.18455205923435844,3.7274638112266554,5.511790895466438,7.670862141764707,7.5275398520189345,(undefined),(undefined),3.7274638111606855,0.18455205923435844,3.7274638112266554,5.511790895466438,7.670862141764707,7.5275398520189345,(undefined),(undefined),3.1731796300291037,0.08981558727294352,(undefined),(undefined),3.1731796300291037,0.08981558727294352,(undefined),(undefined),3.7556065277975668,0.17264561380323334,3.7556065275773483,4.8611962042290875,4.994539414733475,6.794370567409339,11.7585840842431,(undefined)
W kernel support bw1 [uv-pixels],,3.7274638111606855,0.5223241974335304,4.259279783429774,5.511790895466438,7.670862141764707,7.5275398520189345,,,3.7274638111606855,0.5223241974335304,3.7274638112266554,5.511790895466438,7.670862141764707,7.5275398520189345,,,3.7274638111606855,0.5223241974335304,3.7274638112266554,5.511790895466438,7.670862141764707,7.5275398520189345,,,3.86906481041327,0.254136932091098,,,3.86906481041327,0.254136932091098,,,3.7556065277975668,0.4886127695866622,3.7556065275773483,4.8611962042290875,4.994539414733475,6.794370567409339,19.149016849232545,
W kernel support bw2 [uv-pixels],,3.7274638111606855,1.4792330461194296,4.259279783429774,5.511790895466438,7.670862141764707,7.5275398520189345,,,3.7274638111606855,1.4792330461194296,3.7274638112266554,5.511790895466438,7.670862141764707,7.5275398520189345,,,3.7274638111606855,1.4792330461194296,3.7274638112266554,5.511790895466438,7.670862141764707,7.5275398520189345,,,3.86906481041327,0.7193736457952092,,,3.86906481041327,0.7193736457952092,,,3.7556065277975668,1.3836854797576588,3.7556065275773483,4.8611962042290875,4.994539414733475,6.794370567409339,19.149016849232545,
W kernel support bw3 [uv-pixels],,3.7274638111606855,4.194497754474667,4.259279783429774,5.511790895466438,7.670862141764707,7.5275398520189345,,,3.7274638111606855,4.194497754474667,3.7274638112266554,5.511790895466438,7.670862141764707,7.5275398520189345,,,3.7274638111606855,4.194497754474667,3.7274638112266554,5.511790895466438,7.670862141764707,7.5275398520189345,,,3.86906481041327,2.0378924639467844,,,3.86906481041327,2.0378924639467844,,,3.7556065277975668,3.923135709485075,3.7556065275773483,4.8611962042290875,4.994539414733475,6.794370567409339,19.149016849232545,
AW kernel support bw0 [uv-pixels],(undefined),9.741354447073187,9.001891993496013,9.95698068058453,10.553664713043842,11.825486290126046,11.733024172127713,(undefined),(undefined),9.741354447073187,9.001891993496013,9.74135444709843,10.553664713043842,11.825486290126046,11.733024172127713,(undefined),(undefined),9.741354447073187,9.001891993496013,9.74135444709843,10.553664713043842,11.825486290126046,11.733024172127713,(undefined),(undefined),9.543011524903008,9.000448146604544,(undefined),(undefined),9.543011524903008,9.000448146604544,(undefined),(undefined),9.752157730042912,9.001655764800468,9.752157729958103,10.228940733820451,10.292979353196342,11.276678208022002,14.807575752506388,(undefined)
AW kernel support bw1 [uv-pixels],,9.741354447073187,9.015144068023794,9.95698068058453,10.553664713043842,11.825486290126046,11.733024172127713,,,9.741354447073187,9.015144068023794,9.74135444709843,10.553664713043842,11.825486290126046,11.733024172127713,,,9.741354447073187,9.015144068023794,9.74135444709843,10.553664713043842,11.825486290126046,11.733024172127713,,,9.796410695105543,9.003587372833826,,,9.796410695105543,9.003587372833826,,,9.752157730042912,9.013253709876537,9.752157729958103,10.228940733820451,10.292979353196342,11.276678208022002,21.158564372191982,
AW kernel support bw2 [uv-pixels],,9.741354447073187,9.120752732353388,9.95698068058453,10.553664713043842,11.825486290126046,11.733024172127713,,,9.741354447073187,9.120752732353388,9.74135444709843,10.553664713043842,11.825486290126046,11.733024172127713,,,9.741354447073187,9.120752732353388,9.74135444709843,10.553664713043842,11.825486290126046,11.733024172127713,,,9.796410695105543,9.028704139701594,,,9.796410695105543,9.028704139701594,,,9.752157730042912,9.105744643184991,9.752157729958103,10.228940733820451,10.292979353196342,11.276678208022002,21.158564372191982,
AW kernel support bw3 [uv-pixels],,9.741354447073187,9.92944164655259,9.95698068058453,10.553664713043842,11.825486290126046,11.733024172127713,,,9.741354447073187,9.92944164655259,9.74135444709843,10.553664713043842,11.825486290126046,11.733024172127713,,,9.741354447073187,9.92944164655259,9.74135444709843,10.553664713043842,11.825486290126046,11.733024172127713,,,9.796410695105543,9.22783862530176,,,9.796410695105543,9.22783862530176,,,9.752157730042912,9.817891514731508,9.752157729958103,10.228940733820451,10.292979353196342,11.276678208022002,21.158564372191982,
-- Data --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snapshot vis size0 [GB],0.009584435687909863,15.70313943107152,0.020552731027675547,15.70313943107152,0.9358702777851132,0.7486962222280906,0.6576873928856174,0.12042615836528642,0.009584435687909863,15.70313943107152,0.020552731027675547,15.70313943107152,0.9358702777851132,0.7486962222280906,0.6576873928856174,0.12042615836528642,0.009584435687909863,15.70313943107152,0.020552731027675547,15.70313943107152,0.9358702777851132,0.7486962222280906,0.6576873928856174,0.12042615836528642,0.009609261511734902,15.522730664162188,0.014587840706017773,(undefined),0.009609261511734902,15.522730664162188,0.014587840706017773,(undefined),0.009587926457013155,15.708858707170355,0.020552731027675547,15.708858707170355,1.3146170238856394,6.573085119428197,1.0516936191085116,0.015053269795660802,0.06021307918264321
Snapshot vis size1 [GB],0.002705080028600387,4.432003118858874,0.005800736114938131,4.432003118858874,0.2641369904532469,0.2113095923625975,0.18562355567802016,0.03398868817346561,0.002705080028600387,4.432003118858874,0.005800736114938131,4.432003118858874,0.2641369904532469,0.2113095923625975,0.18562355567802016,0.03398868817346561,0.002705080028600387,4.432003118858874,0.005800736114938131,4.432003118858874,0.2641369904532469,0.2113095923625975,0.18562355567802016,0.03398868817346561,0.002712086788560953,4.381085133883873,0.004117224825665037,,0.002712086788560953,4.381085133883873,0.004117224825665037,,0.002706065251945115,4.433617308786877,0.005800736114938131,4.433617308786877,0.37103324310026553,1.8551662155013278,0.2968265944802124,0.004248586021683202,0.016994344086732806
Snapshot vis size2 [GB],0.0030602701752570193,5.0139466551411,0.006562400941707539,5.0139466551411,0.2988194602451193,0.23905556819609544,0.2099968301346412,0.038451568017817614,0.0030602701752570193,5.0139466551411,0.006562400941707539,5.0139466551411,0.2988194602451193,0.23905556819609544,0.2099968301346412,0.038451568017817614,0.0030602701752570193,5.0139466551411,0.006562400941707539,5.0139466551411,0.2988194602451193,0.23905556819609544,0.2099968301346412,0.038451568017817614,0.0030681969568330894,4.956342891424061,0.004657836443134609,,0.0030681969568330894,4.956342891424061,0.004657836443134609,,0.0030613847632122593,5.015772796046966,0.006562400941707539,5.015772796046966,0.41975171007274037,2.0987585503637023,0.33580136805819233,0.004806446002227202,0.019225784008908807
Snapshot vis size3 [GB],0.0038477349571807706,6.304128953844975,0.008251029504061168,6.304128953844975,0.3757112990765497,0.30056903926123973,0.2640329441299573,0.048345876000358404,0.0038477349571807706,6.304128953844975,0.008251029504061168,6.304128953844975,0.3757112990765497,0.30056903926123973,0.2640329441299573,0.048345876000358404,0.0038477349571807706,6.304128953844975,0.008251029504061168,6.304128953844975,0.3757112990765497,0.30056903926123973,0.2640329441299573,0.048345876000358404,0.003857701447987622,6.23170266380324,0.005856384920515842,,0.003857701447987622,6.23170266380324,0.005856384920515842,,0.003849136349473812,6.3064249949778945,0.008251029504061168,6.3064249949778945,0.5277616797502678,2.638808398751339,0.42220934380021424,0.0060432345000448005,0.024172938000179202
Facet size [GB],(undefined),0.1962530054532742,0.24228766105342497,0.28260432785271483,0.6730212807039582,0.6730212807039582,0.6730212807039582,(undefined),(undefined),0.1962530054532742,0.24228766105342497,0.19625300545327415,0.6730212807039582,0.6730212807039582,0.6730212807039582,(undefined),(undefined),0.1962530054532742,0.24228766105342497,0.19625300545327415,0.6730212807039582,0.6730212807039582,0.6730212807039582,(undefined),(undefined),0.28554375658719666,0.2448077474170067,(undefined),(undefined),0.28554375658719666,0.2448077474170067,(undefined),(undefined),0.28301626469105406,0.24264083049644533,0.28301626469105406,0.6740023069345706,0.6740023069345706,0.6740023069345706,0.6740023069345706,(undefined)
Image size [GB],0.6730212807039583,4.906325136331856,0.24228766105342492,4.906325136331856,0.6730212807039583,0.6730212807039583,0.6730212807039583,0.6730212807039583,0.6730212807039583,4.906325136331856,0.24228766105342492,2.1805889494808244,0.6730212807039583,0.6730212807039583,0.6730212807039583,0.6730212807039583,0.6730212807039583,4.906325136331856,0.24228766105342492,2.1805889494808244,0.6730212807039583,0.6730212807039583,0.6730212807039583,0.6730212807039583,0.6800215206027961,4.957356885194385,0.24480774741700664,(undefined),0.6800215206027961,4.957356885194385,0.24480774741700664,(undefined),0.6740023069345706,4.913476817553018,0.24264083049644541,4.913476817553018,0.6740023069345706,0.6740023069345706,0.6740023069345706,0.6740023069345706,0.6740023069345706
Image cube size [GB],352856.9812177169,1570.0240436261938,38.76602576854799,1570.0240436261938,107.68340491263334,2692.085122815833,8076.255368447499,44107.12265221461,352856.9812177169,1570.0240436261938,38.76602576854799,697.7884638338637,107.68340491263334,2692.085122815833,8076.255368447499,44107.12265221461,352856.9812177169,1570.0240436261938,38.76602576854799,697.7884638338637,107.68340491263334,2692.085122815833,8076.255368447499,44107.12265221461,178263.56149689938,793.1771016311017,19.58461979336053,(undefined),178263.56149689938,793.1771016311017,19.58461979336053,(undefined),176685.6607490561,786.1562908084829,19.411266439715632,786.1562908084829,53.920184554765655,53.920184554765655,1348.0046138691414,176685.6607490561,44171.41518726402
Calibration output [GB],0.0,0.589824,0.0,2.9696,0.0,0.0,0.0,0.0,0.0,0.589824,0.0,2.9696,0.0,0.0,0.0,0.0,0.0,0.589824,0.0,2.9696,0.0,0.0,0.0,0.0,0.0,0.0786432,0.0,(undefined),0.0,0.0786432,0.0,(undefined),0.0,0.7077888,0.0,4.9790976,0.0,0.0,0.0,0.0,0.0
Calibration process interval [s],600,10,600,600,600,600,600,600,600,10,600,600,600,600,600,600,600,10,600,600,600,600,600,600,600,10,600,600,600,10,600,600,600,10,600,600,600,600,600,600,600
Calibration process in [MB],0.0,5.7890949733662715,0.0,1809.09217917696,0.0,0.0,0.0,0.0,0.0,5.7890949733662715,0.0,1809.09217917696,0.0,0.0,0.0,0.0,0.0,5.7890949733662715,0.0,1809.09217917696,0.0,0.0,0.0,0.0,0.0,9.64849162227712,0.0,(undefined),0.0,9.64849162227712,0.0,(undefined),0.0,4.135067838118766,0.0,1788.4168399863663,0.0,0.0,0.0,0.0,0.0
Calibration process out [MB],0.0,0.065536,0.0,20.48,0.0,0.0,0.0,0.0,0.0,0.065536,0.0,20.48,0.0,0.0,0.0,0.0,0.0,0.065536,0.0,20.48,0.0,0.0,0.0,0.0,0.0,0.10922666666666667,0.0,(undefined),0.0,0.10922666666666667,0.0,(undefined),0.0,0.04681142857142857,0.0,20.245942857142857,0.0,0.0,0.0,0.0,0.0
Cleaning memory [PetaBytes],(undefined),(undefined),(undefined),0.002296160163803308,0.00021873191622878645,0.021873191622878645,0.06561957486863593,(undefined),(undefined),(undefined),(undefined),0.0010205156283570258,0.00021873191622878645,0.021873191622878645,0.06561957486863593,(undefined),(undefined),(undefined),(undefined),0.0010205156283570258,0.00021873191622878645,0.021873191622878645,0.06561957486863593,(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),0.0032193100108607394,0.0003066710496552297,0.0003066710496552297,0.021905074975373546,2.8711419871721615,(undefined)
Working (cache) memory [TeraBytes],(undefined),0.00015273295400779612,6.04546682564721e-06,0.00015824808350120987,1.3717284398602115e-05,3.6976217019080095e-05,3.4942110588372835e-05,(undefined),(undefined),0.00015273295400779612,6.04546682564721e-06,6.788131289595799e-05,1.3717284398602115e-05,3.6976217019080095e-05,3.4942110588372835e-05,(undefined),(undefined),0.00015273295400779612,6.04546682564721e-06,6.788131289595799e-05,1.3717284398602115e-05,3.6976217019080095e-05,3.4942110588372835e-05,(undefined),(undefined),3.558518441796792e-05,2.0799600249510374e-07,(undefined),(undefined),3.558518441796792e-05,2.0799600249510374e-07,(undefined),(undefined),7.593959000774814e-05,3.4624856189534923e-06,7.593958999438946e-05,6.587451549480525e-06,7.144540753792293e-06,1.798604488649424e-05,0.0004026497441796259,(undefined)
-- I/O --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Input Buffer Size [PetaBytes],0.07676957250823288,0.07676957250823288,0.06028696548727063,0.07676957250823288,0.03838478625411644,0.07676957250823288,0.12057393097454126,0.12057393097454126,0.07676957250823288,0.07676957250823288,0.06028696548727063,0.07676957250823288,0.03838478625411644,0.07676957250823288,0.12057393097454126,0.12057393097454126,0.07676957250823288,0.07676957250823288,0.06028696548727063,0.07676957250823288,0.03838478625411644,0.07676957250823288,0.12057393097454126,0.12057393097454126,0.0051312281870092265,0.0051312281870092265,0.004019131032484709,0.002102152,0.0051312281870092265,0.0051312281870092265,0.004019131032484709,0.00077309411328,0.046078519757220666,0.046078519757220666,0.03617217929236238,0.046078519757220666,0.023039259878610333,0.023039259878610333,0.046078519757220666,0.07234435858472477,0.07234435858472477
Total buffer ingest rate [TeraBytes/s],0.004264976250457382,0.004264976250457382,0.003349275860403924,0.004264976250457382,0.002132488125228691,0.004264976250457382,0.006698551720807848,0.006698551720807848,0.004264976250457382,0.004264976250457382,0.003349275860403924,0.004264976250457382,0.002132488125228691,0.004264976250457382,0.006698551720807848,0.006698551720807848,0.004264976250457382,0.004264976250457382,0.003349275860403924,0.004264976250457382,0.002132488125228691,0.004264976250457382,0.006698551720807848,0.006698551720807848,0.002138011744587178,0.002138011744587178,0.001674637930201962,(undefined),0.002138011744587178,0.002138011744587178,0.001674637930201962,(undefined),0.002133264803575031,0.002133264803575031,0.001674637930201962,0.002133264803575031,0.0010666324017875155,0.0010666324017875155,0.002133264803575031,0.003349275860403924,0.003349275860403924
Output size [TB],0.0,0.0,0.0,0.0,0.023744190783235645,1.1872095391617823,3.5616286174853466,11.856066505454125,0.0,0.0,0.0,0.0,0.023744190783235645,1.1872095391617823,3.5616286174853466,11.856066505454125,0.0,0.0,0.0,0.0,0.023744190783235645,1.1872095391617823,3.5616286174853466,11.856066505454125,0.0,0.0,0.0,0.2147152,0.0,0.0,0.0,0.77309411328,0.0,0.0,0.0,0.0,0.016645160972056153,0.016645160972056153,0.5944700347162911,77.91837639033372,14.22727980654495
Buffer Read Rate [TeraBytes/s],0.004193762421188862,0.008387524842377723,0.00658670361414118,0.04193762421188862,0.014996304220480232,0.029992608440960463,0.07904044336969415,0.07904044336969415,0.004193762421188862,0.008387524842377723,0.00658670361414118,0.04193762421188862,0.014996304220480232,0.029992608440960463,0.07904044336969415,0.07904044336969415,0.004193762421188862,0.008387524842377723,0.00658670361414118,0.04193762421188862,0.014996304220480232,0.029992608440960463,0.07904044336969415,0.07904044336969415,0.002102312600110865,0.004145581513769781,0.002337542951626661,0.0008758966666666667,0.002102312600110865,0.004145581513769781,0.002337542951626661,0.0003221225472,0.0020976449204654726,0.004195289840930945,0.00329335180707059,0.020976449204654725,0.010532654627235653,0.010532654627235653,0.021065309254471306,0.039520221684847076,0.039520221684847076
Facet visibility rate [TeraBytes/s],0.0,8.797694500301529e-05,0.0012030672413104878,0.001096141104596063,0.0017866382791771342,0.0035732765583542684,0.009899016534993137,(undefined),0.0,8.797694500301529e-05,0.0012030672413104878,0.0007917925050271377,0.0017866382791771342,0.0035732765583542684,0.009899016534993137,(undefined),0.0,8.797694500301529e-05,0.0012030672413104878,0.0007917925050271377,0.0017866382791771342,0.0035732765583542684,0.009899016534993137,(undefined),0.0,3.738062120870612e-05,0.0003974189001410613,(undefined),0.0,3.738062120870612e-05,0.0003974189001410613,(undefined),0.0,8.553123594509447e-05,0.00072460763681554,0.0007697811235058502,0.0012547968412658737,0.0012547968412658737,0.0025095936825317473,0.007340038458997669,(undefined)
Image Write Rate [TeraBytes/s],0.0,0.0037680577047028646,0.038766025768548,0.03391251934232578,0.009870978783658054,0.04935489391829027,0.14806468175487078,(undefined),0.0,0.0037680577047028646,0.038766025768548,0.015072230818811455,0.009870978783658054,0.04935489391829027,0.14806468175487078,(undefined),0.0,0.0037680577047028646,0.038766025768548,0.015072230818811455,0.009870978783658054,0.04935489391829027,0.14806468175487078,(undefined),0.0,0.0019036250439146444,0.019584619793360535,(undefined),0.0,0.0019036250439146444,0.019584619793360535,(undefined),0.0,0.00188677509794036,0.019411266439715625,0.016980975881463245,0.0049426835841868515,0.0009885367168373704,0.024713417920934257,3.2392371137326954,(undefined)
-- Compute --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
