,hpso01 (Ingest) [Nf_max=8192] [Na=128],hpso01 (RCAL) [Nf_max=8192] [Na=128],hpso01 (FastImg) [Nf_max=8192] [Na=128],hpso01 (ICAL) [Nf_max=8192] [Na=128],hpso01 (DPrepA) [Nf_max=8192] [Na=128],hpso01 (DPrepB) [Nf_max=8192] [Na=128],hpso01 (DPrepC) [Nf_max=8192] [Na=128],hpso01 (DPrepD) [Nf_max=8192] [Na=128],hpso02a (Ingest) [Nf_max=8192] [Na=128],hpso02a (RCAL) [Nf_max=8192] [Na=128],hpso02a (FastImg) [Nf_max=8192] [Na=128],hpso02a (ICAL) [Nf_max=8192] [Na=128],hpso02a (DPrepA) [Nf_max=8192] [Na=128],hpso02a (DPrepB) [Nf_max=8192] [Na=128],hpso02a (DPrepC) [Nf_max=8192] [Na=128],hpso02a (DPrepD) [Nf_max=8192] [Na=128],hpso02b (Ingest) [Nf_max=8192] [Na=128],hpso02b (RCAL) [Nf_max=8192] [Na=128],hpso02b (FastImg) [Nf_max=8192] [Na=128],hpso02b (ICAL) [Nf_max=8192] [Na=128],hpso02b (DPrepA) [Nf_max=8192] [Na=128],hpso02b (DPrepB) [Nf_max=8192] [Na=128],hpso02b (DPrepC) [Nf_max=8192] [Na=128],hpso02b (DPrepD) [Nf_max=8192] [Na=128],hpso04a (Ingest) [Nf_max=8192] [Na=128],hpso04a (RCAL) [Nf_max=8192] [Na=128],hpso04a (FastImg) [Nf_max=8192] [Na=128],hpso04a (PSS) [Nf_max=8192] [Na=128],hpso05a (Ingest) [Nf_max=8192] [Na=128],hpso05a (RCAL) [Nf_max=8192] [Na=128],hpso05a (FastImg) [Nf_max=8192] [Na=128],hpso05a (PST) [Nf_max=8192] [Na=128],max_low (Ingest) [Nf_max=8192] [Na=128],max_low (RCAL) [Nf_max=8192] [Na=128],max_low (FastImg) [Nf_max=8192] [Na=128],max_low (ICAL) [Nf_max=8192] [Na=128],max_low (DPrepA) [Nf_max=8192] [Na=128],max_low (DPrepA_Image) [Nf_max=8192] [Na=128],max_low (DPrepB) [Nf_max=8192] [Na=128],max_low (DPrepC) [Nf_max=8192] [Na=128],max_low (DPrepD) [Nf_max=8192] [Na=128]
-> Identify Component [Tera/s],,,,5.12e-08,9.777777777777777e-11,8.8e-08,2.933333333333333e-08,,,,,2.88e-08,9.777777777777777e-11,8.8e-08,2.933333333333333e-08,,,,,2.88e-08,9.777777777777777e-11,8.8e-08,2.933333333333333e-08,,,,,,,,,,,,,2.986666666666667e-08,5.703703703703703e-11,5.703703703703703e-11,4.074074074074074e-09,5.33997037037037e-07,
-> Average [Tera/s],0.007102354773333335,,,,,,,,0.007102354773333335,,,,,,,,0.007102354773333335,,,,,,,,0.0035511773866666674,,,,0.0035511773866666674,,,,0.0035511773866666674,,,,,,,,
-> Phase Rotation Predict [Tera/s],,0.4545507054933334,0.0,4.09095634944,0.0,0.7031331225599998,0.0,,,0.4545507054933334,0.0,2.30116294656,0.0,0.7031331225599998,0.0,,,0.4545507054933334,0.0,2.30116294656,0.0,0.7031331225599998,0.0,,,0.17400769194666668,0.0,,,0.17400769194666668,0.0,,,0.2272753527466667,0.0,2.04547817472,0.0,0.0,0.0,0.0,
-> Receive [Tera/s],0.00721420288,,,,,,,,0.00721420288,,,,,,,,0.00721420288,,,,,,,,0.00360710144,,,,0.00360710144,,,,0.00360710144,,,,,,,,
-> Solve [Tera/s],,6.5536e-08,,1.3653333333333335e-06,,,,,,6.5536e-08,,1.3653333333333335e-06,,,,,,6.5536e-08,,1.3653333333333335e-06,,,,,,3.2768e-08,,,,3.2768e-08,,,,3.2768e-08,,9.448106666666668e-07,,,,,
-> Degridding Kernel Update [Tera/s],,27.955387921225253,1.0666305003330867,251.59849128346733,30.310376192882718,94.1744261802502,349.9773911126691,,,27.955387921225253,1.0666305003330867,98.31329085855953,30.310376192882718,94.1744261802502,349.9773911126691,,,27.955387921225253,1.0666305003330867,98.31329085855953,30.310376192882718,94.1744261802502,349.9773911126691,,,4.254392864767309,0.02721172727419882,,,4.254392864767309,0.02721172727419882,,,13.665358452891518,0.5884756866949146,122.98822585267763,15.390047026470684,16.68462424142136,95.85704981356822,4027.660307815623,
-> Phase Rotation [Tera/s],,0.006852439805720512,0.0,0.06167195825148461,0.0,0.011393207324123193,0.0,,,0.006852439805720512,0.0,0.0300036457974724,0.0,0.011393207324123193,0.0,,,0.006852439805720512,0.0,0.0300036457974724,0.0,0.011393207324123193,0.0,,,0.002111257960229667,0.0,,,0.002111257960229667,0.0,,,0.004811058282429923,0.0,0.043299524541869305,0.0,0.0,0.0,0.0,
-> Reprojection [Tera/s],,0.015072230818811459,,0.13565007736930312,0.03948391513463221,0.2842841889693519,0.5922587270194831,,,0.015072230818811459,,0.06028892327524582,0.03948391513463221,0.2842841889693519,0.5922587270194831,,,0.015072230818811459,,0.06028892327524582,0.03948391513463221,0.2842841889693519,0.5922587270194831,,,0.007614500175658578,,,,0.007614500175658578,,,,0.00754710039176144,,0.06792390352585298,0.019770734336747406,0.0004942683584186851,0.09885367168373703,12.95694845493078,
-> Source Find [Tera/s],,,,1.44e-08,,,,,,,,1.44e-08,,,,,,,,1.44e-08,,,,,,,,,,,,,,,,1.44e-08,,,,,
-> Reprojection Predict [Tera/s],,0.0753611540940573,,0.6782503868465156,0.03948391513463221,0.11371367558774076,0.07896783026926442,,,0.0753611540940573,,0.3014446163762291,0.03948391513463221,0.11371367558774076,0.07896783026926442,,,0.0753611540940573,,0.3014446163762291,0.03948391513463221,0.11371367558774076,0.07896783026926442,,,0.038072500878292885,,,,0.038072500878292885,,,,0.037735501958807205,,0.33961951762926484,0.019770734336747406,0.0004942683584186851,0.03954146867349481,0.03954146867349481,
Total visibilities [Mvis/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-> DFT [Mvis/s],,73.98286222222222,73.98286222222222,73.98286222222222,73.98286222222222,73.98286222222222,73.98286222222222,,,73.98286222222222,73.98286222222222,73.98286222222222,73.98286222222222,73.98286222222222,73.98286222222222,,,73.98286222222222,73.98286222222222,73.98286222222222,73.98286222222222,73.98286222222222,73.98286222222222,,,73.98286222222222,73.98286222222222,,,73.98286222222222,73.98286222222222,,,73.98286222222222,73.98286222222222,73.98286222222222,73.98286222222222,73.98286222222222,73.98286222222222,73.98286222222222,
-> Subtract Visibility [Mvis/s],,73.98286222222222,73.98286222222222,73.98286222222222,73.98286222222222,73.98286222222222,73.98286222222222,,,73.98286222222222,73.98286222222222,73.98286222222222,73.98286222222222,73.98286222222222,73.98286222222222,,,73.98286222222222,73.98286222222222,73.98286222222222,73.98286222222222,73.98286222222222,73.98286222222222,,,73.98286222222222,73.98286222222222,,,73.98286222222222,73.98286222222222,,,73.98286222222222,73.98286222222222,73.98286222222222,73.98286222222222,73.98286222222222,73.98286222222222,73.98286222222222,
-> Flag [Mvis/s],,73.98286222222222,73.98286222222222,73.98286222222222,73.98286222222222,73.98286222222222,73.98286222222222,73.98286222222222,,73.98286222222222,73.98286222222222,73.98286222222222,73.98286222222222,73.98286222222222,73.98286222222222,73.98286222222222,,73.98286222222222,73.98286222222222,73.98286222222222,73.98286222222222,73.98286222222222,73.98286222222222,73.98286222222222,,73.98286222222222,73.98286222222222,,,73.98286222222222,73.98286222222222,,,73.98286222222222,73.98286222222222,73.98286222222222,73.98286222222222,73.98286222222222,73.98286222222222,73.98286222222222,73.98286222222222
-> Degrid [Mvis/s],,148.7382283364869,14372.680370234393,148.7382283357479,1422.956286538731,181.3741368673066,19480.017082046325,,,148.7382283364869,14372.680370234393,122.17342019851169,1422.956286538731,181.3741368673066,19480.017082046325,,,148.7382283364869,14372.680370234393,122.17342019851169,1422.956286538731,181.3741368673066,19480.017082046325,,,72.38242203107123,4125.309289894217,,,72.38242203107123,4125.309289894217,,,99.35101975957468,7755.540838404491,99.35101973383802,730.7264934166627,746.8669685289913,2070.316972107081,47623.28198077991,
-> Image Spectral Fitting [Mvis/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37070.12688140139,,,
-> Visibility Weighting [Mvis/s],,1.115305957962323,30.435267102220084,1.115305957962323,5.501658099693201,1.1987802319153191,14.745434930025395,,,1.115305957962323,30.435267102220084,0.9646233859784079,5.501658099693201,1.1987802319153191,14.745434930025395,,,1.115305957962323,30.435267102220084,0.9646233859784079,5.501658099693201,1.1987802319153191,14.745434930025395,,,0.8976436905738381,21.93048708079581,,,0.8976436905738381,21.93048708079581,,,1.5660997013118239,35.56335110889909,1.5660997013118239,6.639842980142916,6.639842980142916,6.639842980142916,19.272954232110813,
-> Subtract Image Component [Mvis/s],,,,55.19615778373337,336.5106403519791,53.841702456316646,336.5106403519791,,,,,43.611778989616475,336.5106403519791,53.841702456316646,336.5106403519791,,,,,43.611778989616475,336.5106403519791,53.841702456316646,336.5106403519791,,,,,,,,,,,,,55.276614197471474,337.00115346728535,337.00115346728535,337.0011534672853,337.00115346728535,
-> Demix [Mvis/s],0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,
-> FFT [Mvis/s],,0.0074294116714403,0.011006535809541189,0.0074294116714403,0.018344226349235312,0.007337690539694124,0.018344226349235312,,,0.0074294116714403,0.011006535809541189,0.006603921485724711,0.018344226349235312,0.007337690539694124,0.018344226349235312,,,0.0074294116714403,0.011006535809541189,0.006603921485724711,0.018344226349235312,0.007337690539694124,0.018344226349235312,,,0.008534799063115326,0.011063628415149497,,,0.008534799063115326,0.011063628415149497,,,0.007434824422773646,0.011014554700405398,0.007434824422773646,0.018357591167342337,0.018357591167342334,0.018357591167342337,0.018357591167342337,
-> Grid [Mvis/s],,148.7382283364869,14372.680370234393,148.7382283357479,1422.956286538731,181.3741368673066,19480.017082046325,,,148.7382283364869,14372.680370234393,122.17342019851169,1422.956286538731,181.3741368673066,19480.017082046325,,,148.7382283364869,14372.680370234393,122.17342019851169,1422.956286538731,181.3741368673066,19480.017082046325,,,72.38242203107123,4125.309289894217,,,72.38242203107123,4125.309289894217,,,99.35101975957468,7755.540838404491,99.35101973383802,730.7264934166627,746.8669685289913,2070.316972107081,47623.28198077991,
-> Gridding Kernel Update [Mvis/s],,0.08944603447747435,0.7865267920614395,0.08944603447718767,0.23073742970897781,0.09859003741099732,0.5544057582432079,,,0.08944603447747435,0.7865267920614395,0.08444974387125131,0.23073742970897781,0.09859003741099732,0.5544057582432079,,,0.08944603447747435,0.7865267920614395,0.08444974387125131,0.23073742970897781,0.09859003741099732,0.5544057582432079,,,0.09025148890527099,0.6925953318918809,,,0.09025148890527099,0.6925953318918809,,,0.08618949026952784,0.771111296264357,0.08618949025530659,0.21080250900737038,0.2154587691551871,0.2986261043582156,2.1913686965953394,
-> Correct [Mvis/s],,73.98286222222222,73.98286222222222,73.98286222222222,73.98286222222222,73.98286222222222,73.98286222222222,73.98286222222222,,73.98286222222222,73.98286222222222,73.98286222222222,73.98286222222222,73.98286222222222,73.98286222222222,73.98286222222222,,73.98286222222222,73.98286222222222,73.98286222222222,73.98286222222222,73.98286222222222,73.98286222222222,73.98286222222222,,73.98286222222222,73.98286222222222,,,73.98286222222222,73.98286222222222,,,73.98286222222222,73.98286222222222,73.98286222222222,73.98286222222222,73.98286222222222,73.98286222222222,73.98286222222222,73.98286222222222
-> IFFT [Mvis/s],,0.03714705835720151,0.011006535809541189,0.03714705835720151,0.018344226349235312,0.00293507621587765,0.0024458968465647076,,,0.03714705835720151,0.011006535809541189,0.03301960742862356,0.018344226349235312,0.00293507621587765,0.0024458968465647076,,,0.03714705835720151,0.011006535809541189,0.03301960742862356,0.018344226349235312,0.00293507621587765,0.0024458968465647076,,,0.04267399531557663,0.011063628415149497,,,0.04267399531557663,0.011063628415149497,,,0.03717412211386824,0.011014554700405398,0.03717412211386824,0.018357591167342337,0.09178795583671168,0.007343036466936933,5.6022922263617973e-05,
-> Identify Component [Mvis/s],,,,55.19615778373337,336.5106403519791,53.841702456316646,336.5106403519791,,,,,43.611778989616475,336.5106403519791,53.841702456316646,336.5106403519791,,,,,43.611778989616475,336.5106403519791,53.841702456316646,336.5106403519791,,,,,,,,,,,,,55.276614197471474,337.00115346728535,337.00115346728535,337.0011534672853,337.00115346728535,
-> Average [Mvis/s],0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,
-> Phase Rotation Predict [Mvis/s],,73.98286222222222,73.98286222222222,73.98286222222222,73.98286222222222,73.98286222222222,73.98286222222222,,,73.98286222222222,73.98286222222222,73.98286222222222,73.98286222222222,73.98286222222222,73.98286222222222,,,73.98286222222222,73.98286222222222,73.98286222222222,73.98286222222222,73.98286222222222,73.98286222222222,,,73.98286222222222,73.98286222222222,,,73.98286222222222,73.98286222222222,,,73.98286222222222,73.98286222222222,73.98286222222222,73.98286222222222,73.98286222222222,73.98286222222222,73.98286222222222,
-> Receive [Mvis/s],0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,
-> Solve [Mvis/s],,73.98286222222222,,73.98286222222222,,,,,,73.98286222222222,,73.98286222222222,,,,,,73.98286222222222,,73.98286222222222,,,,,,73.98286222222222,,,,73.98286222222222,,,,73.98286222222222,,73.98286222222222,,,,,
-> Degridding Kernel Update [Mvis/s],,0.08944603447747435,0.7865267920614395,0.08944603447718767,0.23073742970897781,0.09859003741099732,0.5544057582432079,,,0.08944603447747435,0.7865267920614395,0.08444974387125131,0.23073742970897781,0.09859003741099732,0.5544057582432079,,,0.08944603447747435,0.7865267920614395,0.08444974387125131,0.23073742970897781,0.09859003741099732,0.5544057582432079,,,0.09025148890527099,0.6925953318918809,,,0.09025148890527099,0.6925953318918809,,,0.08618949026952784,0.771111296264357,0.08618949025530659,0.21080250900737038,0.2154587691551871,0.2986261043582156,2.1913686965953394,
-> Phase Rotation [Mvis/s],,73.98286222222222,73.98286222222222,73.98286222222222,14.796572444444443,73.98286222222222,73.98286222222222,,,73.98286222222222,73.98286222222222,73.98286222222222,14.796572444444443,73.98286222222222,73.98286222222222,,,73.98286222222222,73.98286222222222,73.98286222222222,14.796572444444443,73.98286222222222,73.98286222222222,,,73.98286222222222,73.98286222222222,,,73.98286222222222,73.98286222222222,,,73.98286222222222,73.98286222222222,73.98286222222222,14.796572444444443,73.98286222222222,73.98286222222222,73.98286222222222,
-> Reprojection [Mvis/s],,55.19615778373337,,55.19615778373337,336.5106403519791,53.841702456316646,336.5106403519791,,,55.19615778373337,,43.611778989616475,336.5106403519791,53.841702456316646,336.5106403519791,,,55.19615778373337,,43.611778989616475,336.5106403519791,53.841702456316646,336.5106403519791,,,72.84279504775424,,,,72.84279504775424,,,,55.2766141974715,,55.276614197471496,337.00115346728535,42.12514418341067,337.0011534672853,337.00115346728535,
-> Source Find [Mvis/s],,,,9e-06,,,,,,,,9e-06,,,,,,,,9e-06,,,,,,,,,,,,,,,,9e-06,,,,,
-> Reprojection Predict [Mvis/s],,275.98078891866686,,275.98078891866686,336.5106403519791,21.536680982526658,44.86808538026387,,,275.98078891866686,,218.05889494808238,336.5106403519791,21.536680982526658,44.86808538026387,,,275.98078891866686,,218.05889494808238,336.5106403519791,21.536680982526658,44.86808538026387,,,364.21397523877124,,,,364.21397523877124,,,,276.3830709873575,,276.3830709873574,337.00115346728535,42.12514418341067,134.80046138691412,1.0284459029152995,
