,hpso01 (Ingest) [Nf_max=16384] [Na=128],hpso01 (RCAL) [Nf_max=16384] [Na=128],hpso01 (FastImg) [Nf_max=16384] [Na=128],hpso01 (ICAL) [Nf_max=16384] [Na=128],hpso01 (DPrepA) [Nf_max=16384] [Na=128],hpso01 (DPrepB) [Nf_max=16384] [Na=128],hpso01 (DPrepC) [Nf_max=16384] [Na=128],hpso01 (DPrepD) [Nf_max=16384] [Na=128],hpso02a (Ingest) [Nf_max=16384] [Na=128],hpso02a (RCAL) [Nf_max=16384] [Na=128],hpso02a (FastImg) [Nf_max=16384] [Na=128],hpso02a (ICAL) [Nf_max=16384] [Na=128],hpso02a (DPrepA) [Nf_max=16384] [Na=128],hpso02a (DPrepB) [Nf_max=16384] [Na=128],hpso02a (DPrepC) [Nf_max=16384] [Na=128],hpso02a (DPrepD) [Nf_max=16384] [Na=128],hpso02b (Ingest) [Nf_max=16384] [Na=128],hpso02b (RCAL) [Nf_max=16384] [Na=128],hpso02b (FastImg) [Nf_max=16384] [Na=128],hpso02b (ICAL) [Nf_max=16384] [Na=128],hpso02b (DPrepA) [Nf_max=16384] [Na=128],hpso02b (DPrepB) [Nf_max=16384] [Na=128],hpso02b (DPrepC) [Nf_max=16384] [Na=128],hpso02b (DPrepD) [Nf_max=16384] [Na=128],hpso04a (Ingest) [Nf_max=16384] [Na=128],hpso04a (RCAL) [Nf_max=16384] [Na=128],hpso04a (FastImg) [Nf_max=16384] [Na=128],hpso04a (PSS) [Nf_max=16384] [Na=128],hpso05a (Ingest) [Nf_max=16384] [Na=128],hpso05a (RCAL) [Nf_max=16384] [Na=128],hpso05a (FastImg) [Nf_max=16384] [Na=128],hpso05a (PST) [Nf_max=16384] [Na=128],max_low (Ingest) [Nf_max=16384] [Na=128],max_low (RCAL) [Nf_max=16384] [Na=128],max_low (FastImg) [Nf_max=16384] [Na=128],max_low (ICAL) [Nf_max=16384] [Na=128],max_low (DPrepA) [Nf_max=16384] [Na=128],max_low (DPrepA_Image) [Nf_max=16384] [Na=128],max_low (DPrepB) [Nf_max=16384] [Na=128],max_low (DPrepC) [Nf_max=16384] [Na=128],max_low (DPrepD) [Nf_max=16384] [Na=128]
Delta W earth2 [lambda],1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,3.6251130946672796,3.6251130946672796,3.6251130946672796,,3.6251130946672796,3.6251130946672796,3.6251130946672796,,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997
Delta W earth3 [lambda],5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,14.500452378669118,14.500452378669118,14.500452378669118,,14.500452378669118,14.500452378669118,14.500452378669118,,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799
Delta W earth4 [lambda],22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,58.001809514676474,58.001809514676474,58.001809514676474,,58.001809514676474,58.001809514676474,58.001809514676474,,24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196
Delta W snapshot0 [lambda],23.70821469784657,23.70821469784657,0.039526300773377786,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,0.039526300773377786,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,0.039526300773377786,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,62.234063581847245,62.234063581847245,0.10375653953011668,(undefined),62.234063581847245,62.234063581847245,0.10375653953011668,(undefined),25.930859825769687,25.930859825769687,0.04323189147088195,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687
Delta W snapshot1 [lambda],47.41642939569314,47.41642939569314,0.07905260154675557,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,0.07905260154675557,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,0.07905260154675557,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,124.46812716369449,124.46812716369449,0.20751307906023336,,124.46812716369449,124.46812716369449,0.20751307906023336,,51.861719651539374,51.861719651539374,0.0864637829417639,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374
Delta W snapshot2 [lambda],94.83285879138629,94.83285879138629,0.15810520309351114,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,0.15810520309351114,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,0.15810520309351114,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,248.93625432738898,248.93625432738898,0.4150261581204667,,248.93625432738898,248.93625432738898,0.4150261581204667,,103.72343930307875,103.72343930307875,0.1729275658835278,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875
Delta W snapshot3 [lambda],189.66571758277257,189.66571758277257,0.3162104061870223,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,0.3162104061870223,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,0.3162104061870223,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,497.87250865477796,497.87250865477796,0.8300523162409335,,497.87250865477796,497.87250865477796,0.8300523162409335,,207.4468786061575,207.4468786061575,0.3458551317670556,207.4468786061575,207.4468786061575,207.4468786061575,207.4468786061575,207.4468786061575,207.4468786061575
Delta W snapshot4 [lambda],379.33143516554514,379.33143516554514,0.6324208123740446,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,0.6324208123740446,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,0.6324208123740446,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,995.7450173095559,995.7450173095559,1.660104632481867,,995.7450173095559,995.7450173095559,1.660104632481867,,414.893757212315,414.893757212315,0.6917102635341112,414.893757212315,414.893757212315,414.893757212315,414.893757212315,414.893757212315,414.893757212315
Delta W max0 [lambda],23.70821469784657,23.70821469784657,0.08631221653969713,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,0.08631221653969713,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,0.08631221653969713,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,62.234063581847245,62.234063581847245,0.22656956841670498,(undefined),62.234063581847245,62.234063581847245,0.22656956841670498,(undefined),25.930859825769687,25.930859825769687,0.09440398684029373,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687
Delta W max1 [lambda],47.41642939569314,47.41642939569314,0.3452488661587885,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,0.3452488661587885,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,0.3452488661587885,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,124.46812716369449,124.46812716369449,0.9062782736668199,,124.46812716369449,124.46812716369449,0.9062782736668199,,51.861719651539374,51.861719651539374,0.37761594736117493,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374
Delta W max2 [lambda],94.83285879138629,94.83285879138629,1.380995464635154,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,1.380995464635154,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,1.380995464635154,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,248.93625432738898,248.93625432738898,3.6251130946672796,,248.93625432738898,248.93625432738898,3.6251130946672796,,103.72343930307875,103.72343930307875,1.5104637894446997,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875
Delta W max3 [lambda],189.66571758277257,189.66571758277257,5.523981858540616,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,5.523981858540616,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,5.523981858540616,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,497.87250865477796,497.87250865477796,14.500452378669118,,497.87250865477796,497.87250865477796,14.500452378669118,,207.4468786061575,207.4468786061575,6.041855157778799,207.4468786061575,207.4468786061575,207.4468786061575,207.4468786061575,207.4468786061575,207.4468786061575
Delta W max4 [lambda],379.33143516554514,379.33143516554514,22.095927434162466,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,22.095927434162466,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,22.095927434162466,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,995.7450173095559,995.7450173095559,58.001809514676474,,995.7450173095559,995.7450173095559,58.001809514676474,,414.893757212315,414.893757212315,24.167420631115196,414.893757212315,414.893757212315,414.893757212315,414.893757212315,414.893757212315,414.893757212315
Delta W stack [lambda],(undefined),41.160907162668025,22.095921013889647,41.16090716240892,15.261664007615378,64.21850313486605,22.126692672753567,(undefined),(undefined),41.160907162668025,22.095921013889647,37.3780220349982,15.261664007615378,64.21850313486605,22.126692672753567,(undefined),(undefined),41.160907162668025,22.095921013889647,37.3780220349982,15.261664007615378,64.21850313486605,22.126692672753567,(undefined),(undefined),147.41001599570558,58.00180403590105,(undefined),(undefined),147.41001599570558,58.00180403590105,(undefined),(undefined),41.668856662856015,24.167413577731512,41.66885649376087,15.495930532327867,16.417567813010436,65.15633606945177,79.87646495300962,(undefined)
Delta W theory [lambda],(undefined),79.41139376003576,12.587303150687525,79.41139376003576,12.587303150687525,81.42182316591781,12.587303150687525,(undefined),(undefined),79.41139376003576,12.587303150687525,69.73379694066615,12.587303150687525,81.42182316591781,12.587303150687525,(undefined),(undefined),79.41139376003576,12.587303150687525,69.73379694066615,12.587303150687525,81.42182316591781,12.587303150687525,(undefined),(undefined),213.49087800652876,89.35330487828081,(undefined),(undefined),213.49087800652876,89.35330487828081,(undefined),(undefined),95.02867157184744,15.152462172657435,95.02867157184744,15.152462172657435,15.152462172657435,97.4319468180022,15.152462172657435,(undefined)
-- Kernel Sizes --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W kernel support pred0 [uv-pixels],(undefined),3.221029523176981,0.18455205923435844,3.221029523176981,9.018600732211581,3.161399749960686,11.936101049114102,(undefined),(undefined),3.221029523176981,0.18455205923435844,3.5494459083025345,9.018600732211581,3.161399749960686,11.936101049114102,(undefined),(undefined),3.221029523176981,0.18455205923435844,3.5494459083025345,9.018600732211581,3.161399749960686,11.936101049114102,(undefined),(undefined),3.1731796300291037,0.08981558727294352,(undefined),(undefined),3.1731796300291037,0.08981558727294352,(undefined),(undefined),3.012751334709158,0.17264561380323334,3.012751334709158,7.974018251050769,8.329011413319515,2.956984018341332,11.7585840842431,(undefined)
W kernel support pred1 [uv-pixels],,4.878300891189511,0.5223241974335304,4.878300891166394,9.018600732211581,5.326038284555795,11.936101049114102,,,4.878300891189511,0.5223241974335304,4.999770463425847,9.018600732211581,5.326038284555795,11.936101049114102,,,4.878300891189511,0.5223241974335304,4.999770463425847,9.018600732211581,5.326038284555795,11.936101049114102,,,5.345906648726479,0.254136932091098,,,5.345906648726479,0.254136932091098,,,4.304577615263519,0.4886127695866622,4.304577602117471,7.974018251050769,8.329011413319515,4.981285774550603,19.856457837827552,
W kernel support pred2 [uv-pixels],,4.878300891189511,1.4792330461194296,4.878300891166394,9.018600732211581,6.693023109092252,11.936101049114102,,,4.878300891189511,1.4792330461194296,4.999770463425847,9.018600732211581,6.693023109092252,11.936101049114102,,,4.878300891189511,1.4792330461194296,4.999770463425847,9.018600732211581,6.693023109092252,11.936101049114102,,,6.072251803891379,0.7193736457952092,,,6.072251803891379,0.7193736457952092,,,4.304577615263519,1.3836854797576588,4.304577602117471,7.974018251050769,8.329011413319515,5.915210267506719,27.5441940261788,
W kernel support pred3 [uv-pixels],,4.878300891189511,4.194501294411046,4.878300891166394,9.018600732211581,6.693023109092252,11.936101049114102,,,4.878300891189511,4.194501294411046,4.999770463425847,9.018600732211581,6.693023109092252,11.936101049114102,,,4.878300891189511,4.194501294411046,4.999770463425847,9.018600732211581,6.693023109092252,11.936101049114102,,,6.072251803891379,2.037893113490042,,,6.072251803891379,2.037893113490042,,,4.304577615263519,3.923139052367293,4.304577602117471,7.974018251050769,8.329011413319515,5.915210267506719,27.5441940261788,
W kernel support pred4 [uv-pixels],,4.878300891189511,11.92356626300623,4.878300891166394,9.018600732211581,6.693023109092252,11.936101049114102,,,4.878300891189511,11.92356626300623,4.999770463425847,9.018600732211581,6.693023109092252,11.936101049114102,,,4.878300891189511,11.92356626300623,4.999770463425847,9.018600732211581,6.693023109092252,11.936101049114102,,,6.072251803891379,5.7820753057801575,,,6.072251803891379,5.7820753057801575,,,4.304577615263519,11.149774927219537,4.304577602117471,7.974018251050769,8.329011413319515,5.915210267506719,27.5441940261788,
AW kernel support pred0 [uv-pixels],(undefined),9.559028778551603,9.001891993496013,9.559028778551603,12.741081554053691,9.53910102572834,14.94893000367126,(undefined),(undefined),9.559028778551603,9.001891993496013,9.674635200149183,12.741081554053691,9.53910102572834,14.94893000367126,(undefined),(undefined),9.559028778551603,9.001891993496013,9.674635200149183,12.741081554053691,9.53910102572834,14.94893000367126,(undefined),(undefined),9.543011524903008,9.000448146604544,(undefined),(undefined),9.543011524903008,9.000448146604544,(undefined),(undefined),9.49087301594494,9.001655764800468,9.49087301594494,12.024348924914426,12.262643724874613,9.473318029324574,14.807575752506388,(undefined)
AW kernel support pred1 [uv-pixels],,10.23708061827103,9.015144068023794,10.237080618260014,12.741081554053691,10.457852734120616,14.94893000367126,,,10.23708061827103,9.015144068023794,10.295518670127576,12.741081554053691,10.457852734120616,14.94893000367126,,,10.23708061827103,9.015144068023794,10.295518670127576,12.741081554053691,10.457852734120616,14.94893000367126,,,10.467985379092672,9.003587372833826,,,10.467985379092672,9.003587372833826,,,9.976441672551779,9.013253709876537,9.976441666879598,12.024348924914426,12.262643724874613,10.286554718064751,21.800892593318814,
AW kernel support pred2 [uv-pixels],,10.23708061827103,9.120752732353388,10.237080618260014,12.741081554053691,11.215906487611374,14.94893000367126,,,10.23708061827103,9.120752732353388,10.295518670127576,12.741081554053691,11.215906487611374,14.94893000367126,,,10.23708061827103,9.120752732353388,10.295518670127576,12.741081554053691,11.215906487611374,14.94893000367126,,,10.856898358641022,9.028704139701594,,,10.856898358641022,9.028704139701594,,,9.976441672551779,9.105744643184991,9.976441666879598,12.024348924914426,12.262643724874613,10.769852018891296,28.97727772845102,
AW kernel support pred3 [uv-pixels],,10.23708061827103,9.92944314192976,10.237080618260014,12.741081554053691,11.215906487611374,14.94893000367126,,,10.23708061827103,9.92944314192976,10.295518670127576,12.741081554053691,11.215906487611374,14.94893000367126,,,10.23708061827103,9.92944314192976,10.295518670127576,12.741081554053691,11.215906487611374,14.94893000367126,,,10.856898358641022,9.227838768748084,,,10.856898358641022,9.227838768748084,,,9.976441672551779,9.817892850515804,9.976441666879598,12.024348924914426,12.262643724874613,10.769852018891296,28.97727772845102,
AW kernel support pred4 [uv-pixels],,10.23708061827103,14.938923402584951,10.237080618260014,12.741081554053691,11.215906487611374,14.94893000367126,,,10.23708061827103,14.938923402584951,10.295518670127576,12.741081554053691,11.215906487611374,14.94893000367126,,,10.23708061827103,14.938923402584951,10.295518670127576,12.741081554053691,11.215906487611374,14.94893000367126,,,10.856898358641022,10.69730783149259,,,10.856898358641022,10.69730783149259,,,9.976441672551779,14.32890368896565,9.976441666879598,12.024348924914426,12.262643724874613,10.769852018891296,28.97727772845102,
W kernel support bw0 [uv-pixels],(undefined),3.221029523176981,0.18455205923435844,3.221029523176981,9.018600732211581,3.161399749960686,11.936101049114102,(undefined),(undefined),3.221029523176981,0.18455205923435844,3.5494459083025345,9.018600732211581,3.161399749960686,11.936101049114102,(undefined),(undefined),3.221029523176981,0.18455205923435844,3.5494459083025345,9.018600732211581,3.161399749960686,11.936101049114102,(undefined),(undefined),3.1731796300291037,0.08981558727294352,(undefined),(undefined),3.1731796300291037,0.08981558727294352,(undefined),(undefined),3.012751334709158,0.17264561380323334,3.012751334709158,7.974018251050769,8.329011413319515,2.956984018341332,11.7585840842431,(undefined)
W kernel support bw1 [uv-pixels],,4.878300891189511,0.5223241974335304,4.878300891166394,9.018600732211581,5.326038284555795,11.936101049114102,,,4.878300891189511,0.5223241974335304,4.999770463425847,9.018600732211581,5.326038284555795,11.936101049114102,,,4.878300891189511,0.5223241974335304,4.999770463425847,9.018600732211581,5.326038284555795,11.936101049114102,,,5.345906648726479,0.254136932091098,,,5.345906648726479,0.254136932091098,,,4.304577615263519,0.4886127695866622,4.304577602117471,7.974018251050769,8.329011413319515,4.981285774550603,19.856457837827552,
W kernel support bw2 [uv-pixels],,4.878300891189511,1.4792330461194296,4.878300891166394,9.018600732211581,6.693023109092252,11.936101049114102,,,4.878300891189511,1.4792330461194296,4.999770463425847,9.018600732211581,6.693023109092252,11.936101049114102,,,4.878300891189511,1.4792330461194296,4.999770463425847,9.018600732211581,6.693023109092252,11.936101049114102,,,6.072251803891379,0.7193736457952092,,,6.072251803891379,0.7193736457952092,,,4.304577615263519,1.3836854797576588,4.304577602117471,7.974018251050769,8.329011413319515,5.915210267506719,27.5441940261788,
W kernel support bw3 [uv-pixels],,4.878300891189511,4.194501294411046,4.878300891166394,9.018600732211581,6.693023109092252,11.936101049114102,,,4.878300891189511,4.194501294411046,4.999770463425847,9.018600732211581,6.693023109092252,11.936101049114102,,,4.878300891189511,4.194501294411046,4.999770463425847,9.018600732211581,6.693023109092252,11.936101049114102,,,6.072251803891379,2.037893113490042,,,6.072251803891379,2.037893113490042,,,4.304577615263519,3.923139052367293,4.304577602117471,7.974018251050769,8.329011413319515,5.915210267506719,27.5441940261788,
W kernel support bw4 [uv-pixels],,4.878300891189511,11.92356626300623,4.878300891166394,9.018600732211581,6.693023109092252,11.936101049114102,,,4.878300891189511,11.92356626300623,4.999770463425847,9.018600732211581,6.693023109092252,11.936101049114102,,,4.878300891189511,11.92356626300623,4.999770463425847,9.018600732211581,6.693023109092252,11.936101049114102,,,6.072251803891379,5.7820753057801575,,,6.072251803891379,5.7820753057801575,,,4.304577615263519,11.149774927219537,4.304577602117471,7.974018251050769,8.329011413319515,5.915210267506719,27.5441940261788,
AW kernel support bw0 [uv-pixels],(undefined),9.559028778551603,9.001891993496013,9.559028778551603,12.741081554053691,9.53910102572834,14.94893000367126,(undefined),(undefined),9.559028778551603,9.001891993496013,9.674635200149183,12.741081554053691,9.53910102572834,14.94893000367126,(undefined),(undefined),9.559028778551603,9.001891993496013,9.674635200149183,12.741081554053691,9.53910102572834,14.94893000367126,(undefined),(undefined),9.543011524903008,9.000448146604544,(undefined),(undefined),9.543011524903008,9.000448146604544,(undefined),(undefined),9.49087301594494,9.001655764800468,9.49087301594494,12.024348924914426,12.262643724874613,9.473318029324574,14.807575752506388,(undefined)
AW kernel support bw1 [uv-pixels],,10.23708061827103,9.015144068023794,10.237080618260014,12.741081554053691,10.457852734120616,14.94893000367126,,,10.23708061827103,9.015144068023794,10.295518670127576,12.741081554053691,10.457852734120616,14.94893000367126,,,10.23708061827103,9.015144068023794,10.295518670127576,12.741081554053691,10.457852734120616,14.94893000367126,,,10.467985379092672,9.003587372833826,,,10.467985379092672,9.003587372833826,,,9.976441672551779,9.013253709876537,9.976441666879598,12.024348924914426,12.262643724874613,10.286554718064751,21.800892593318814,
AW kernel support bw2 [uv-pixels],,10.23708061827103,9.120752732353388,10.237080618260014,12.741081554053691,11.215906487611374,14.94893000367126,,,10.23708061827103,9.120752732353388,10.295518670127576,12.741081554053691,11.215906487611374,14.94893000367126,,,10.23708061827103,9.120752732353388,10.295518670127576,12.741081554053691,11.215906487611374,14.94893000367126,,,10.856898358641022,9.028704139701594,,,10.856898358641022,9.028704139701594,,,9.976441672551779,9.105744643184991,9.976441666879598,12.024348924914426,12.262643724874613,10.769852018891296,28.97727772845102,
AW kernel support bw3 [uv-pixels],,10.23708061827103,9.92944314192976,10.237080618260014,12.741081554053691,11.215906487611374,14.94893000367126,,,10.23708061827103,9.92944314192976,10.295518670127576,12.741081554053691,11.215906487611374,14.94893000367126,,,10.23708061827103,9.92944314192976,10.295518670127576,12.741081554053691,11.215906487611374,14.94893000367126,,,10.856898358641022,9.227838768748084,,,10.856898358641022,9.227838768748084,,,9.976441672551779,9.817892850515804,9.976441666879598,12.024348924914426,12.262643724874613,10.769852018891296,28.97727772845102,
AW kernel support bw4 [uv-pixels],,10.23708061827103,14.938923402584951,10.237080618260014,12.741081554053691,11.215906487611374,14.94893000367126,,,10.23708061827103,14.938923402584951,10.295518670127576,12.741081554053691,11.215906487611374,14.94893000367126,,,10.23708061827103,14.938923402584951,10.295518670127576,12.741081554053691,11.215906487611374,14.94893000367126,,,10.856898358641022,10.69730783149259,,,10.856898358641022,10.69730783149259,,,9.976441672551779,14.32890368896565,9.976441666879598,12.024348924914426,12.262643724874613,10.769852018891296,28.97727772845102,
-- Data --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snapshot vis size0 [GB],0.030106539591321604,49.326554466421314,0.041105462055351094,49.326554466421314,2.939538281087088,2.3516306248696703,1.3153747857712348,0.24085231673057284,0.030106539591321604,49.326554466421314,0.041105462055351094,49.326554466421314,2.939538281087088,2.3516306248696703,1.3153747857712348,0.24085231673057284,0.030106539591321604,49.326554466421314,0.041105462055351094,49.326554466421314,2.939538281087088,2.3516306248696703,1.3153747857712348,0.24085231673057284,0.030106539591321604,48.63260811716895,0.029174618567193396,(undefined),0.030106539591321604,48.63260811716895,0.029174618567193396,(undefined),0.030106539591321604,49.326554466421314,0.041105462055351094,49.326554466421314,4.127666323740333,20.638331618701667,3.3021330589922666,0.030106539591321604,0.12042615836528642
Snapshot vis size1 [GB],0.008497172043366403,13.921766675851513,0.011601472229876262,13.921766675851513,0.8296457461241586,0.6637165968993269,0.3712471113560403,0.06797737634693123,0.008497172043366403,13.921766675851513,0.011601472229876262,13.921766675851513,0.8296457461241586,0.6637165968993269,0.3712471113560403,0.06797737634693123,0.008497172043366403,13.921766675851513,0.011601472229876262,13.921766675851513,0.8296457461241586,0.6637165968993269,0.3712471113560403,0.06797737634693123,0.008497172043366403,13.725909509983037,0.008234149677450587,,0.008497172043366403,13.725909509983037,0.008234149677450587,,0.008497172043366403,13.921766675851513,0.011601472229876262,13.921766675851513,1.1649791495978332,5.824895747989166,0.9319833196782665,0.008497172043366403,0.03398868817346561
Snapshot vis size2 [GB],0.009612892004454403,15.749762260098093,0.013124801883415077,15.749762260098093,0.9385822622801557,0.7508658098241247,0.4199936602692824,0.07690313603563523,0.009612892004454403,15.749762260098093,0.013124801883415077,15.749762260098093,0.9385822622801557,0.7508658098241247,0.4199936602692824,0.07690313603563523,0.009612892004454403,15.749762260098093,0.013124801883415077,15.749762260098093,0.9385822622801557,0.7508658098241247,0.4199936602692824,0.07690313603563523,0.009612892004454403,15.528188097049103,0.009315333524362346,,0.009612892004454403,15.528188097049103,0.009315333524362346,,0.009612892004454403,15.749762260098093,0.013124801883415077,15.749762260098093,1.3179465703848878,6.589732851924439,1.0543572563079102,0.009612892004454403,0.038451568017817614
Snapshot vis size3 [GB],0.012086469000089601,19.8024708097468,0.016502059008122336,19.8024708097468,1.180097041746276,0.9440776333970208,0.5280658882599146,0.09669175200071681,0.012086469000089601,19.8024708097468,0.016502059008122336,19.8024708097468,1.180097041746276,0.9440776333970208,0.5280658882599146,0.09669175200071681,0.012086469000089601,19.8024708097468,0.016502059008122336,19.8024708097468,1.180097041746276,0.9440776333970208,0.5280658882599146,0.09669175200071681,0.012086469000089601,19.523881468300807,0.011712343154955803,,0.012086469000089601,19.523881468300807,0.011712343154955803,,0.012086469000089601,19.8024708097468,0.016502059008122336,19.8024708097468,1.657078885245986,8.28539442622993,1.325663108196789,0.012086469000089601,0.048345876000358404
Snapshot vis size4 [GB],0.004720927360768,7.734767387882291,0.006445639489901909,7.734767387882291,0.46094127347698244,0.368753018781586,0.20626046367686107,0.037767418886144,0.004720927360768,7.734767387882291,0.006445639489901909,7.734767387882291,0.46094127347698244,0.368753018781586,0.20626046367686107,0.037767418886144,0.004720927360768,7.734767387882291,0.006445639489901909,7.734767387882291,0.46094127347698244,0.368753018781586,0.20626046367686107,0.037767418886144,0.004720927360768,7.6259514843755705,0.004574795273832643,,0.004720927360768,7.6259514843755705,0.004574795273832643,,0.004720927360768,7.734767387882291,0.006445639489901909,7.734767387882291,0.6472485097385117,3.2362425486925583,0.5177988077908093,0.004720927360768,0.018883709443072
Facet size [GB],(undefined),0.4415692622698669,0.9691506442136999,0.4415692622698669,2.6920851228158327,0.4307336196505332,2.6920851228158327,(undefined),(undefined),0.4415692622698669,0.9691506442136999,0.5024076939603819,2.6920851228158327,0.4307336196505332,2.6920851228158327,(undefined),(undefined),0.4415692622698669,0.9691506442136999,0.5024076939603819,2.6920851228158327,0.4307336196505332,2.6920851228158327,(undefined),(undefined),1.1421750263487866,0.9792309896680268,(undefined),(undefined),1.1421750263487866,0.9792309896680268,(undefined),(undefined),0.44221291357977194,0.9705633219857813,0.44221291357977194,2.6960092277382826,2.6960092277382826,0.43136147643812517,2.6960092277382826,(undefined)
