,hpso01 (Ingest) [Na=128] [Bmax=32500.0],hpso01 (RCAL) [Na=128] [Bmax=32500.0],hpso01 (FastImg) [Na=128] [Bmax=32500.0],hpso01 (ICAL) [Na=128] [Bmax=32500.0],hpso01 (DPrepA) [Na=128] [Bmax=32500.0],hpso01 (DPrepB) [Na=128] [Bmax=32500.0],hpso01 (DPrepC) [Na=128] [Bmax=32500.0],hpso01 (DPrepD) [Na=128] [Bmax=32500.0],hpso02a (Ingest) [Na=128] [Bmax=32500.0],hpso02a (RCAL) [Na=128] [Bmax=32500.0],hpso02a (FastImg) [Na=128] [Bmax=32500.0],hpso02a (ICAL) [Na=128] [Bmax=32500.0],hpso02a (DPrepA) [Na=128] [Bmax=32500.0],hpso02a (DPrepB) [Na=128] [Bmax=32500.0],hpso02a (DPrepC) [Na=128] [Bmax=32500.0],hpso02a (DPrepD) [Na=128] [Bmax=32500.0],hpso02b (Ingest) [Na=128] [Bmax=32500.0],hpso02b (RCAL) [Na=128] [Bmax=32500.0],hpso02b (FastImg) [Na=128] [Bmax=32500.0],hpso02b (ICAL) [Na=128] [Bmax=32500.0],hpso02b (DPrepA) [Na=128] [Bmax=32500.0],hpso02b (DPrepB) [Na=128] [Bmax=32500.0],hpso02b (DPrepC) [Na=128] [Bmax=32500.0],hpso02b (DPrepD) [Na=128] [Bmax=32500.0],hpso04a (Ingest) [Nf_max=32768] [Na=128] [Bmax=32500.0],hpso04a (RCAL) [Nf_max=32768] [Na=128] [Bmax=32500.0],hpso04a (FastImg) [Nf_max=32768] [Na=128] [Bmax=32500.0],hpso04a (PSS) [Nf_max=32768] [Na=128] [Bmax=32500.0],hpso05a (Ingest) [Nf_max=32768] [Na=128] [Bmax=32500.0],hpso05a (RCAL) [Nf_max=32768] [Na=128] [Bmax=32500.0],hpso05a (FastImg) [Nf_max=32768] [Na=128] [Bmax=32500.0],hpso05a (PST) [Nf_max=32768] [Na=128] [Bmax=32500.0],max_low (Ingest) [Nf_max=32768] [Na=128] [Bmax=32500.0],max_low (RCAL) [Nf_max=32768] [Na=128] [Bmax=32500.0],max_low (FastImg) [Nf_max=32768] [Na=128] [Bmax=32500.0],max_low (ICAL) [Nf_max=32768] [Na=128] [Bmax=32500.0],max_low (DPrepA) [Nf_max=32768] [Na=128] [Bmax=32500.0],max_low (DPrepA_Image) [Nf_max=32768] [Na=128] [Bmax=32500.0],max_low (DPrepB) [Nf_max=32768] [Na=128] [Bmax=32500.0],max_low (DPrepC) [Nf_max=32768] [Na=128] [Bmax=32500.0],max_low (DPrepD) [Nf_max=32768] [Na=128] [Bmax=32500.0]
-> Correct [Mvis/s],,70.28889271801145,79.4720335757869,70.28889271801145,26.03525038277818,26.03525038277818,79.4720335757869,79.4720335757869,,70.28889271801145,79.4720335757869,46.86049386062362,26.03525038277818,26.03525038277818,79.4720335757869,79.4720335757869,,70.28889271801145,79.4720335757869,46.86049386062362,26.03525038277818,26.03525038277818,79.4720335757869,79.4720335757869,,43.183140768435216,48.6988114922221,,,43.183140768435216,48.6988114922221,,,98.7348141694779,111.59372835351091,98.7348141694779,36.57171745567935,36.57171745567935,36.57171745567935,274.4459839225492,137.2229919612746
-> IFFT [Mvis/s],,0.029717646685761212,0.0055032679047705944,0.029717646685761212,0.009172113174617656,0.0036688452698470622,0.0012229484232823538,,,0.029717646685761212,0.0055032679047705944,0.02476470557146767,0.009172113174617656,0.0036688452698470622,0.0012229484232823538,,,0.029717646685761212,0.0055032679047705944,0.02476470557146767,0.009172113174617656,0.0036688452698470622,0.0012229484232823538,,,0.029871796720903645,0.0055318142075747485,,,0.029871796720903645,0.0055318142075747485,,,0.02973929769109459,0.005507277350202699,0.02973929769109459,0.009178795583671169,0.04589397791835584,0.0036715182334684667,2.8011461131808987e-05,
-> Identify Component [Mvis/s],,,,35.325540981589356,84.12766008799477,84.12766008799477,84.12766008799477,,,,,24.53162568165927,84.12766008799477,84.12766008799477,84.12766008799477,,,,,24.53162568165927,84.12766008799477,84.12766008799477,84.12766008799477,,,,,,,,,,,,,35.37703308638175,84.25028836682134,84.25028836682134,84.25028836682132,84.25028836682134,
-> Average [Mvis/s],0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,
-> Phase Rotation Predict [Mvis/s],,70.28889271801145,79.4720335757869,70.28889271801145,26.03525038277818,26.03525038277818,79.4720335757869,,,70.28889271801145,79.4720335757869,46.86049386062362,26.03525038277818,26.03525038277818,79.4720335757869,,,70.28889271801145,79.4720335757869,46.86049386062362,26.03525038277818,26.03525038277818,79.4720335757869,,,43.183140768435216,48.6988114922221,,,43.183140768435216,48.6988114922221,,,98.7348141694779,111.59372835351091,98.7348141694779,36.57171745567935,36.57171745567935,36.57171745567935,274.4459839225492,
-> Receive [Mvis/s],0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,
-> Solve [Mvis/s],,70.28889271801144,,70.28889271801144,,,,,,70.28889271801144,,46.86049386062362,,,,,,70.28889271801144,,46.86049386062362,,,,,,43.183140768435216,,,,43.183140768435216,,,,98.73481416947789,,98.73481416947789,,,,,
-> Degridding Kernel Update [Mvis/s],,0.0862442862129426,0.6401967290072739,0.08624428621291483,0.1322044202149259,0.16598827378331701,0.23018955542111527,,,0.0862442862129426,0.6401967290072739,0.07747814993806794,0.1322044202149259,0.16598827378331701,0.23018955542111527,,,0.0862442862129426,0.6401967290072739,0.07747814993806794,0.1322044202149259,0.16598827378331701,0.23018955542111527,,,0.08170727317446956,0.6175637968021397,,,0.08170727317446956,0.6175637968021397,,,0.08274181053116532,0.6364878143491183,0.08274181052904617,0.12422087281409043,0.1257811192678688,0.150971728319572,0.4662061069750563,
-> Phase Rotation [Mvis/s],,70.28889271801145,79.4720335757869,70.28889271801145,5.207050076555637,26.03525038277818,79.4720335757869,,,70.28889271801145,79.4720335757869,46.86049386062362,5.207050076555637,26.03525038277818,79.4720335757869,,,70.28889271801145,79.4720335757869,46.86049386062362,5.207050076555637,26.03525038277818,79.4720335757869,,,43.183140768435216,48.6988114922221,,,43.183140768435216,48.6988114922221,,,98.7348141694779,111.59372835351091,98.7348141694779,7.31434349113587,36.57171745567935,36.57171745567935,274.4459839225492,
-> Reprojection [Mvis/s],,35.325540981589356,,35.325540981589356,84.12766008799477,84.12766008799477,84.12766008799477,,,35.325540981589356,,24.53162568165927,84.12766008799477,84.12766008799477,84.12766008799477,,,35.325540981589356,,24.53162568165927,84.12766008799477,84.12766008799477,84.12766008799477,,,35.69296957339958,,,,35.69296957339958,,,,35.377033086381765,,35.37703308638176,84.25028836682134,10.531286045852667,84.25028836682132,84.25028836682134,
-> Source Find [Mvis/s],,,,9e-06,,,,,,,,9e-06,,,,,,,,9e-06,,,,,,,,,,,,,,,,9e-06,,,,,
-> Reprojection Predict [Mvis/s],,176.62770490794676,,176.62770490794676,84.12766008799477,33.651064035197905,11.217021345065968,,,176.62770490794676,,122.65812840829635,84.12766008799477,33.651064035197905,11.217021345065968,,,176.62770490794676,,122.65812840829635,84.12766008799477,33.651064035197905,11.217021345065968,,,178.46484786699793,,,,178.46484786699793,,,,176.88516543190877,,176.88516543190875,84.25028836682134,10.531286045852667,33.70011534672853,0.25711147572882487,
