,hpso01 (Ingest) [Nf_max=65536] [Na=128] [Bmax=4062.5],hpso01 (RCAL) [Nf_max=65536] [Na=128] [Bmax=4062.5],hpso01 (FastImg) [Nf_max=65536] [Na=128] [Bmax=4062.5],hpso01 (ICAL) [Nf_max=65536] [Na=128] [Bmax=4062.5],hpso01 (DPrepA) [Nf_max=65536] [Na=128] [Bmax=4062.5],hpso01 (DPrepB) [Nf_max=65536] [Na=128] [Bmax=4062.5],hpso01 (DPrepC) [Nf_max=65536] [Na=128] [Bmax=4062.5],hpso01 (DPrepD) [Nf_max=65536] [Na=128] [Bmax=4062.5],hpso02a (Ingest) [Nf_max=65536] [Na=128] [Bmax=4062.5],hpso02a (RCAL) [Nf_max=65536] [Na=128] [Bmax=4062.5],hpso02a (FastImg) [Nf_max=65536] [Na=128] [Bmax=4062.5],hpso02a (ICAL) [Nf_max=65536] [Na=128] [Bmax=4062.5],hpso02a (DPrepA) [Nf_max=65536] [Na=128] [Bmax=4062.5],hpso02a (DPrepB) [Nf_max=65536] [Na=128] [Bmax=4062.5],hpso02a (DPrepC) [Nf_max=65536] [Na=128] [Bmax=4062.5],hpso02a (DPrepD) [Nf_max=65536] [Na=128] [Bmax=4062.5],hpso02b (Ingest) [Nf_max=65536] [Na=128] [Bmax=4062.5],hpso02b (RCAL) [Nf_max=65536] [Na=128] [Bmax=4062.5],hpso02b (FastImg) [Nf_max=65536] [Na=128] [Bmax=4062.5],hpso02b (ICAL) [Nf_max=65536] [Na=128] [Bmax=4062.5],hpso02b (DPrepA) [Nf_max=65536] [Na=128] [Bmax=4062.5],hpso02b (DPrepB) [Nf_max=65536] [Na=128] [Bmax=4062.5],hpso02b (DPrepC) [Nf_max=65536] [Na=128] [Bmax=4062.5],hpso02b (DPrepD) [Nf_max=65536] [Na=128] [Bmax=4062.5],hpso04a (Ingest) [Na=128] [Bmax=4062.5],hpso04a (RCAL) [Na=128] [Bmax=4062.5],hpso04a (FastImg) [Na=128] [Bmax=4062.5],hpso04a (PSS) [Na=128] [Bmax=4062.5],hpso05a (Ingest) [Na=128] [Bmax=4062.5],hpso05a (RCAL) [Na=128] [Bmax=4062.5],hpso05a (FastImg) [Na=128] [Bmax=4062.5],hpso05a (PST) [Na=128] [Bmax=4062.5],max_low (Ingest) [Na=128] [Bmax=4062.5],max_low (RCAL) [Na=128] [Bmax=4062.5],max_low (FastImg) [Na=128] [Bmax=4062.5],max_low (ICAL) [Na=128] [Bmax=4062.5],max_low (DPrepA) [Na=128] [Bmax=4062.5],max_low (DPrepA_Image) [Na=128] [Bmax=4062.5],max_low (DPrepB) [Na=128] [Bmax=4062.5],max_low (DPrepC) [Na=128] [Bmax=4062.5],max_low (DPrepD) [Na=128] [Bmax=4062.5]
-> Flag [Mvis/s],,0.5485142840706128,4.465912587625227,0.5485142840706128,0.20329860275309175,0.20329860275309175,0.9702497124208493,5.298857096101065,,0.5485142840706128,4.465912587625227,0.365753053931877,0.20329860275309175,0.20329860275309175,0.9702497124208493,5.298857096101065,,0.5485142840706128,4.465912587625227,0.365753053931877,0.20329860275309175,0.20329860275309175,0.9702497124208493,5.298857096101065,,0.3369884787847214,2.736614862340972,,,0.3369884787847214,2.736614862340972,,,0.7704979629051002,6.270982646895968,0.7704979629051001,0.28557345386993743,0.28557345386993743,0.28557345386993743,42.406296039088915,10.601574009772229
-> Degrid [Mvis/s],,49.53758376441901,1447.5641047210079,49.5375837645024,7.71568438521977,15.915520760803256,39.06818415912527,,,49.53758376441901,1447.5641047210079,29.722709233603638,7.71568438521977,15.915520760803256,39.06818415912527,,,49.53758376441901,1447.5641047210079,29.722709233603638,7.71568438521977,15.915520760803256,39.06818415912527,,,14.498003785027317,443.3757578953602,,,14.498003785027317,443.3757578953602,,,33.31880190450524,1016.2730209855791,33.31880190424679,5.3748294929485665,5.375695785582462,11.013386465632228,861.3897475112673,
-> Image Spectral Fitting [Mvis/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.80518313047418,,,
-> Visibility Weighting [Mvis/s],,0.6202756549369991,4.465912587625227,0.6202756549369991,0.2298958798932886,0.2298958798932886,0.56449761733728,,,0.6202756549369991,4.465912587625227,0.41360402392656165,0.2298958798932886,0.2298958798932886,0.56449761733728,,,0.6202756549369991,4.465912587625227,0.41360402392656165,0.2298958798932886,0.2298958798932886,0.56449761733728,,,0.3800916967184404,2.736614862340972,,,0.3800916967184404,2.736614862340972,,,0.8709839307305351,6.270982646895968,0.8709839307305351,0.3228170629110004,0.3228170629110004,0.3228170629110004,24.663277233210653,
-> Subtract Image Component [Mvis/s],,,,9.582666281898154,1.3144946888749183,1.3144946888749183,1.3144946888749183,,,,,4.258962791954734,1.3144946888749183,1.3144946888749183,1.3144946888749183,,,,,4.258962791954734,1.3144946888749183,1.3144946888749183,1.3144946888749183,,,,,,,,,,,,,9.596634409283244,1.3164107557315834,1.3164107557315834,1.3164107557315832,1.3164107557315834,
-> Demix [Mvis/s],0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,
-> FFT [Mvis/s],,0.003095588196433459,0.0006879084880963243,0.003095588196433459,0.001146514146827207,0.001146514146827207,0.001146514146827207,,,0.003095588196433459,0.0006879084880963243,0.0020637254642889725,0.001146514146827207,0.001146514146827207,0.001146514146827207,,,0.003095588196433459,0.0006879084880963243,0.0020637254642889725,0.001146514146827207,0.001146514146827207,0.001146514146827207,,,0.0031116454917607963,0.0006914767759468436,,,0.0031116454917607963,0.0006914767759468436,,,0.0030978435094890194,0.0006884096687753374,0.0030978435094890194,0.001147349447958896,0.0011473494479588959,0.001147349447958896,0.001147349447958896,
-> Grid [Mvis/s],,49.53758376441901,1447.5641047210079,49.5375837645024,7.71568438521977,15.915520760803256,39.06818415912527,,,49.53758376441901,1447.5641047210079,29.722709233603638,7.71568438521977,15.915520760803256,39.06818415912527,,,49.53758376441901,1447.5641047210079,29.722709233603638,7.71568438521977,15.915520760803256,39.06818415912527,,,14.498003785027317,443.3757578953602,,,14.498003785027317,443.3757578953602,,,33.31880190450524,1016.2730209855791,33.31880190424679,5.3748294929485665,5.375695785582462,11.013386465632228,861.3897475112673,
-> Gridding Kernel Update [Mvis/s],,0.037569113803255644,0.30495688993191267,0.037569113803318885,0.03157578301392145,0.03256645846344915,0.0325568201326044,,,0.037569113803255644,0.30495688993191267,0.03380527745654692,0.03157578301392145,0.03256645846344915,0.0325568201326044,,,0.037569113803255644,0.30495688993191267,0.03380527745654692,0.03157578301392145,0.03256645846344915,0.0325568201326044,,,0.03588646574608589,0.30485907042949356,,,0.03588646574608589,0.30485907042949356,,,0.035990683685462405,0.30494088471364894,0.035990683685183225,0.031329182902165784,0.03133423240939382,0.032097799512217105,0.03285941114468641,
-> Correct [Mvis/s],,0.5485142840706128,4.465912587625227,0.5485142840706128,0.20329860275309175,0.20329860275309175,0.9702497124208493,5.298857096101065,,0.5485142840706128,4.465912587625227,0.365753053931877,0.20329860275309175,0.20329860275309175,0.9702497124208493,5.298857096101065,,0.5485142840706128,4.465912587625227,0.365753053931877,0.20329860275309175,0.20329860275309175,0.9702497124208493,5.298857096101065,,0.3369884787847214,2.736614862340972,,,0.3369884787847214,2.736614862340972,,,0.7704979629051002,6.270982646895968,0.7704979629051001,0.28557345386993743,0.28557345386993743,0.28557345386993743,42.406296039088915,10.601574009772229
-> IFFT [Mvis/s],,0.015477940982167296,0.0006879084880963243,0.015477940982167296,0.001146514146827207,0.0004586056587308828,0.00015286855291029422,,,0.015477940982167296,0.0006879084880963243,0.010318627321444862,0.001146514146827207,0.0004586056587308828,0.00015286855291029422,,,0.015477940982167296,0.0006879084880963243,0.010318627321444862,0.001146514146827207,0.0004586056587308828,0.00015286855291029422,,,0.01555822745880398,0.0006914767759468436,,,0.01555822745880398,0.0006914767759468436,,,0.015489217547445098,0.0006884096687753374,0.015489217547445098,0.001147349447958896,0.00573674723979448,0.00045893977918355834,3.5014326414761233e-06,
-> Identify Component [Mvis/s],,,,9.582666281898154,1.3144946888749183,1.3144946888749183,1.3144946888749183,,,,,4.258962791954734,1.3144946888749183,1.3144946888749183,1.3144946888749183,,,,,4.258962791954734,1.3144946888749183,1.3144946888749183,1.3144946888749183,,,,,,,,,,,,,9.596634409283244,1.3164107557315834,1.3164107557315834,1.3164107557315832,1.3164107557315834,
-> Average [Mvis/s],0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,
-> Phase Rotation Predict [Mvis/s],,0.5485142840706128,4.465912587625227,0.5485142840706128,0.20329860275309175,0.20329860275309175,0.9702497124208493,,,0.5485142840706128,4.465912587625227,0.365753053931877,0.20329860275309175,0.20329860275309175,0.9702497124208493,,,0.5485142840706128,4.465912587625227,0.365753053931877,0.20329860275309175,0.20329860275309175,0.9702497124208493,,,0.3369884787847214,2.736614862340972,,,0.3369884787847214,2.736614862340972,,,0.7704979629051002,6.270982646895968,0.7704979629051001,0.28557345386993743,0.28557345386993743,0.28557345386993743,42.406296039088915,
-> Receive [Mvis/s],0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,
-> Solve [Mvis/s],,0.5485142840706128,,0.5485142840706128,,,,,,0.5485142840706128,,0.365753053931877,,,,,,0.5485142840706128,,0.365753053931877,,,,,,0.3369884787847214,,,,0.3369884787847214,,,,0.7704979629051001,,0.7704979629051001,,,,,
-> Degridding Kernel Update [Mvis/s],,0.037569113803255644,0.30495688993191267,0.037569113803318885,0.03157578301392145,0.03256645846344915,0.0325568201326044,,,0.037569113803255644,0.30495688993191267,0.03380527745654692,0.03157578301392145,0.03256645846344915,0.0325568201326044,,,0.037569113803255644,0.30495688993191267,0.03380527745654692,0.03157578301392145,0.03256645846344915,0.0325568201326044,,,0.03588646574608589,0.30485907042949356,,,0.03588646574608589,0.30485907042949356,,,0.035990683685462405,0.30494088471364894,0.035990683685183225,0.031329182902165784,0.03133423240939382,0.032097799512217105,0.03285941114468641,
-> Phase Rotation [Mvis/s],,0.5485142840706128,4.465912587625227,0.5485142840706128,0.04065972055061835,0.20329860275309175,0.9702497124208493,,,0.5485142840706128,4.465912587625227,0.365753053931877,0.04065972055061835,0.20329860275309175,0.9702497124208493,,,0.5485142840706128,4.465912587625227,0.365753053931877,0.04065972055061835,0.20329860275309175,0.9702497124208493,,,0.3369884787847214,2.736614862340972,,,0.3369884787847214,2.736614862340972,,,0.7704979629051002,6.270982646895968,0.7704979629051001,0.05711469077398749,0.28557345386993743,0.28557345386993743,42.406296039088915,
-> Reprojection [Mvis/s],,9.582666281898154,,9.582666281898154,1.3144946888749183,1.3144946888749183,1.3144946888749183,,,9.582666281898154,,4.258962791954734,1.3144946888749183,1.3144946888749183,1.3144946888749183,,,9.582666281898154,,4.258962791954734,1.3144946888749183,1.3144946888749183,1.3144946888749183,,,9.682337666395286,,,,9.682337666395286,,,,9.596634409283247,,9.596634409283245,1.3164107557315834,0.16455134446644792,1.3164107557315832,1.3164107557315834,
-> Source Find [Mvis/s],,,,9e-06,,,,,,,,9e-06,,,,,,,,9e-06,,,,,,,,,,,,,,,,9e-06,,,,,
-> Reprojection Predict [Mvis/s],,47.91333140949077,,47.91333140949077,1.3144946888749183,0.5257978755499673,0.17526595851665575,,,47.91333140949077,,21.29481395977367,1.3144946888749183,0.5257978755499673,0.17526595851665575,,,47.91333140949077,,21.29481395977367,1.3144946888749183,0.5257978755499673,0.17526595851665575,,,48.411688331976436,,,,48.411688331976436,,,,47.98317204641623,,47.98317204641622,1.3164107557315834,0.16455134446644792,0.5265643022926333,0.0040173668082628886,
